PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32714511","From obesity through gut microbiota to cardiovascular diseases: a dangerous journey","Marzullo P, Di Renzo L, Pugliese G, De Siena M, Barrea L, Muscogiuri G, Colao A, Savastano S; Obesity Programs of nutrition, Education, Research and Assessment (OPERA) Group.","Int J Obes Suppl. 2020 Jul;10(1):35-49. doi: 10.1038/s41367-020-0017-1. Epub 2020 Jul 20.","Marzullo P","Int J Obes Suppl","2020","2020/07/28","PMC7371682","","10.1038/s41367-020-0017-1"
"28356129","The effects of probiotic and synbiotic supplementation on metabolic syndrome indices in adults at risk of type 2 diabetes: study protocol for a randomized controlled trial","Kassaian N, Aminorroaya A, Feizi A, Jafari P, Amini M.","Trials. 2017 Mar 29;18(1):148. doi: 10.1186/s13063-017-1885-8.","Kassaian N","Trials","2017","2017/03/31","PMC5372291","","10.1186/s13063-017-1885-8"
"24629562","Obesity-associated mechanisms of hepatocarcinogenesis","Karagozian R, Derdák Z, Baffy G.","Metabolism. 2014 May;63(5):607-17. doi: 10.1016/j.metabol.2014.01.011. Epub 2014 Feb 5.","Karagozian R","Metabolism","2014","2014/03/18","","","10.1016/j.metabol.2014.01.011"
"30737071","Gut microbiota: A new protagonist in the risk of cardiovascular disease?","García-Ríos A, Camargo Garcia A, Perez-Jimenez F, Perez-Martinez P.","Clin Investig Arterioscler. 2019 Jul-Aug;31(4):178-185. doi: 10.1016/j.arteri.2018.11.003. Epub 2019 Feb 6.","García-Ríos A","Clin Investig Arterioscler","2019","2019/02/10","","","10.1016/j.arteri.2018.11.003"
"34866906","Subclinical Vascular Damage: Current Insights and Future Potential","Mattioli AV, Coppi F, Manenti A, Farinetti A.","Vasc Health Risk Manag. 2021 Nov 22;17:729-738. doi: 10.2147/VHRM.S242636. eCollection 2021.","Mattioli AV","Vasc Health Risk Manag","2021","2021/12/06","PMC8633547","","10.2147/VHRM.S242636"
"27095829","Nutrigenomics, the Microbiome, and Gene-Environment Interactions: New Directions in Cardiovascular Disease Research, Prevention, and Treatment: A Scientific Statement From the American Heart Association","Ferguson JF, Allayee H, Gerszten RE, Ideraabdullah F, Kris-Etherton PM, Ordovás JM, Rimm EB, Wang TJ, Bennett BJ; American Heart Association Council on Functional Genomics and Translational Biology, Council on Epidemiology and Prevention, and Stroke Council.","Circ Cardiovasc Genet. 2016 Jun;9(3):291-313. doi: 10.1161/HCG.0000000000000030. Epub 2016 Apr 19.","Ferguson JF","Circ Cardiovasc Genet","2016","2016/04/21","PMC7829062","NIHMS1564051","10.1161/HCG.0000000000000030"
"33239984","What connection is there between intestinal microbiota and heart disease?","Poli A.","Eur Heart J Suppl. 2020 Nov 18;22(Suppl L):L117-L120. doi: 10.1093/eurheartj/suaa149. eCollection 2020 Nov.","Poli A","Eur Heart J Suppl","2020","2020/11/26","PMC7673613","","10.1093/eurheartj/suaa149"
"33668627","Association of Gut Hormones and Microbiota with Vascular Dysfunction in Obesity","Rovella V, Rodia G, Di Daniele F, Cardillo C, Campia U, Noce A, Candi E, Della-Morte D, Tesauro M.","Nutrients. 2021 Feb 13;13(2):613. doi: 10.3390/nu13020613.","Rovella V","Nutrients","2021","2021/03/06","PMC7918888","","10.3390/nu13020613"
"30092632","Prevention of Atherosclerosis by Berries: The Case of Blueberries","Wu X, Wang TTY, Prior RL, Pehrsson PR.","J Agric Food Chem. 2018 Sep 5;66(35):9172-9188. doi: 10.1021/acs.jafc.8b03201. Epub 2018 Aug 21.","Wu X","J Agric Food Chem","2018","2018/08/11","","","10.1021/acs.jafc.8b03201"
"34386513","Hemicellulose-Derived Oligosaccharides: Emerging Prebiotics in Disease Alleviation","Jana UK, Kango N, Pletschke B.","Front Nutr. 2021 Jul 27;8:670817. doi: 10.3389/fnut.2021.670817. eCollection 2021.","Jana UK","Front Nutr","2021","2021/08/13","PMC8353096","","10.3389/fnut.2021.670817"
"33994782","Significance of African Diets in Biotherapeutic Modulation of the Gut Microbiome","Isibor PO, Akinduti PA, Aworunse OS, Oyewale JO, Oshamika O, Ugboko HU, Taiwo OS, Ahuekwe EF, Obafemi YD, Onibokun EA, Oziegbe O, Oniha MI, Olopade BK, Atolagbe OM, Adekeye BT, Ajiboye IB, Bello OA, Popoola JO, Ayanda OI, Akinnola OO, Olasehinde GI, Eni AO, Nwinyi OC, Omonhinmin CA, Oranusi SU, Obembe OO.","Bioinform Biol Insights. 2021 Apr 27;15:11779322211012697. doi: 10.1177/11779322211012697. eCollection 2021.","Isibor PO","Bioinform Biol Insights","2021","2021/05/17","PMC8107938","","10.1177/11779322211012697"
"31713494","Polyphenolic Compounds and Gut Microbiome in Cardiovascular Diseases","McGrail L, Garelnabi M.","Curr Pharm Biotechnol. 2020;21(7):578-586. doi: 10.2174/1389201020666191111150239.","McGrail L","Curr Pharm Biotechnol","2020","2019/11/13","","","10.2174/1389201020666191111150239"
"33334254","Association of dietary and gut microbiota-related metabolites with calcific aortic stenosis","Kocyigit D, Tokgozoglu L, Gurses KM, Stahlman M, Boren J, Soyal MFT, Canpınar H, Guc D, Saglam Ayhan A, Hazirolan T, Ozer N.","Acta Cardiol. 2021 Jul;76(5):544-552. doi: 10.1080/00015385.2020.1853968. Epub 2020 Dec 18.","Kocyigit D","Acta Cardiol","2021","2020/12/18","","","10.1080/00015385.2020.1853968"
"34684670","Modulation of Adipocyte Metabolism by Microbial Short-Chain Fatty Acids","May KS, den Hartigh LJ.","Nutrients. 2021 Oct 19;13(10):3666. doi: 10.3390/nu13103666.","May KS","Nutrients","2021","2021/10/23","PMC8538331","","10.3390/nu13103666"
"30869995","Effects and mechanisms of tea for the prevention and management of cancers: An updated review","Xu XY, Zhao CN, Cao SY, Tang GY, Gan RY, Li HB.","Crit Rev Food Sci Nutr. 2020;60(10):1693-1705. doi: 10.1080/10408398.2019.1588223. Epub 2019 Mar 14.","Xu XY","Crit Rev Food Sci Nutr","2020","2019/03/15","","","10.1080/10408398.2019.1588223"
"29429278","[The relationship between gut microbiota and diet and nutrition related diseases]","Wang MQ, Li Y, Sun CH.","Zhonghua Yu Fang Yi Xue Za Zhi. 2018 Feb 6;52(2):195-200. doi: 10.3760/cma.j.issn.0253-9624.2018.02.016.","Wang MQ","Zhonghua Yu Fang Yi Xue Za Zhi","2018","2018/02/13","","","10.3760/cma.j.issn.0253-9624.2018.02.016"
"34632012","Data on cecal and fecal microbiota and predicted metagenomes profiles of female mice receiving whole flaxseed or its oil and secoisolariciresinol diglucoside components","Taibi A, Ku M, Lin Z, Gargari G, Kubant A, Lepp D, Power KA, Guglielmetti S, Thompson LU, Comelli EM.","Data Brief. 2021 Sep 22;38:107409. doi: 10.1016/j.dib.2021.107409. eCollection 2021 Oct.","Taibi A","Data Brief","2021","2021/10/11","PMC8488252","","10.1016/j.dib.2021.107409"
"34729078","The Relationship among Physical Activity, Intestinal Flora, and Cardiovascular Disease","Yan Q, Zhai W, Yang C, Li Z, Mao L, Zhao M, Wu X.","Cardiovasc Ther. 2021 Oct 12;2021:3364418. doi: 10.1155/2021/3364418. eCollection 2021.","Yan Q","Cardiovasc Ther","2021","2021/11/03","PMC8526197","","10.1155/2021/3364418"
"34294791","Periodontitis induces endothelial dysfunction in mice","Parvaneh M, Witting PK, Ku J, Moradi T, Eroglu E, Freedman B, Sutherland GT, McCorkindale A, Guennewig B, Choowong P, Bell-Anderson K, Cooney G, Thomas SR, Eberhard J.","Sci Rep. 2021 Jul 22;11(1):14993. doi: 10.1038/s41598-021-94418-8.","Parvaneh M","Sci Rep","2021","2021/07/23","PMC8298548","","10.1038/s41598-021-94418-8"
"29307889","Microbial modulation of cardiovascular disease","Brown JM, Hazen SL.","Nat Rev Microbiol. 2018 Mar;16(3):171-181. doi: 10.1038/nrmicro.2017.149. Epub 2018 Jan 8.","Brown JM","Nat Rev Microbiol","2018","2018/01/09","PMC5885760","NIHMS952023","10.1038/nrmicro.2017.149"
"34684698","Natural Aporphine Alkaloids with Potential to Impact Metabolic Syndrome","Wang FX, Zhu N, Zhou F, Lin DX.","Molecules. 2021 Oct 10;26(20):6117. doi: 10.3390/molecules26206117.","Wang FX","Molecules","2021","2021/10/23","PMC8540223","","10.3390/molecules26206117"
"30532751","An Insight Into the Intestinal Web of Mucosal Immunity, Microbiota, and Diet in Inflammation","Yap YA, Mariño E.","Front Immunol. 2018 Nov 20;9:2617. doi: 10.3389/fimmu.2018.02617. eCollection 2018.","Yap YA","Front Immunol","2018","2018/12/12","PMC6266996","","10.3389/fimmu.2018.02617"
"27105827","Pathophysiological role of host microbiota in the development of obesity","Kobyliak N, Virchenko O, Falalyeyeva T.","Nutr J. 2016 Apr 23;15:43. doi: 10.1186/s12937-016-0166-9.","Kobyliak N","Nutr J","2016","2016/04/24","PMC4841968","","10.1186/s12937-016-0166-9"
"29080862","Plasma Metabolites From Choline Pathway and Risk of Cardiovascular Disease in the PREDIMED (Prevention With Mediterranean Diet) Study","Guasch-Ferré M, Hu FB, Ruiz-Canela M, Bulló M, Toledo E, Wang DD, Corella D, Gómez-Gracia E, Fiol M, Estruch R, Lapetra J, Fitó M, Arós F, Serra-Majem L, Ros E, Dennis C, Liang L, Clish CB, Martínez-González MA, Salas-Salvadó J.","J Am Heart Assoc. 2017 Oct 28;6(11):e006524. doi: 10.1161/JAHA.117.006524.","Guasch-Ferré M","J Am Heart Assoc","2017","2017/10/30","PMC5721752","","10.1161/JAHA.117.006524"
"34822479","Marine Sulfated Polysaccharides: Preventive and Therapeutic Effects on Metabolic Syndrome: A Review","Li Y, Qin J, Cheng Y, Lv D, Li M, Qi Y, Lan J, Zhao Q, Li Z.","Mar Drugs. 2021 Oct 27;19(11):608. doi: 10.3390/md19110608.","Li Y","Mar Drugs","2021","2021/11/25","PMC8618309","","10.3390/md19110608"
"32925180","Dietary fibers reduce obesity-related disorders: mechanisms of action","Dayib M, Larson J, Slavin J.","Curr Opin Clin Nutr Metab Care. 2020 Nov;23(6):445-450. doi: 10.1097/MCO.0000000000000696.","Dayib M","Curr Opin Clin Nutr Metab Care","2020","2020/09/14","","","10.1097/MCO.0000000000000696"
"34532031","Health benefits of docosahexaenoic acid and its bioavailability: A review","Li J, Pora BLR, Dong K, Hasjim J.","Food Sci Nutr. 2021 Jul 23;9(9):5229-5243. doi: 10.1002/fsn3.2299. eCollection 2021 Sep.","Li J","Food Sci Nutr","2021","2021/09/17","PMC8441440","","10.1002/fsn3.2299"
"30914014","Obesity and Body Composition in Man and Woman: Associated Diseases and the New Role of Gut Microbiota","Avolio E, Gualtieri P, Romano L, Pecorella C, Ferraro S, Palma G, Di Renzo L, De Lorenzo A.","Curr Med Chem. 2020;27(2):216-229. doi: 10.2174/0929867326666190326113607.","Avolio E","Curr Med Chem","2020","2019/03/28","","","10.2174/0929867326666190326113607"
"34371800","Cardiovascular Diseases of Developmental Origins: Preventive Aspects of Gut Microbiota-Targeted Therapy","Hsu CN, Hou CY, Hsu WH, Tain YL.","Nutrients. 2021 Jul 1;13(7):2290. doi: 10.3390/nu13072290.","Hsu CN","Nutrients","2021","2021/08/10","PMC8308390","","10.3390/nu13072290"
"33007417","Data-driven microbiota biomarker discovery for personalized drug therapy of cardiovascular disease","Shen L, Shen K, Bai J, Wang J, Singla RK, Shen B.","Pharmacol Res. 2020 Nov;161:105225. doi: 10.1016/j.phrs.2020.105225. Epub 2020 Sep 29.","Shen L","Pharmacol Res","2020","2020/10/02","","","10.1016/j.phrs.2020.105225"
"31447899","Effects of probiotics on the lipid profile: systematic review","Gadelha CJMU, Bezerra AN.","J Vasc Bras. 2019 Aug 9;18:e20180124. doi: 10.1590/1677-5449.180124.","Gadelha CJMU","J Vasc Bras","2019","2019/08/27","PMC6690648","","10.1590/1677-5449.180124"
"29090088","Gut microbiota as a potential target of metabolic syndrome: the role of probiotics and prebiotics","He M, Shi B.","Cell Biosci. 2017 Oct 25;7:54. doi: 10.1186/s13578-017-0183-1. eCollection 2017.","He M","Cell Biosci","2017","2017/11/02","PMC5655955","","10.1186/s13578-017-0183-1"
"30632785","Modifying wheat bran to improve its health benefits","Deroover L, Tie Y, Verspreet J, Courtin CM, Verbeke K.","Crit Rev Food Sci Nutr. 2020;60(7):1104-1122. doi: 10.1080/10408398.2018.1558394. Epub 2019 Jan 11.","Deroover L","Crit Rev Food Sci Nutr","2020","2019/01/12","","","10.1080/10408398.2018.1558394"
"30479462","Gut microbiota in common elderly diseases affecting activities of daily living","Shimizu Y.","World J Gastroenterol. 2018 Nov 14;24(42):4750-4758. doi: 10.3748/wjg.v24.i42.4750.","Shimizu Y","World J Gastroenterol","2018","2018/11/28","PMC6235798","","10.3748/wjg.v24.i42.4750"
"29994808","New biomarker strategies to enable precision cardiovascular medicine","Bede K, Tang WHW.","Curr Opin Cardiol. 2018 Sep;33(5):535-539. doi: 10.1097/HCO.0000000000000546.","Bede K","Curr Opin Cardiol","2018","2018/07/12","","","10.1097/HCO.0000000000000546"
"33767669","Impaired Intestinal Barrier and Tissue Bacteria: Pathomechanisms for Metabolic Diseases","Massier L, Blüher M, Kovacs P, Chakaroun RM.","Front Endocrinol (Lausanne). 2021 Mar 9;12:616506. doi: 10.3389/fendo.2021.616506. eCollection 2021.","Massier L","Front Endocrinol (Lausanne)","2021","2021/03/26","PMC7985551","","10.3389/fendo.2021.616506"
"26723469","Could the gut microbiota reconcile the oral bioavailability conundrum of traditional herbs?","Chen F, Wen Q, Jiang J, Li HL, Tan YF, Li YH, Zeng NK.","J Ethnopharmacol. 2016 Feb 17;179:253-64. doi: 10.1016/j.jep.2015.12.031. Epub 2015 Dec 23.","Chen F","J Ethnopharmacol","2016","2016/01/03","","","10.1016/j.jep.2015.12.031"
"33374597","Does Gut-Microbiome Interaction Protect against Obesity and Obesity-Associated Metabolic Disorders?","Zawada A, Rychter AM, Ratajczak AE, Lisiecka-Masian A, Dobrowolska A, Krela-Kaźmierczak I.","Microorganisms. 2020 Dec 23;9(1):18. doi: 10.3390/microorganisms9010018.","Zawada A","Microorganisms","2020","2020/12/30","PMC7822472","","10.3390/microorganisms9010018"
"29616501","Effectiveness of omega-3 polyunsaturated fatty acids against microbial pathogens","Chanda W, Joseph TP, Guo XF, Wang WD, Liu M, Vuai MS, Padhiar AA, Zhong MT.","J Zhejiang Univ Sci B. 2018 Apr.;19(4):253-262. doi: 10.1631/jzus.B1700063.","Chanda W","J Zhejiang Univ Sci B","2018","2018/04/05","PMC5964344","","10.1631/jzus.B1700063"
"25271725","The contributory role of gut microbiota in cardiovascular disease","Tang WH, Hazen SL.","J Clin Invest. 2014 Oct;124(10):4204-11. doi: 10.1172/JCI72331. Epub 2014 Oct 1.","Tang WH","J Clin Invest","2014","2014/10/02","PMC4215189","","10.1172/JCI72331"
"34299495","Urinary Metabolomics Study of Patients with Bicuspid Aortic Valve Disease","Chessa M, Panebianco M, Corbu S, Lussu M, Dessì A, Pintus R, Cesare Marincola F, Fanos V.","Molecules. 2021 Jul 12;26(14):4220. doi: 10.3390/molecules26144220.","Chessa M","Molecules","2021","2021/07/24","PMC8304733","","10.3390/molecules26144220"
"31108040","[Intestinal microbiota: relationship to age-associated diseases (review of literature).]","Bulgakova SV, Treneva EV, Zakharova NO, Trukhanova IG.","Klin Lab Diagn. 2019;64(4):250-256. doi: 10.18821/0869-2084-2019-64-4-250-256.","Bulgakova SV","Klin Lab Diagn","2019","2019/05/21","","","10.18821/0869-2084-2019-64-4-250-256"
"27565581","The Role of the Gut Microbiome on Chronic Kidney Disease","Sampaio-Maia B, Simões-Silva L, Pestana M, Araujo R, Soares-Silva IJ.","Adv Appl Microbiol. 2016;96:65-94. doi: 10.1016/bs.aambs.2016.06.002. Epub 2016 Jul 18.","Sampaio-Maia B","Adv Appl Microbiol","2016","2016/08/28","","","10.1016/bs.aambs.2016.06.002"
"32727337","Rebalancing the Oral Microbiota as an Efficient Tool in Endocrine, Metabolic and Immune Disorders","Isacco CG, Ballini A, De Vito D, Nguyen KCD, Cantore S, Bottalico L, Quagliuolo L, Boccellino M, Di Domenico M, Santacroce L, Arrigoni R, Dipalma G, Inchingolo F.","Endocr Metab Immune Disord Drug Targets. 2021;21(5):777-784. doi: 10.2174/1871530320666200729142504.","Isacco CG","Endocr Metab Immune Disord Drug Targets","2021","2020/07/31","","","10.2174/1871530320666200729142504"
"28367086","Characterization of the serum and liver proteomes in gut-microbiota-lacking mice","Tung YT, Chen YJ, Chuang HL, Huang WC, Lo CT, Liao CC, Huang CC.","Int J Med Sci. 2017 Feb 23;14(3):257-267. doi: 10.7150/ijms.17792. eCollection 2017.","Tung YT","Int J Med Sci","2017","2017/04/04","PMC5370288","","10.7150/ijms.17792"
"29728993","The crosstalk of gut microbiota and chronic kidney disease: role of inflammation, proteinuria, hypertension, and diabetes mellitus","Kanbay M, Onal EM, Afsar B, Dagel T, Yerlikaya A, Covic A, Vaziri ND.","Int Urol Nephrol. 2018 Aug;50(8):1453-1466. doi: 10.1007/s11255-018-1873-2. Epub 2018 May 4.","Kanbay M","Int Urol Nephrol","2018","2018/05/06","","","10.1007/s11255-018-1873-2"
"27356233","Alcoholic liver disease: focus on prodromal gut health","Park B, Lee HR, Lee YJ.","J Dig Dis. 2016 Aug;17(8):493-500. doi: 10.1111/1751-2980.12375.","Park B","J Dig Dis","2016","2016/06/30","","","10.1111/1751-2980.12375"
"34563194","Associations between dental caries and systemic diseases: a scoping review","Sabharwal A, Stellrecht E, Scannapieco FA.","BMC Oral Health. 2021 Sep 25;21(1):472. doi: 10.1186/s12903-021-01803-w.","Sabharwal A","BMC Oral Health","2021","2021/09/26","PMC8466895","","10.1186/s12903-021-01803-w"
"32503339","The Role of Histone Acetylation and the Microbiome in Phytochemical Efficacy for Cardiovascular Diseases","Evans LW, Athukorala M, Martinez-Guryn K, Ferguson BS.","Int J Mol Sci. 2020 Jun 3;21(11):4006. doi: 10.3390/ijms21114006.","Evans LW","Int J Mol Sci","2020","2020/06/07","PMC7313062","","10.3390/ijms21114006"
"32462901","Effects and mechanisms of edible and medicinal plants on obesity: an updated review","Shang A, Gan RY, Xu XY, Mao QQ, Zhang PZ, Li HB.","Crit Rev Food Sci Nutr. 2021;61(12):2061-2077. doi: 10.1080/10408398.2020.1769548. Epub 2020 May 28.","Shang A","Crit Rev Food Sci Nutr","2021","2020/05/29","","","10.1080/10408398.2020.1769548"
"30794922","Using herbal medicine to target the ""microbiota-metabolism-immunity"" axis as possible therapy for cardiovascular disease","Anlu W, Dongcheng C, He Z, Qiuyi L, Yan Z, Yu Q, Hao X, Keji C.","Pharmacol Res. 2019 Apr;142:205-222. doi: 10.1016/j.phrs.2019.02.018. Epub 2019 Feb 19.","Anlu W","Pharmacol Res","2019","2019/02/23","","","10.1016/j.phrs.2019.02.018"
"31825680","Periodontitis: a newly identified comorbidity in psoriasis and psoriatic arthritis","Dalmády S, Kemény L, Antal M, Gyulai R.","Expert Rev Clin Immunol. 2020 Jan;16(1):101-108. doi: 10.1080/1744666X.2019.1700113. Epub 2019 Dec 11.","Dalmády S","Expert Rev Clin Immunol","2020","2019/12/12","","","10.1080/1744666X.2019.1700113"
"31894861","Metabolic endotoxemia and cardiovascular disease: A systematic review about potential roles of prebiotics and probiotics","Moludi J, Maleki V, Jafari-Vayghyan H, Vaghef-Mehrabany E, Alizadeh M.","Clin Exp Pharmacol Physiol. 2020 Jun;47(6):927-939. doi: 10.1111/1440-1681.13250. Epub 2020 Jan 24.","Moludi J","Clin Exp Pharmacol Physiol","2020","2020/01/03","","","10.1111/1440-1681.13250"
"34576810","Gut Microbiome, Functional Food, Atherosclerosis, and Vascular Calcifications-Is There a Missing Link?","Cretoiu D, Ionescu RF, Enache RM, Cretoiu SM, Voinea SC.","Microorganisms. 2021 Sep 9;9(9):1913. doi: 10.3390/microorganisms9091913.","Cretoiu D","Microorganisms","2021","2021/09/28","PMC8472650","","10.3390/microorganisms9091913"
"27302002","Metabolic Syndrome as a Multifaceted Risk Factor for Oxidative Stress","Spahis S, Borys JM, Levy E.","Antioxid Redox Signal. 2017 Mar 20;26(9):445-461. doi: 10.1089/ars.2016.6756. Epub 2016 Jul 14.","Spahis S","Antioxid Redox Signal","2017","2016/06/16","","","10.1089/ars.2016.6756"
"32704349","Gut microbiome-Mediterranean diet interactions in improving host health","Nagpal R, Shively CA, Register TC, Craft S, Yadav H.","F1000Res. 2019 May 21;8:699. doi: 10.12688/f1000research.18992.1. eCollection 2019.","Nagpal R","F1000Res","2019","2020/07/25","PMC7359750","","10.12688/f1000research.18992.1"
"30300382","Carious status and supragingival plaque microbiota in hemodialysis patients","Yue Q, Yin FT, Zhang Q, Yuan C, Ye MY, Wang XL, Li JJ, Gan YH.","PLoS One. 2018 Oct 9;13(10):e0204674. doi: 10.1371/journal.pone.0204674. eCollection 2018.","Yue Q","PLoS One","2018","2018/10/10","PMC6177147","","10.1371/journal.pone.0204674"
"32968642","Implications of gut microbiome on coronary artery disease","Xu J, Yang Y.","Cardiovasc Diagn Ther. 2020 Aug;10(4):869-880. doi: 10.21037/cdt-20-428.","Xu J","Cardiovasc Diagn Ther","2020","2020/09/24","PMC7487393","","10.21037/cdt-20-428"
"26449892","Role of the Gut Microbiome in Nonalcoholic Fatty Liver Disease","Aqel B, DiBaise JK.","Nutr Clin Pract. 2015 Dec;30(6):780-6. doi: 10.1177/0884533615605811. Epub 2015 Oct 8.","Aqel B","Nutr Clin Pract","2015","2015/10/10","","","10.1177/0884533615605811"
"31546992","Microbial Metabolites of Flavan-3-Ols and Their Biological Activity","Márquez Campos E, Stehle P, Simon MC.","Nutrients. 2019 Sep 20;11(10):2260. doi: 10.3390/nu11102260.","Márquez Campos E","Nutrients","2019","2019/09/25","PMC6836129","","10.3390/nu11102260"
"26748235","Histo-blood group glycans in the context of personalized medicine","Dotz V, Wuhrer M.","Biochim Biophys Acta. 2016 Aug;1860(8):1596-607. doi: 10.1016/j.bbagen.2015.12.026. Epub 2015 Dec 31.","Dotz V","Biochim Biophys Acta","2016","2016/01/10","PMC7117023","","10.1016/j.bbagen.2015.12.026"
"32824863","Polyphenols and Other Bioactive Compounds of Sideritis Plants and Their Potential Biological Activity","Żyżelewicz D, Kulbat-Warycha K, Oracz J, Żyżelewicz K.","Molecules. 2020 Aug 18;25(16):3763. doi: 10.3390/molecules25163763.","Żyżelewicz D","Molecules","2020","2020/08/23","PMC7464829","","10.3390/molecules25163763"
"32054074","Early Programming of Adult Systemic Essential Hypertension","Guarner-Lans V, Ramírez-Higuera A, Rubio-Ruiz ME, Castrejón-Téllez V, Soto ME, Pérez-Torres I.","Int J Mol Sci. 2020 Feb 11;21(4):1203. doi: 10.3390/ijms21041203.","Guarner-Lans V","Int J Mol Sci","2020","2020/02/15","PMC7072742","","10.3390/ijms21041203"
"29081381","Inflammageing and metaflammation: The yin and yang of type 2 diabetes","Prattichizzo F, De Nigris V, Spiga R, Mancuso E, La Sala L, Antonicelli R, Testa R, Procopio AD, Olivieri F, Ceriello A.","Ageing Res Rev. 2018 Jan;41:1-17. doi: 10.1016/j.arr.2017.10.003. Epub 2017 Oct 31.","Prattichizzo F","Ageing Res Rev","2018","2017/10/31","","","10.1016/j.arr.2017.10.003"
"31406181","Microbiota-derived Trimethylamine N-oxide Predicts Cardiovascular Risk After STEMI","Matsuzawa Y, Nakahashi H, Konishi M, Sato R, Kawashima C, Kikuchi S, Akiyama E, Iwahashi N, Maejima N, Okada K, Ebina T, Hibi K, Kosuge M, Ishigami T, Tamura K, Kimura K.","Sci Rep. 2019 Aug 12;9(1):11647. doi: 10.1038/s41598-019-48246-6.","Matsuzawa Y","Sci Rep","2019","2019/08/14","PMC6690996","","10.1038/s41598-019-48246-6"
"33648169","Role of pectin in the current trends towards low-glycaemic food consumption","Muñoz-Almagro N, Montilla A, Villamiel M.","Food Res Int. 2021 Feb;140:109851. doi: 10.1016/j.foodres.2020.109851. Epub 2020 Oct 28.","Muñoz-Almagro N","Food Res Int","2021","2021/03/02","","","10.1016/j.foodres.2020.109851"
"25444498","Provocative issues in heart disease prevention","Juneau M, Hayami D, Gayda M, Lacroix S, Nigam A.","Can J Cardiol. 2014 Dec;30(12 Suppl):S401-9. doi: 10.1016/j.cjca.2014.09.014. Epub 2014 Sep 22.","Juneau M","Can J Cardiol","2014","2014/12/03","","","10.1016/j.cjca.2014.09.014"
"33561256","Dietary Fruit and Vegetable Supplementation Suppresses Diet-Induced Atherosclerosis in LDL Receptor Knockout Mice","Guo W, Kim SH, Wu D, Li L, Ortega EF, Thomas M, Meydani SN, Meydani M.","J Nutr. 2021 Apr 8;151(4):902-910. doi: 10.1093/jn/nxaa410.","Guo W","J Nutr","2021","2021/02/09","","","10.1093/jn/nxaa410"
"24219358","Gut microbiota-based translational biomarkers to prevent metabolic syndrome via nutritional modulation","Xiao S, Zhao L.","FEMS Microbiol Ecol. 2014 Feb;87(2):303-14. doi: 10.1111/1574-6941.12250. Epub 2013 Dec 12.","Xiao S","FEMS Microbiol Ecol","2014","2013/11/14","PMC4262049","","10.1111/1574-6941.12250"
"25891035","From the Acta Prize Lecture 2014: the periodontal-systemic connection seen from a microbiological standpoint","Olsen I.","Acta Odontol Scand. 2015;73(8):563-8. doi: 10.3109/00016357.2015.1007480. Epub 2015 Apr 20.","Olsen I","Acta Odontol Scand","2015","2015/04/21","","","10.3109/00016357.2015.1007480"
"34836026","Molecular Immune-Inflammatory Connections between Dietary Fats and Atherosclerotic Cardiovascular Disease: Which Translation into Clinics?","Mattavelli E, Catapano AL, Baragetti A.","Nutrients. 2021 Oct 25;13(11):3768. doi: 10.3390/nu13113768.","Mattavelli E","Nutrients","2021","2021/11/27","PMC8625932","","10.3390/nu13113768"
"30033779","Health benefits of Mediterranean diet in nonalcoholic fatty liver disease","Abenavoli L, Di Renzo L, Boccuto L, Alwardat N, Gratteri S, De Lorenzo A.","Expert Rev Gastroenterol Hepatol. 2018 Sep;12(9):873-881. doi: 10.1080/17474124.2018.1503947. Epub 2018 Aug 1.","Abenavoli L","Expert Rev Gastroenterol Hepatol","2018","2018/07/24","","","10.1080/17474124.2018.1503947"
"27332081","The Potential Role of Yogurt in Weight Management and Prevention of Type 2 Diabetes","Panahi S, Tremblay A.","J Am Coll Nutr. 2016 Nov-Dec;35(8):717-731. doi: 10.1080/07315724.2015.1102103. Epub 2016 Jun 22.","Panahi S","J Am Coll Nutr","2016","2016/06/23","","","10.1080/07315724.2015.1102103"
"29064399","Pharmabiotics as an Emerging Medication for Metabolic Syndrome and Its Related Diseases","Nguyen TTB, Jin YY, Chung HJ, Hong ST.","Molecules. 2017 Oct 24;22(10):1795. doi: 10.3390/molecules22101795.","Nguyen TTB","Molecules","2017","2017/10/25","PMC6151620","","10.3390/molecules22101795"
"28725914","Vascular complications in diabetes: old messages, new thoughts","Forbes JM, Fotheringham AK.","Diabetologia. 2017 Nov;60(11):2129-2138. doi: 10.1007/s00125-017-4360-x. Epub 2017 Jul 19.","Forbes JM","Diabetologia","2017","2017/07/21","","","10.1007/s00125-017-4360-x"
"34112350","Extra-skeletal effects of dietary calcium: Impact on the cardiovascular system, obesity, and cancer","Daley DK, Myrie SB.","Adv Food Nutr Res. 2021;96:1-25. doi: 10.1016/bs.afnr.2021.02.012. Epub 2021 Mar 18.","Daley DK","Adv Food Nutr Res","2021","2021/06/11","","","10.1016/bs.afnr.2021.02.012"
"32213900","Brassicaceae-Derived Anticancer Agents: Towards a Green Approach to Beat Cancer","Mandrich L, Caputo E.","Nutrients. 2020 Mar 24;12(3):868. doi: 10.3390/nu12030868.","Mandrich L","Nutrients","2020","2020/03/28","PMC7146209","","10.3390/nu12030868"
