PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"25809237","Review article: Alcohol and gut microbiota - the possible role of gut microbiota modulation in the treatment of alcoholic liver disease","Vassallo G, Mirijello A, Ferrulli A, Antonelli M, Landolfi R, Gasbarrini A, Addolorato G.","Aliment Pharmacol Ther. 2015 May;41(10):917-27. doi: 10.1111/apt.13164. Epub 2015 Mar 23.","Vassallo G","Aliment Pharmacol Ther","2015","2015/03/27","","","10.1111/apt.13164"
"23140640","Gut microbiota composition and activity in relation to host metabolic phenotype and disease risk","Holmes E, Li JV, Marchesi JR, Nicholson JK.","Cell Metab. 2012 Nov 7;16(5):559-64. doi: 10.1016/j.cmet.2012.10.007.","Holmes E","Cell Metab","2012","2012/11/13","","","10.1016/j.cmet.2012.10.007"
"35280528","Gut microbiota and immunity relevance in eubiosis and dysbiosis","Al-Rashidi HE.","Saudi J Biol Sci. 2022 Mar;29(3):1628-1643. doi: 10.1016/j.sjbs.2021.10.068. Epub 2021 Oct 30.","Al-Rashidi HE","Saudi J Biol Sci","2022","2022/03/14","PMC8913379","","10.1016/j.sjbs.2021.10.068"
"34293459","The complex interplay of gut microbiota with the five most common cancer types: From carcinogenesis to therapeutics to prognoses","Jaye K, Li CG, Bhuyan DJ.","Crit Rev Oncol Hematol. 2021 Sep;165:103429. doi: 10.1016/j.critrevonc.2021.103429. Epub 2021 Jul 19.","Jaye K","Crit Rev Oncol Hematol","2021","2021/07/22","","","10.1016/j.critrevonc.2021.103429"
"32949007","Bacterial cross talk with gut microbiome and its implications: a short review","Shastry RP, Rekha PD.","Folia Microbiol (Praha). 2021 Feb;66(1):15-24. doi: 10.1007/s12223-020-00821-5. Epub 2020 Sep 19.","Shastry RP","Folia Microbiol (Praha)","2021","2020/09/19","","","10.1007/s12223-020-00821-5"
"28546156","Ancestral alliances: Plant mutualistic symbioses with fungi and bacteria","Martin FM, Uroz S, Barker DG.","Science. 2017 May 26;356(6340):eaad4501. doi: 10.1126/science.aad4501.","Martin FM","Science","2017","2017/05/27","","","10.1126/science.aad4501"
"30976320","Bamboo lignocellulose degradation by gut symbiotic microbiota of the bamboo snout beetle Cyrtotrachelus buqueti","Luo C, Li Y, Chen Y, Fu C, Long W, Xiao X, Liao H, Yang Y.","Biotechnol Biofuels. 2019 Apr 1;12:70. doi: 10.1186/s13068-019-1411-1. eCollection 2019.","Luo C","Biotechnol Biofuels","2019","2019/04/13","PMC6442426","","10.1186/s13068-019-1411-1"
"29753651","Integrated metatranscriptomics and metaproteomics for the characterization of bacterial microbiota in unfed Ixodes ricinus","Hernández-Jarguín A, Díaz-Sánchez S, Villar M, de la Fuente J.","Ticks Tick Borne Dis. 2018 Jul;9(5):1241-1251. doi: 10.1016/j.ttbdis.2018.04.020. Epub 2018 May 5.","Hernández-Jarguín A","Ticks Tick Borne Dis","2018","2018/05/14","","","10.1016/j.ttbdis.2018.04.020"
"26175488","Potential role of the intestinal microbiota in programming health and disease","Goulet O.","Nutr Rev. 2015 Aug;73 Suppl 1:32-40. doi: 10.1093/nutrit/nuv039.","Goulet O","Nutr Rev","2015","2015/07/16","","","10.1093/nutrit/nuv039"
"33801755","The Role of Enterobacteriaceae in Gut Microbiota Dysbiosis in Inflammatory Bowel Diseases","Baldelli V, Scaldaferri F, Putignani L, Del Chierico F.","Microorganisms. 2021 Mar 27;9(4):697. doi: 10.3390/microorganisms9040697.","Baldelli V","Microorganisms","2021","2021/04/03","PMC8066304","","10.3390/microorganisms9040697"
"34681115","Gut Microbiota Cannot Compensate the Impact of (quasi) Aposymbiosis in Blattella germanica","Muñoz-Benavent M, Latorre A, Alemany-Cosme E, Marín-Miret J, Domínguez-Santos R, Silva FJ, Gil R, García-Ferris C.","Biology (Basel). 2021 Oct 9;10(10):1013. doi: 10.3390/biology10101013.","Muñoz-Benavent M","Biology (Basel)","2021","2021/10/23","PMC8533614","","10.3390/biology10101013"
"33054730","Study on the community structure and function of symbiotic bacteria from different growth and developmental stages of Hypsizygus marmoreus","Sun S, Li F, Xu X, Liu Y, Kong X, Chen J, Liu T, Chen L.","BMC Microbiol. 2020 Oct 14;20(1):311. doi: 10.1186/s12866-020-01998-y.","Sun S","BMC Microbiol","2020","2020/10/15","PMC7557082","","10.1186/s12866-020-01998-y"
"34841313","Topography effect on Aspergillus flavus occurrence and aflatoxin B1 contamination associated with peanut","Yao Y, Gao S, Ding X, Zhang Q, Li P.","Curr Res Microb Sci. 2021 Feb 10;2:100021. doi: 10.1016/j.crmicr.2021.100021. eCollection 2021 Dec.","Yao Y","Curr Res Microb Sci","2021","2021/11/29","PMC8610341","","10.1016/j.crmicr.2021.100021"
"22983034","What hydra has to say about the role and origin of symbiotic interactions","Bosch TC.","Biol Bull. 2012 Aug;223(1):78-84. doi: 10.1086/BBLv223n1p78.","Bosch TC","Biol Bull","2012","2012/09/18","","","10.1086/BBLv223n1p78"
"32131457","Cannabis Microbiome and the Role of Endophytes in Modulating the Production of Secondary Metabolites: An Overview","Taghinasab M, Jabaji S.","Microorganisms. 2020 Mar 2;8(3):355. doi: 10.3390/microorganisms8030355.","Taghinasab M","Microorganisms","2020","2020/03/06","PMC7143057","","10.3390/microorganisms8030355"
"34025663","Exploring the Gut-Brain Axis for the Control of CNS Inflammatory Demyelination: Immunomodulation by Bacteroides fragilis' Polysaccharide A","Erturk-Hasdemir D, Ochoa-Repáraz J, Kasper DL, Kasper LH.","Front Immunol. 2021 May 5;12:662807. doi: 10.3389/fimmu.2021.662807. eCollection 2021.","Erturk-Hasdemir D","Front Immunol","2021","2021/05/24","PMC8131524","","10.3389/fimmu.2021.662807"
"29621609","Diversity of symbiotic microbiota in Deltocephalinae leafhoppers (Insecta, Hemiptera, Cicadellidae)","Kobiałka M, Michalik A, Szwedo J, Szklarzewicz T.","Arthropod Struct Dev. 2018 May;47(3):268-278. doi: 10.1016/j.asd.2018.03.005. Epub 2018 Apr 13.","Kobiałka M","Arthropod Struct Dev","2018","2018/04/06","","","10.1016/j.asd.2018.03.005"
"26130124","Microbes taming mast cells: Implications for allergic inflammation and beyond","Forsythe P.","Eur J Pharmacol. 2016 May 5;778:169-75. doi: 10.1016/j.ejphar.2015.06.034. Epub 2015 Jun 27.","Forsythe P","Eur J Pharmacol","2016","2015/07/02","","","10.1016/j.ejphar.2015.06.034"
"26387646","The commensal microbiota and the development of human disease - an introduction","Marsh PD.","J Oral Microbiol. 2015 Sep 18;7:29128. doi: 10.3402/jom.v7.29128. eCollection 2015.","Marsh PD","J Oral Microbiol","2015","2015/09/22","PMC4576418","","10.3402/jom.v7.29128"
"26447959","Dysbiosis: A Review Highlighting Obesity and Inflammatory Bowel Disease","Kim A.","J Clin Gastroenterol. 2015 Nov-Dec;49 Suppl 1:S20-4. doi: 10.1097/MCG.0000000000000356.","Kim A","J Clin Gastroenterol","2015","2015/10/09","","","10.1097/MCG.0000000000000356"
"23866840","Coral aquaculture to support drug discovery","Leal MC, Calado R, Sheridan C, Alimonti A, Osinga R.","Trends Biotechnol. 2013 Oct;31(10):555-61. doi: 10.1016/j.tibtech.2013.06.004. Epub 2013 Jul 16.","Leal MC","Trends Biotechnol","2013","2013/07/23","","","10.1016/j.tibtech.2013.06.004"
"24168410","A case for antibiotic perturbation of the microbiota leading to allergy development","Reynolds LA, Finlay BB.","Expert Rev Clin Immunol. 2013 Nov;9(11):1019-30. doi: 10.1586/1744666X.2013.851603.","Reynolds LA","Expert Rev Clin Immunol","2013","2013/10/31","","","10.1586/1744666X.2013.851603"
"25117687","What would you like to eat, Mr CKD Microbiota? A Mediterranean Diet, please!","Montemurno E, Cosola C, Dalfino G, Daidone G, De Angelis M, Gobbetti M, Gesualdo L.","Kidney Blood Press Res. 2014;39(2-3):114-23. doi: 10.1159/000355785. Epub 2014 Jul 29.","Montemurno E","Kidney Blood Press Res","2014","2014/08/14","","","10.1159/000355785"
"33322411","Influence of Lab Adapted Natural Diet and Microbiota on Life History and Metabolic Phenotype of Drosophila melanogaster","Bombin A, Cunneely O, Eickman K, Bombin S, Ruesy A, Su M, Myers A, Cowan R, Reed L.","Microorganisms. 2020 Dec 11;8(12):1972. doi: 10.3390/microorganisms8121972.","Bombin A","Microorganisms","2020","2020/12/16","PMC7763083","","10.3390/microorganisms8121972"
"34150830","Selenium in Human Health and Gut Microflora: Bioavailability of Selenocompounds and Relationship With Diseases","Ferreira RLU, Sena-Evangelista KCM, de Azevedo EP, Pinheiro FI, Cobucci RN, Pedrosa LFC.","Front Nutr. 2021 Jun 4;8:685317. doi: 10.3389/fnut.2021.685317. eCollection 2021.","Ferreira RLU","Front Nutr","2021","2021/06/21","PMC8211732","","10.3389/fnut.2021.685317"
"23778793","The role of the immune system in governing host-microbe interactions in the intestine","Brown EM, Sadarangani M, Finlay BB.","Nat Immunol. 2013 Jul;14(7):660-7. doi: 10.1038/ni.2611.","Brown EM","Nat Immunol","2013","2013/06/20","","","10.1038/ni.2611"
"27672151","From homeostasis to pathology: decrypting microbe-host symbiotic signals in the intestinal crypt","Pédron T, Nigro G, Sansonetti PJ.","Philos Trans R Soc Lond B Biol Sci. 2016 Nov 5;371(1707):20150500. doi: 10.1098/rstb.2015.0500.","Pédron T","Philos Trans R Soc Lond B Biol Sci","2016","2016/09/28","PMC5052744","","10.1098/rstb.2015.0500"
"34045768","Effect of gut microbes on olfactory behavior of Drosophila melanogaster larva","Slankster E, Lee C, Hess KM, Odell S, Mathew D.","Bios. 2019 Dec 9;90(4):227-238. doi: 10.1893/0005-3155-90.4.227.","Slankster E","Bios","2019","2021/05/28","PMC8153377","NIHMS1567834","10.1893/0005-3155-90.4.227"
"33912147","Role of Probiotic Bacilli in Developing Synbiotic Food: Challenges and Opportunities","Szlufman C, Shemesh M.","Front Microbiol. 2021 Apr 12;12:638830. doi: 10.3389/fmicb.2021.638830. eCollection 2021.","Szlufman C","Front Microbiol","2021","2021/04/29","PMC8072055","","10.3389/fmicb.2021.638830"
"31323076","Symbiotic microbiota may reflect host adaptation by resident to invasive ant species","Cheng D, Chen S, Huang Y, Pierce NE, Riegler M, Yang F, Zeng L, Lu Y, Liang G, Xu Y.","PLoS Pathog. 2019 Jul 19;15(7):e1007942. doi: 10.1371/journal.ppat.1007942. eCollection 2019 Jul.","Cheng D","PLoS Pathog","2019","2019/07/20","PMC6668852","","10.1371/journal.ppat.1007942"
"31732937","Helicobacter spp. in Experimental Models of Colitis","Mueller C, Kwong Chung CKC, Faderl MR, Brasseit J, Zysset D.","Adv Exp Med Biol. 2019;1197:97-105. doi: 10.1007/978-3-030-28524-1_8.","Mueller C","Adv Exp Med Biol","2019","2019/11/17","","","10.1007/978-3-030-28524-1_8"
"26031014","Termite digestomes as a potential source of symbiotic microbiota for lignocelluloses degradation: a review","Wong LJ, H'ng PS, Wong SY, Lee SH, Lum WC, Chai EW, Wong WZ, Chin KL.","Pak J Biol Sci. 2014 Aug;17(8):956-63. doi: 10.3923/pjbs.2014.956.963.","Wong LJ","Pak J Biol Sci","2014","2015/06/03","","","10.3923/pjbs.2014.956.963"
"30107817","Mosquito microbiota cluster by host sampling location","Muturi EJ, Lagos-Kutz D, Dunlap C, Ramirez JL, Rooney AP, Hartman GL, Fields CJ, Rendon G, Kim CH.","Parasit Vectors. 2018 Aug 14;11(1):468. doi: 10.1186/s13071-018-3036-9.","Muturi EJ","Parasit Vectors","2018","2018/08/16","PMC6092830","","10.1186/s13071-018-3036-9"
"27092110","Lower Termite Associations with Microbes: Synergy, Protection, and Interplay","Peterson BF, Scharf ME.","Front Microbiol. 2016 Apr 8;7:422. doi: 10.3389/fmicb.2016.00422. eCollection 2016.","Peterson BF","Front Microbiol","2016","2016/04/20","PMC4824777","","10.3389/fmicb.2016.00422"
"24665099","It's a gut feeling: how the gut microbiota affects the state of mind","Farmer AD, Randall HA, Aziz Q.","J Physiol. 2014 Jul 15;592(14):2981-8. doi: 10.1113/jphysiol.2013.270389. Epub 2014 Mar 24.","Farmer AD","J Physiol","2014","2014/03/26","PMC4214654","","10.1113/jphysiol.2013.270389"
"32330290","Beware of whom you live with: Your intestinal IgA may depend on it","Eberl G, Vieira P.","Eur J Immunol. 2020 Jun;50(6):779-782. doi: 10.1002/eji.202048615. Epub 2020 May 12.","Eberl G","Eur J Immunol","2020","2020/04/25","","","10.1002/eji.202048615"
"31196178","Host genetics influence the rumen microbiota and heritable rumen microbial features associate with feed efficiency in cattle","Li F, Li C, Chen Y, Liu J, Zhang C, Irving B, Fitzsimmons C, Plastow G, Guan LL.","Microbiome. 2019 Jun 13;7(1):92. doi: 10.1186/s40168-019-0699-1.","Li F","Microbiome","2019","2019/06/15","PMC6567441","","10.1186/s40168-019-0699-1"
"35480035","Gut Microbial Community and Host Thermoregulation in Small Mammals","Zhang XY, Wang DH.","Front Physiol. 2022 Apr 11;13:888324. doi: 10.3389/fphys.2022.888324. eCollection 2022.","Zhang XY","Front Physiol","2022","2022/04/28","PMC9035535","","10.3389/fphys.2022.888324"
"34604101","Comprehensive Characterization of Microbial Community in the Female Genital Tract of Reproductive-Aged Women in China","Sun N, Ding H, Yu H, Ji Y, Xifang X, Pang W, Wang X, Zhang Q, Li W.","Front Cell Infect Microbiol. 2021 Sep 16;11:649067. doi: 10.3389/fcimb.2021.649067. eCollection 2021.","Sun N","Front Cell Infect Microbiol","2021","2021/10/04","PMC8482844","","10.3389/fcimb.2021.649067"
"35384710","Gut Microbiota and Metabolites in Atrial Fibrillation Patients and Their Changes after Catheter Ablation","Huang K, Wang Y, Bai Y, Luo Q, Lin X, Yang Q, Wang S, Xin H.","Microbiol Spectr. 2022 Apr 27;10(2):e0107721. doi: 10.1128/spectrum.01077-21. Epub 2022 Apr 6.","Huang K","Microbiol Spectr","2022","2022/04/06","PMC9045169","","10.1128/spectrum.01077-21"
"34970585","The Potential Role of Phytonutrients Flavonoids Influencing Gut Microbiota in the Prophylaxis and Treatment of Inflammatory Bowel Disease","Wang L, Gao M, Kang G, Huang H.","Front Nutr. 2021 Dec 14;8:798038. doi: 10.3389/fnut.2021.798038. eCollection 2021.","Wang L","Front Nutr","2021","2021/12/31","PMC8713745","","10.3389/fnut.2021.798038"
"27701177","Uremic Toxin-Producing Gut Microbiota in Rats with Chronic Kidney Disease","Kikuchi M, Ueno M, Itoh Y, Suda W, Hattori M.","Nephron. 2017;135(1):51-60. doi: 10.1159/000450619. Epub 2016 Oct 5.","Kikuchi M","Nephron","2017","2016/10/05","","","10.1159/000450619"
"34204572","Effects of a Diet Based on Foods from Symbiotic Agriculture on the Gut Microbiota of Subjects at Risk for Metabolic Syndrome","Turroni S, Petracci E, Edefonti V, Giudetti AM, D'Amico F, Paganelli L, Giovannetti G, Del Coco L, Fanizzi FP, Rampelli S, Guerra D, Rengucci C, Bulgarelli J, Tazzari M, Pellegrini N, Ferraroni M, Nanni O, Serra P.","Nutrients. 2021 Jun 17;13(6):2081. doi: 10.3390/nu13062081.","Turroni S","Nutrients","2021","2021/07/02","PMC8235411","","10.3390/nu13062081"
"32709946","Fungus-growing insects host a distinctive microbiota apparently adapted to the fungiculture environment","Barcoto MO, Carlos-Shanley C, Fan H, Ferro M, Nagamoto NS, Bacci M Jr, Currie CR, Rodrigues A.","Sci Rep. 2020 Jul 24;10(1):12384. doi: 10.1038/s41598-020-68448-7.","Barcoto MO","Sci Rep","2020","2020/07/26","PMC7381635","","10.1038/s41598-020-68448-7"
"32437836","Gender differences in the bile acid profiles of APP/PS1 transgenic AD mice","Wu J, Zhu X, Lin H, Chen Z, Tang H, Wang Y.","Brain Res Bull. 2020 Aug;161:116-126. doi: 10.1016/j.brainresbull.2020.05.003. Epub 2020 May 8.","Wu J","Brain Res Bull","2020","2020/05/22","","","10.1016/j.brainresbull.2020.05.003"
"25732064","Structure and function of the bacterial root microbiota in wild and domesticated barley","Bulgarelli D, Garrido-Oter R, Münch PC, Weiman A, Dröge J, Pan Y, McHardy AC, Schulze-Lefert P.","Cell Host Microbe. 2015 Mar 11;17(3):392-403. doi: 10.1016/j.chom.2015.01.011. Epub 2015 Feb 26.","Bulgarelli D","Cell Host Microbe","2015","2015/03/04","PMC4362959","","10.1016/j.chom.2015.01.011"
"33071106","The effect of different dietary structure on gastrointestinal dysfunction in children with cerebral palsy and epilepsy based on gut microbiota","Huang C, Li X, Wu L, Wu G, Wang P, Peng Y, Huang S, Yang Z, Dai W, Ge L, Lyu Y, Wang L, Zhang A.","Brain Dev. 2021 Feb;43(2):192-199. doi: 10.1016/j.braindev.2020.09.013. Epub 2020 Oct 16.","Huang C","Brain Dev","2021","2020/10/19","","","10.1016/j.braindev.2020.09.013"
"30253156","Gut Microbiota: IgA Protects the Pioneers","Schofield WB, Palm NW.","Curr Biol. 2018 Sep 24;28(18):R1117-R1119. doi: 10.1016/j.cub.2018.08.019.","Schofield WB","Curr Biol","2018","2018/09/26","","","10.1016/j.cub.2018.08.019"
"31797006","Biotechnological utilization of animal gut microbiota for valorization of lignocellulosic biomass","Ozbayram EG, Kleinsteuber S, Nikolausz M.","Appl Microbiol Biotechnol. 2020 Jan;104(2):489-508. doi: 10.1007/s00253-019-10239-w. Epub 2019 Dec 4.","Ozbayram EG","Appl Microbiol Biotechnol","2020","2019/12/05","","","10.1007/s00253-019-10239-w"
"34754501","Preen gland microbiota covary with major histocompatibility complex genotype in a songbird","Grieves LA, Gloor GB, Bernards MA, MacDougall-Shackleton EA.","R Soc Open Sci. 2021 Oct 6;8(10):210936. doi: 10.1098/rsos.210936. eCollection 2021 Oct.","Grieves LA","R Soc Open Sci","2021","2021/11/10","PMC8493191","","10.1098/rsos.210936"
"30482513","Characterization of the bacterial microbiota in wild-caught Ixodes ventalloi","Díaz-Sánchez S, Hernández-Jarguín A, Torina A, de Mera IGF, Blanda V, Caracappa S, Gortazar C, de la Fuente J.","Ticks Tick Borne Dis. 2019 Feb;10(2):336-343. doi: 10.1016/j.ttbdis.2018.11.014. Epub 2018 Nov 19.","Díaz-Sánchez S","Ticks Tick Borne Dis","2019","2018/11/29","","","10.1016/j.ttbdis.2018.11.014"
"24862156","Towards an integrated understanding of gut microbiota using insects as model systems","Pernice M, Simpson SJ, Ponton F.","J Insect Physiol. 2014 Oct;69:12-8. doi: 10.1016/j.jinsphys.2014.05.016. Epub 2014 May 24.","Pernice M","J Insect Physiol","2014","2014/05/28","","","10.1016/j.jinsphys.2014.05.016"
"33117320","To the Land and Beyond: Crab Microbiomes as a Paradigm for the Evolution of Terrestrialization","Cannicci S, Fratini S, Meriggi N, Bacci G, Iannucci A, Mengoni A, Cavalieri D.","Front Microbiol. 2020 Oct 7;11:575372. doi: 10.3389/fmicb.2020.575372. eCollection 2020.","Cannicci S","Front Microbiol","2020","2020/10/29","PMC7575764","","10.3389/fmicb.2020.575372"
"26195303","The Gut Microbiota of Termites: Digesting the Diversity in the Light of Ecology and Evolution","Brune A, Dietrich C.","Annu Rev Microbiol. 2015;69:145-66. doi: 10.1146/annurev-micro-092412-155715. Epub 2015 Jul 16.","Brune A","Annu Rev Microbiol","2015","2015/07/22","","","10.1146/annurev-micro-092412-155715"
"25583176","Arbuscular mycorrhizal dialogues: do you speak 'plantish' or 'fungish'?","Bonfante P, Genre A.","Trends Plant Sci. 2015 Mar;20(3):150-4. doi: 10.1016/j.tplants.2014.12.002. Epub 2015 Jan 9.","Bonfante P","Trends Plant Sci","2015","2015/01/14","","","10.1016/j.tplants.2014.12.002"
"34295223","Getting on in Old Age: How the Gut Microbiota Interferes With Brain Innate Immunity","Mossad O, Blank T.","Front Cell Neurosci. 2021 Jul 6;15:698126. doi: 10.3389/fncel.2021.698126. eCollection 2021.","Mossad O","Front Cell Neurosci","2021","2021/07/23","PMC8290125","","10.3389/fncel.2021.698126"
"27999312","A Possible Role of Intestinal Microbiota in the Pathogenesis of Ankylosing Spondylitis","Yang L, Wang L, Wang X, Xian CJ, Lu H.","Int J Mol Sci. 2016 Dec 17;17(12):2126. doi: 10.3390/ijms17122126.","Yang L","Int J Mol Sci","2016","2016/12/22","PMC5187926","","10.3390/ijms17122126"
"33317774","Metaproteomics reveals the structural and functional diversity of Dermatocarpon miniatum (L.) W. Mann. Microbiota","Ullah J, Khanum Z, Khan IA, Khalid AN, Musharraf SG, Ali A.","Fungal Biol. 2021 Jan;125(1):32-38. doi: 10.1016/j.funbio.2020.10.001. Epub 2020 Oct 9.","Ullah J","Fungal Biol","2021","2020/12/15","","","10.1016/j.funbio.2020.10.001"
"34205322","Potential Use of Gut Microbiota Composition as a Biomarker of Heat Stress in Monogastric Species: A Review","He Y, Maltecca C, Tiezzi F.","Animals (Basel). 2021 Jun 19;11(6):1833. doi: 10.3390/ani11061833.","He Y","Animals (Basel)","2021","2021/07/02","PMC8235026","","10.3390/ani11061833"
"33261054","Effects of Wheat Bran and Clostridium butyricum Supplementation on Cecal Microbiota, Short-Chain Fatty Acid Concentration, pH and Histomorphometry in Broiler Chickens","Molnár A, Such N, Farkas V, Pál L, Menyhárt L, Wágner L, Husvéth F, Dublecz K.","Animals (Basel). 2020 Nov 27;10(12):2230. doi: 10.3390/ani10122230.","Molnár A","Animals (Basel)","2020","2020/12/02","PMC7761240","","10.3390/ani10122230"
"26362739","The intestinal microbiome in human disease and how it relates to arthritis and spondyloarthritis","Costello ME, Robinson PC, Benham H, Brown MA.","Best Pract Res Clin Rheumatol. 2015 Apr;29(2):202-12. doi: 10.1016/j.berh.2015.08.001. Epub 2015 Aug 17.","Costello ME","Best Pract Res Clin Rheumatol","2015","2015/09/13","","","10.1016/j.berh.2015.08.001"
"31162610","Experimental models to study intestinal microbes-mucus interactions in health and disease","Etienne-Mesmin L, Chassaing B, Desvaux M, De Paepe K, Gresse R, Sauvaitre T, Forano E, de Wiele TV, Schüller S, Juge N, Blanquet-Diot S.","FEMS Microbiol Rev. 2019 Sep 1;43(5):457-489. doi: 10.1093/femsre/fuz013.","Etienne-Mesmin L","FEMS Microbiol Rev","2019","2019/06/05","","","10.1093/femsre/fuz013"
"24437401","Mucosal immunity and the microbiome","Neish AS.","Ann Am Thorac Soc. 2014 Jan;11 Suppl 1(Suppl 1):S28-32. doi: 10.1513/AnnalsATS.201306-161MG.","Neish AS","Ann Am Thorac Soc","2014","2014/01/21","PMC3972979","","10.1513/AnnalsATS.201306-161MG"
"28527509","Impact of Qi-invigorating traditional Chinese medicines on intestinal flora: A basis for rational choice of prebiotics","Wang XM, Li XB, Peng Y.","Chin J Nat Med. 2017 Apr;15(4):241-254. doi: 10.1016/S1875-5364(17)30041-9.","Wang XM","Chin J Nat Med","2017","2017/05/22","","","10.1016/S1875-5364(17)30041-9"
"30806338","The symbiotic complex of Dendroctonus simplex: implications in the beetle attack and its life cycle","Durand AA, Constant P, Déziel E, Guertin C.","Bull Entomol Res. 2019 Dec;109(6):723-732. doi: 10.1017/S0007485319000051. Epub 2019 Feb 26.","Durand AA","Bull Entomol Res","2019","2019/02/27","","","10.1017/S0007485319000051"
"35269538","Targeting the Pulmonary Microbiota to Fight against Respiratory Diseases","Li Z, Li Y, Sun Q, Wei J, Li B, Qiu Y, Liu K, Shao D, Ma Z.","Cells. 2022 Mar 7;11(5):916. doi: 10.3390/cells11050916.","Li Z","Cells","2022","2022/03/10","PMC8909000","","10.3390/cells11050916"
"26090491","How the Intricate Interaction among Toll-Like Receptors, Microbiota, and Intestinal Immunity Can Influence Gastrointestinal Pathology","Frosali S, Pagliari D, Gambassi G, Landolfi R, Pandolfi F, Cianci R.","J Immunol Res. 2015;2015:489821. doi: 10.1155/2015/489821. Epub 2015 May 18.","Frosali S","J Immunol Res","2015","2015/06/20","PMC4452102","","10.1155/2015/489821"
"32336748","Variation in rhizosphere microbial communities and its association with the symbiotic efficiency of rhizobia in soybean","Han Q, Ma Q, Chen Y, Tian B, Xu L, Bai Y, Chen W, Li X.","ISME J. 2020 Aug;14(8):1915-1928. doi: 10.1038/s41396-020-0648-9. Epub 2020 Apr 27.","Han Q","ISME J","2020","2020/04/28","PMC7367843","","10.1038/s41396-020-0648-9"
"26607554","On the origin of species: Factors shaping the establishment of infant's gut microbiota","van Best N, Hornef MW, Savelkoul PH, Penders J.","Birth Defects Res C Embryo Today. 2015 Dec;105(4):240-51. doi: 10.1002/bdrc.21113. Epub 2015 Nov 26.","van Best N","Birth Defects Res C Embryo Today","2015","2015/11/27","","","10.1002/bdrc.21113"
"33355113","Hindgut microbiota reflects different digestive strategies in dung beetles (Coleoptera: Scarabaeidae: Scarabaeinae)","Ebert KM, Arnold WG, Ebert PR, Merritt DJ.","Appl Environ Microbiol. 2020 Dec 18;87(5):e02100-20. doi: 10.1128/AEM.02100-20. Online ahead of print.","Ebert KM","Appl Environ Microbiol","2020","2020/12/23","PMC8090880","","10.1128/AEM.02100-20"
"27133028","Fine-tuning of the mucosal barrier and metabolic systems using the diet-microbial metabolite axis","Nagai M, Obata Y, Takahashi D, Hase K.","Int Immunopharmacol. 2016 Aug;37:79-86. doi: 10.1016/j.intimp.2016.04.001. Epub 2016 Apr 25.","Nagai M","Int Immunopharmacol","2016","2016/05/03","","","10.1016/j.intimp.2016.04.001"
"31932881","Host Species and Body Site Explain the Variation in the Microbiota Associated to Wild Sympatric Mediterranean Teleost Fishes","Ruiz-Rodríguez M, Scheifler M, Sanchez-Brosseau S, Magnanou E, West N, Suzuki M, Duperron S, Desdevises Y.","Microb Ecol. 2020 Jul;80(1):212-222. doi: 10.1007/s00248-020-01484-y. Epub 2020 Jan 13.","Ruiz-Rodríguez M","Microb Ecol","2020","2020/01/15","","","10.1007/s00248-020-01484-y"
"22647049","Metagenomics of human microbiome: beyond 16s rDNA","Gosalbes MJ, Abellan JJ, Durbán A, Pérez-Cobas AE, Latorre A, Moya A.","Clin Microbiol Infect. 2012 Jul;18 Suppl 4:47-9. doi: 10.1111/j.1469-0691.2012.03865.x.","Gosalbes MJ","Clin Microbiol Infect","2012","2012/06/01","","","10.1111/j.1469-0691.2012.03865.x"
"25437614","Heat Shock Proteins: Intestinal Gatekeepers that Are Influenced by Dietary Components and the Gut Microbiota","Liu H, Dicksved J, Lundh T, Lindberg JE.","Pathogens. 2014 Feb 28;3(1):187-210. doi: 10.3390/pathogens3010187.","Liu H","Pathogens","2014","2014/12/02","PMC4235725","","10.3390/pathogens3010187"
"30057781","Skin microbiome & host immunity: applications in regenerative cosmetics & transdermal drug delivery","Beri K.","Future Sci OA. 2018 Mar 28;4(6):FSO302. doi: 10.4155/fsoa-2017-0117. eCollection 2018 Jul.","Beri K","Future Sci OA","2018","2018/07/31","PMC6060389","","10.4155/fsoa-2017-0117"
"26647107","The Intestinal Microbiome and the Liver Transplant Recipient: What We Know and What We Need to Know","Doycheva I, Leise MD, Watt KD.","Transplantation. 2016 Jan;100(1):61-8. doi: 10.1097/TP.0000000000001008.","Doycheva I","Transplantation","2016","2015/12/10","","","10.1097/TP.0000000000001008"
"27628134","Intestinal Organoids as a Novel Tool to Study Microbes-Epithelium Interactions","Nigro G, Hanson M, Fevre C, Lecuit M, Sansonetti PJ.","Methods Mol Biol. 2019;1576:183-194. doi: 10.1007/7651_2016_12.","Nigro G","Methods Mol Biol","2019","2016/09/16","","","10.1007/7651_2016_12"
"26934170","Bosom Buddies: The Symbiotic Relationship Between Infants and Bifidobacterium longum ssp. longum and ssp. infantis. Genetic and Probiotic Features","Arboleya S, Stanton C, Ryan CA, Dempsey E, Ross PR.","Annu Rev Food Sci Technol. 2016;7:1-21. doi: 10.1146/annurev-food-041715-033151.","Arboleya S","Annu Rev Food Sci Technol","2016","2016/03/03","","","10.1146/annurev-food-041715-033151"
