PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26236308","NagC represses N-acetyl-glucosamine utilization genes in Vibrio fischeri within the light organ of Euprymna scolopes","Sun Y, Verma SC, Bogale H, Miyashiro T.","Front Microbiol. 2015 Jul 17;6:741. doi: 10.3389/fmicb.2015.00741. eCollection 2015.","Sun Y","Front Microbiol","2015","2015/08/04","PMC4505101","","10.3389/fmicb.2015.00741"
"25732535","Nitric oxide: a multifaceted regulator of the nitrogen-fixing symbiosis","Hichri I, Boscari A, Castella C, Rovere M, Puppo A, Brouquisse R.","J Exp Bot. 2015 May;66(10):2877-87. doi: 10.1093/jxb/erv051. Epub 2015 Mar 1.","Hichri I","J Exp Bot","2015","2015/03/04","","","10.1093/jxb/erv051"
"24329948","Rhizobial infection does not require cortical expression of upstream common symbiosis genes responsible for the induction of Ca(2+) spiking","Hayashi T, Shimoda Y, Sato S, Tabata S, Imaizumi-Anraku H, Hayashi M.","Plant J. 2014 Jan;77(1):146-59. doi: 10.1111/tpj.12374. Epub 2013 Dec 12.","Hayashi T","Plant J","2014","2013/12/17","PMC4253040","","10.1111/tpj.12374"
"23347006","Hydrogen peroxide-regulated genes in the Medicago truncatula-Sinorhizobium meliloti symbiosis","Andrio E, Marino D, Marmeys A, de Segonzac MD, Damiani I, Genre A, Huguet S, Frendo P, Puppo A, Pauly N.","New Phytol. 2013 Apr;198(1):179-189. doi: 10.1111/nph.12120. Epub 2013 Jan 24.","Andrio E","New Phytol","2013","2013/01/26","","","10.1111/nph.12120"
"33668704","Evolutionary Genetics of Microbial Symbioses","Baldo L, Werren J.","Genes (Basel). 2021 Feb 25;12(3):327. doi: 10.3390/genes12030327.","Baldo L","Genes (Basel)","2021","2021/03/06","PMC7996197","","10.3390/genes12030327"
"29998535","Corrigendum","","New Phytol. 2018 Aug;219(3):1134. doi: 10.1111/nph.15242. Epub 2018 May 18.","","New Phytol","2018","2018/07/13","","","10.1111/nph.15242"
"34824797","Genome-wide transcriptome signatures of ant-farmed Squamellaria epiphytes reveal key functions in a unique symbiosis","Pu Y, Naikatini A, Pérez-Escobar OA, Silber M, Renner SS, Chomicki G.","Ecol Evol. 2021 Oct 26;11(22):15882-15895. doi: 10.1002/ece3.8258. eCollection 2021 Nov.","Pu Y","Ecol Evol","2021","2021/11/26","PMC8601933","","10.1002/ece3.8258"
"33883599","Metabolomics and transcriptomics to decipher molecular mechanisms underlying ectomycorrhizal root colonization of an oak tree","Sebastiana M, Gargallo-Garriga A, Sardans J, Pérez-Trujillo M, Monteiro F, Figueiredo A, Maia M, Nascimento R, Silva MS, Ferreira AN, Cordeiro C, Marques AP, Sousa L, Malhó R, Peñuelas J.","Sci Rep. 2021 Apr 21;11(1):8576. doi: 10.1038/s41598-021-87886-5.","Sebastiana M","Sci Rep","2021","2021/04/22","PMC8060265","","10.1038/s41598-021-87886-5"
"33281845","Responses of Arbuscular Mycorrhizal Symbiosis to Abiotic Stress: A Lipid-Centric Perspective","Feng Z, Liu X, Zhu H, Yao Q.","Front Plant Sci. 2020 Nov 12;11:578919. doi: 10.3389/fpls.2020.578919. eCollection 2020.","Feng Z","Front Plant Sci","2020","2020/12/07","PMC7688922","","10.3389/fpls.2020.578919"
"33231304","VAPYRIN attenuates defence by repressing PR gene induction and localized lignin accumulation during arbuscular mycorrhizal symbiosis of Petunia hybrida","Chen M, Bruisson S, Bapaume L, Darbon G, Glauser G, Schorderet M, Reinhardt D.","New Phytol. 2021 Mar;229(6):3481-3496. doi: 10.1111/nph.17109. Epub 2020 Dec 25.","Chen M","New Phytol","2021","2020/11/24","PMC7986166","","10.1111/nph.17109"
"31521032","A socio-ecological approach to improve industrial zones towards eco-industrial parks","Genc O, van Capelleveen G, Erdis E, Yildiz O, Yazan DM.","J Environ Manage. 2019 Nov 15;250:109507. doi: 10.1016/j.jenvman.2019.109507. Epub 2019 Sep 12.","Genc O","J Environ Manage","2019","2019/09/15","","","10.1016/j.jenvman.2019.109507"
"30326664","Phosphate Deficiency Negatively Affects Early Steps of the Symbiosis between Common Bean and Rhizobia","Isidra-Arellano MC, Reyero-Saavedra MDR, Sánchez-Correa MDS, Pingault L, Sen S, Joshi T, Girard L, Castro-Guerrero NA, Mendoza-Cozatl DG, Libault M, Valdés-López O.","Genes (Basel). 2018 Oct 15;9(10):498. doi: 10.3390/genes9100498.","Isidra-Arellano MC","Genes (Basel)","2018","2018/10/18","PMC6210973","","10.3390/genes9100498"
"29717018","Medicago Plants Control Nodulation by Regulating Proteolysis of the Receptor-Like Kinase DMI2","Pan H, Stonoha-Arther C, Wang D.","Plant Physiol. 2018 Jun;177(2):792-802. doi: 10.1104/pp.17.01542. Epub 2018 May 1.","Pan H","Plant Physiol","2018","2018/05/03","PMC6001312","","10.1104/pp.17.01542"
"24728757","The prominent role of fungi and fungal enzymes in the ant-fungus biomass conversion symbiosis","Lange L, Grell MN.","Appl Microbiol Biotechnol. 2014 Jun;98(11):4839-51. doi: 10.1007/s00253-014-5708-5. Epub 2014 Apr 15.","Lange L","Appl Microbiol Biotechnol","2014","2014/04/15","","","10.1007/s00253-014-5708-5"
"24722550","A Positive Regulator of Nodule Organogenesis, NODULE INCEPTION, Acts as a Negative Regulator of Rhizobial Infection in Lotus japonicus","Yoro E, Suzaki T, Toyokura K, Miyazawa H, Fukaki H, Kawaguchi M.","Plant Physiol. 2014 Jun;165(2):747-758. doi: 10.1104/pp.113.233379. Epub 2014 Apr 10.","Yoro E","Plant Physiol","2014","2014/04/12","PMC4043699","","10.1104/pp.113.233379"
"23691247","Gene expression in gut symbiotic organ of stinkbug affected by extracellular bacterial symbiont","Futahashi R, Tanaka K, Tanahashi M, Nikoh N, Kikuchi Y, Lee BL, Fukatsu T.","PLoS One. 2013 May 14;8(5):e64557. doi: 10.1371/journal.pone.0064557. Print 2013.","Futahashi R","PLoS One","2013","2013/05/22","PMC3653873","","10.1371/journal.pone.0064557"
"23443347","Proteomic insights into intra- and intercellular plant-bacteria symbiotic association during root nodule formation","Salavati A, Shafeinia A, Klubicova K, Bushehri AA, Komatsu S.","Front Plant Sci. 2013 Feb 25;4:28. doi: 10.3389/fpls.2013.00028. eCollection 2013.","Salavati A","Front Plant Sci","2013","2013/02/28","PMC3580959","","10.3389/fpls.2013.00028"
"35304589","Publisher Correction: A lasting symbiosis: how the Hawaiian bobtail squid finds and keeps its bioluminescent bacterial partner","Nyholm SV, McFall-Ngai MJ.","Nat Rev Microbiol. 2022 May;20(5):315. doi: 10.1038/s41579-022-00723-y.","Nyholm SV","Nat Rev Microbiol","2022","2022/03/19","","","10.1038/s41579-022-00723-y"
"35226102","Getting to the root of nodulation: how legumes and rhizobia use nitrate uptake to control symbiosis","Frungillo L.","Plant Cell. 2022 Apr 26;34(5):1443-1444. doi: 10.1093/plcell/koac065.","Frungillo L","Plant Cell","2022","2022/02/28","PMC9048875","","10.1093/plcell/koac065"
"35569939","[THE RELATIONSHIP BETWEEN ALLERGIC RHINITIS AND GUT MICROBIOTA]","Matsubara A, Nomura A, Yamaguchi T.","Arerugi. 2022;71(3):191-194. doi: 10.15036/arerugi.71.191.","Matsubara A","Arerugi","2022","2022/05/15","","","10.15036/arerugi.71.191"
"29243889","Rhizobial strain-dependent restriction of nitrogen fixation in a legume-Rhizobium symbiosis","McCormick S.","Plant J. 2018 Jan;93(1):3-4. doi: 10.1111/tpj.13791.","McCormick S","Plant J","2018","2017/12/16","","","10.1111/tpj.13791"
"22989671","Which specificity in cooperation between phytostimulating rhizobacteria and plants?","Drogue B, Doré H, Borland S, Wisniewski-Dyé F, Prigent-Combaret C.","Res Microbiol. 2012 Sep-Oct;163(8):500-10. doi: 10.1016/j.resmic.2012.08.006. Epub 2012 Sep 7.","Drogue B","Res Microbiol","2012","2012/09/20","","","10.1016/j.resmic.2012.08.006"
"34263952","Andrea Genre","","New Phytol. 2021 Aug;231(4):1316-1317. doi: 10.1111/nph.17424.","","New Phytol","2021","2021/07/15","","","10.1111/nph.17424"
"33497670","Increased Calculated Panel Reactive Antigen and Symbiosis: The Art of Living and Surviving Together","Barac YD, Mulvihill MS, Hartwig MG.","Ann Thorac Surg. 2021 Aug;112(2):681-682. doi: 10.1016/j.athoracsur.2020.10.076. Epub 2021 Jan 23.","Barac YD","Ann Thorac Surg","2021","2021/01/26","","","10.1016/j.athoracsur.2020.10.076"
"34196707","Erratum to: Predicted Input of Uncultured Fungal Symbionts to a Lichen Symbiosis from Metagenome-Assembled Genomes","Tagirdzhanova G, Saary P, Tingley JP, Díaz-Escandón D, Abbott DW, Finn RD, Spribille T.","Genome Biol Evol. 2021 Jun 8;13(6):evab129. doi: 10.1093/gbe/evab129.","Tagirdzhanova G","Genome Biol Evol","2021","2021/07/01","PMC8247553","","10.1093/gbe/evab129"
"22983028","Biological bulletin virtual symposium: discoveries in animal symbiosis in the “omics” age","Hentschel U, Weis VM, McFall-Ngai MJ.","Biol Bull. 2012 Aug;223(1):5-6. doi: 10.1086/BBLv223n1p5.","Hentschel U","Biol Bull","2012","2012/09/18","","","10.1086/BBLv223n1p5"
"35046982","The Rhizobium-Legume Symbiosis: Co-opting Successful Stress Management","Hawkins JP, Oresnik IJ.","Front Plant Sci. 2022 Jan 3;12:796045. doi: 10.3389/fpls.2021.796045. eCollection 2021.","Hawkins JP","Front Plant Sci","2022","2022/01/20","PMC8761673","","10.3389/fpls.2021.796045"
"32038983","Metabolic Symbiosis in Chemoresistance: Refocusing the Role of Aerobic Glycolysis","Ma L, Zong X.","Front Oncol. 2020 Jan 24;10:5. doi: 10.3389/fonc.2020.00005. eCollection 2020.","Ma L","Front Oncol","2020","2020/02/11","PMC6992567","","10.3389/fonc.2020.00005"
"31754003","A shared gene drives lateral root development and root nodule symbiosis pathways in Lotus","Soyano T, Shimoda Y, Kawaguchi M, Hayashi M.","Science. 2019 Nov 22;366(6468):1021-1023. doi: 10.1126/science.aax2153.","Soyano T","Science","2019","2019/11/23","","","10.1126/science.aax2153"
"31233506","Host-dependent nitrogen recycling as a mechanism of symbiont control in Aiptasia","Cui G, Liew YJ, Li Y, Kharbatia N, Zahran NI, Emwas AH, Eguiluz VM, Aranda M.","PLoS Genet. 2019 Jun 24;15(6):e1008189. doi: 10.1371/journal.pgen.1008189. eCollection 2019 Jun.","Cui G","PLoS Genet","2019","2019/06/25","PMC6611638","","10.1371/journal.pgen.1008189"
"30150781","Linking host morphology and symbiont performance in octocorals","Rossi S, Schubert N, Brown D, Soares MO, Grosso V, Rangel-Huerta E, Maldonado E.","Sci Rep. 2018 Aug 27;8(1):12823. doi: 10.1038/s41598-018-31262-3.","Rossi S","Sci Rep","2018","2018/08/29","PMC6110782","","10.1038/s41598-018-31262-3"
"30131883","Improvement of Lotus japonicus hairy root induction and development of a mycorrhizal symbiosis system","Xu Y, Liu F, Han G, Wang W, Zhu S, Li X.","Appl Plant Sci. 2018 May 7;6(4):e1141. doi: 10.1002/aps3.1141. eCollection 2018 Apr.","Xu Y","Appl Plant Sci","2018","2018/08/23","PMC5947611","","10.1002/aps3.1141"
"27134166","Metabolic Symbiosis Enables Adaptive Resistance to Anti-angiogenic Therapy that Is Dependent on mTOR Signaling","Allen E, Miéville P, Warren CM, Saghafinia S, Li L, Peng MW, Hanahan D.","Cell Rep. 2016 May 10;15(6):1144-60. doi: 10.1016/j.celrep.2016.04.029. Epub 2016 Apr 28.","Allen E","Cell Rep","2016","2016/05/03","PMC4872464","","10.1016/j.celrep.2016.04.029"
"25844838","Transcriptomic Analysis of Sinorhizobium meliloti and Medicago truncatula Symbiosis Using Nitrogen Fixation-Deficient Nodules","Lang C, Long SR.","Mol Plant Microbe Interact. 2015 Aug;28(8):856-68. doi: 10.1094/MPMI-12-14-0407-R. Epub 2015 Jul 16.","Lang C","Mol Plant Microbe Interact","2015","2015/04/07","","","10.1094/MPMI-12-14-0407-R"
"24270627","RAM1 and RAM2 function and expression during arbuscular mycorrhizal symbiosis and Aphanomyces euteiches colonization","Gobbato E, Wang E, Higgins G, Bano SA, Henry C, Schultze M, Oldroyd GE.","Plant Signal Behav. 2013 Oct;8(10):e26049. doi: 10.4161/psb.26049.","Gobbato E","Plant Signal Behav","2013","2013/11/26","PMC4091073","","10.4161/psb.26049"
"23760895","Occurrence of a specific dual symbiosis in the excretory organ of geographically distant Nautiloids populations","Pernice M, Boucher-Rodoni R.","Environ Microbiol Rep. 2012 Oct;4(5):504-11. doi: 10.1111/j.1758-2229.2012.00352.x. Epub 2012 May 18.","Pernice M","Environ Microbiol Rep","2012","2013/06/14","","","10.1111/j.1758-2229.2012.00352.x"
"34198125","microRNAs - Game-changers in plant symbioses","Schäfer P.","J Plant Physiol. 2021 Aug;263:153459. doi: 10.1016/j.jplph.2021.153459. Epub 2021 Jun 19.","Schäfer P","J Plant Physiol","2021","2021/07/01","","","10.1016/j.jplph.2021.153459"
"33391331","Editorial: Proceedings of iMMM 2019 - International Molecular Mycorrhiza Meeting","Bonfante P, Lanfranco L, Salvioli di Fossalunga A, Ghignone S, Volpe V, Fiorilli V, Perotto S, Balestrini R, Genre A.","Front Plant Sci. 2020 Dec 18;11:627988. doi: 10.3389/fpls.2020.627988. eCollection 2020.","Bonfante P","Front Plant Sci","2020","2021/01/04","PMC7775380","","10.3389/fpls.2020.627988"
"27833604","Genomic Comparison of Agrobacterium pusense Strains Isolated from Bean Nodules","Aguilar A, Peralta H, Mora Y, Díaz R, Vargas-Lagunas C, Girard L, Mora J.","Front Microbiol. 2016 Oct 27;7:1720. doi: 10.3389/fmicb.2016.01720. eCollection 2016.","Aguilar A","Front Microbiol","2016","2016/11/12","PMC5081363","","10.3389/fmicb.2016.01720"
"31667798","Identification of the symbiosis island of Bradyrhizobium paxllaeri LMTR 21(T)","Ormeño-Orrillo E, Martínez-Romero E, Zúñiga-Dávila D.","Braz J Microbiol. 2020 Jun;51(2):527-529. doi: 10.1007/s42770-019-00164-5. Epub 2019 Oct 30.","Ormeño-Orrillo E","Braz J Microbiol","2020","2019/11/01","PMC7203309","","10.1007/s42770-019-00164-5"
"34868100","The Lotus japonicus ROP3 Is Involved in the Establishment of the Nitrogen-Fixing Symbiosis but Not of the Arbuscular Mycorrhizal Symbiosis","García-Soto I, Boussageon R, Cruz-Farfán YM, Castro-Chilpa JD, Hernández-Cerezo LX, Bustos-Zagal V, Leija-Salas A, Hernández G, Torres M, Formey D, Courty PE, Wipf D, Serrano M, Tromas A.","Front Plant Sci. 2021 Nov 12;12:696450. doi: 10.3389/fpls.2021.696450. eCollection 2021.","García-Soto I","Front Plant Sci","2021","2021/12/06","PMC8636059","","10.3389/fpls.2021.696450"
"31269590","[Clinical significance of intestinal micro-ecological symbiosis disruption in critically ill patients]","Wen ZL, Chen DC.","Zhonghua Yi Xue Za Zhi. 2019 Jul 2;99(25):1921-1924. doi: 10.3760/cma.j.issn.0376-2491.2019.25.001.","Wen ZL","Zhonghua Yi Xue Za Zhi","2019","2019/07/04","","","10.3760/cma.j.issn.0376-2491.2019.25.001"
"25154643","Mycorrhizas: dynamic and complex networks of power and influence","Bender SF, Valadares RBDS, Taudiere A.","New Phytol. 2014 Oct;204(1):15-18. doi: 10.1111/nph.12991.","Bender SF","New Phytol","2014","2014/08/27","","","10.1111/nph.12991"
"27359066","Arbuscular mycorrhizal symbiosis-mediated tomato tolerance to drought","Chitarra W, Maserti B, Gambino G, Guerrieri E, Balestrini R.","Plant Signal Behav. 2016 Jul 2;11(7):e1197468. doi: 10.1080/15592324.2016.1197468.","Chitarra W","Plant Signal Behav","2016","2016/07/01","PMC4991350","","10.1080/15592324.2016.1197468"
"30729580","Kalliope Papadopoulou","","New Phytol. 2019 Mar;221(4):1701-1702. doi: 10.1111/nph.15622.","","New Phytol","2019","2019/02/08","","","10.1111/nph.15622"
"22548370","For better or for worse: cooperation and competition in the legume-rhizobium symbiosis","De Mita S.","New Phytol. 2012 Jun;194(4):885-887. doi: 10.1111/j.1469-8137.2012.04148.x.","De Mita S","New Phytol","2012","2012/05/03","","","10.1111/j.1469-8137.2012.04148.x"
"33848479","The genome of Geosiphon pyriformis reveals ancestral traits linked to the emergence of the arbuscular mycorrhizal symbiosis","Malar C M, Krüger M, Krüger C, Wang Y, Stajich JE, Keller J, Chen ECH, Yildirir G, Villeneuve-Laroche M, Roux C, Delaux PM, Corradi N.","Curr Biol. 2021 Apr 12;31(7):1578-1580. doi: 10.1016/j.cub.2021.03.032.","Malar C M","Curr Biol","2021","2021/04/13","","","10.1016/j.cub.2021.03.032"
"25801658","International Congress on Mycorrhizae: mycorrhizal symbiosis a key factor for improving plant productivity and ecosystems restoration","Hafidi M, Qaddoury A, Duponnois R, Wipf D, Hijri M, Bâ A.","Mycorrhiza. 2015 Nov;25(8):673-4. doi: 10.1007/s00572-015-0637-4.","Hafidi M","Mycorrhiza","2015","2015/03/25","","","10.1007/s00572-015-0637-4"
"25309571","Cryptic fungal infections: the hidden agenda of plant pathogens","Stergiopoulos I, Gordon TR.","Front Plant Sci. 2014 Sep 26;5:506. doi: 10.3389/fpls.2014.00506. eCollection 2014.","Stergiopoulos I","Front Plant Sci","2014","2014/10/14","PMC4176079","","10.3389/fpls.2014.00506"
"33417825","A Century of Synergy in Termite Symbiosis Research: Linking the Past with New Genomic Insights","Scharf ME, Peterson BF.","Annu Rev Entomol. 2021 Jan 7;66:23-43. doi: 10.1146/annurev-ento-022420-074746.","Scharf ME","Annu Rev Entomol","2021","2021/01/08","","","10.1146/annurev-ento-022420-074746"
"32765565","Common Mechanisms of Developmental Reprogramming in Plants-Lessons From Regeneration, Symbiosis, and Parasitism","Ichihashi Y, Hakoyama T, Iwase A, Shirasu K, Sugimoto K, Hayashi M.","Front Plant Sci. 2020 Jul 16;11:1084. doi: 10.3389/fpls.2020.01084. eCollection 2020.","Ichihashi Y","Front Plant Sci","2020","2020/08/09","PMC7378864","","10.3389/fpls.2020.01084"
"32376679","VAPYRIN-like is required for development of the moss Physcomitrella patens","Rathgeb U, Chen M, Buron F, Feddermann N, Schorderet M, Raisin A, Häberli GY, Marc-Martin S, Keller J, Delaux PM, Schaefer DG, Reinhardt D.","Development. 2020 May 29;147(11):dev184762. doi: 10.1242/dev.184762.","Rathgeb U","Development","2020","2020/05/08","","","10.1242/dev.184762"
"32349348","Identification of Bradyrhizobium elkanii USDA61 Type III Effectors Determining Symbiosis with Vigna mungo","Nguyen HP, Ratu STN, Yasuda M, Teaumroong N, Okazaki S.","Genes (Basel). 2020 Apr 27;11(5):474. doi: 10.3390/genes11050474.","Nguyen HP","Genes (Basel)","2020","2020/05/01","PMC7291247","","10.3390/genes11050474"
"30306463","Signalling in actinorhizal root nodule symbioses","Hocher V, Ngom M, Carré-Mlouka A, Tisseyre P, Gherbi H, Svistoonoff S.","Antonie Van Leeuwenhoek. 2019 Jan;112(1):23-29. doi: 10.1007/s10482-018-1182-x. Epub 2018 Oct 10.","Hocher V","Antonie Van Leeuwenhoek","2019","2018/10/12","","","10.1007/s10482-018-1182-x"
"29650460","How does an animal behave like a plant? Physiological and molecular adaptations of zooxanthellae and their hosts to symbiosis","Allemand D, Furla P.","C R Biol. 2018 May-Jun;341(5):276-280. doi: 10.1016/j.crvi.2018.03.007. Epub 2018 Apr 9.","Allemand D","C R Biol","2018","2018/04/14","","","10.1016/j.crvi.2018.03.007"
"27435342","Intraradical colonization by arbuscular mycorrhizal fungi triggers induction of a lipochitooligosaccharide receptor","Rasmussen SR, Füchtbauer W, Novero M, Volpe V, Malkov N, Genre A, Bonfante P, Stougaard J, Radutoiu S.","Sci Rep. 2016 Jul 20;6:29733. doi: 10.1038/srep29733.","Rasmussen SR","Sci Rep","2016","2016/07/21","PMC4951684","","10.1038/srep29733"
"26959836","A Peptidoglycan-Remodeling Enzyme Is Critical for Bacteroid Differentiation in Bradyrhizobium spp. During Legume Symbiosis","Gully D, Gargani D, Bonaldi K, Grangeteau C, Chaintreuil C, Fardoux J, Nguyen P, Marchetti R, Nouwen N, Molinaro A, Mergaert P, Giraud E.","Mol Plant Microbe Interact. 2016 Jun;29(6):447-57. doi: 10.1094/MPMI-03-16-0052-R. Epub 2016 Apr 13.","Gully D","Mol Plant Microbe Interact","2016","2016/03/10","","","10.1094/MPMI-03-16-0052-R"
"26424710","Symbiosis dependent accumulation of primary metabolites in arbuscule-containing cells","Gaude N, Bortfeld S, Erban A, Kopka J, Krajinski F.","BMC Plant Biol. 2015 Sep 30;15:234. doi: 10.1186/s12870-015-0601-7.","Gaude N","BMC Plant Biol","2015","2015/10/02","PMC4590214","","10.1186/s12870-015-0601-7"
"25305474","The microbiota, chemical symbiosis, and human disease","Redinbo MR.","J Mol Biol. 2014 Nov 25;426(23):3877-91. doi: 10.1016/j.jmb.2014.09.011. Epub 2014 Oct 8.","Redinbo MR","J Mol Biol","2014","2014/10/12","PMC4252811","NIHMS634258","10.1016/j.jmb.2014.09.011"
"25304318","Intracellular catalytic domain of symbiosis receptor kinase hyperactivates spontaneous nodulation in absence of rhizobia","Saha S, Dutta A, Bhattacharya A, DasGupta M.","Plant Physiol. 2014 Dec;166(4):1699-708. doi: 10.1104/pp.114.250084. Epub 2014 Oct 10.","Saha S","Plant Physiol","2014","2014/10/12","PMC4256853","","10.1104/pp.114.250084"
"23759552","Rapid nitrogen transfer in the Sorghum bicolor-Glomus mosseae arbuscular mycorrhizal symbiosis","Koegel S, Boller T, Lehmann MF, Wiemken A, Courty PE.","Plant Signal Behav. 2013 Aug;8(8):e25229. doi: 10.4161/psb.25229. Epub 2013 Jun 7.","Koegel S","Plant Signal Behav","2013","2013/06/14","PMC4002587","","10.4161/psb.25229"
"34962095","Mechanisms underlying legume-rhizobium symbioses","Yang J, Lan L, Jin Y, Yu N, Wang D, Wang E.","J Integr Plant Biol. 2022 Feb;64(2):244-267. doi: 10.1111/jipb.13207.","Yang J","J Integr Plant Biol","2022","2021/12/28","","","10.1111/jipb.13207"
"33012965","The effect of adaptive behavior on risk propagation in industrial symbiosis networks","Yang J, Zheng K.","Phys Lett A. 2020 Dec 30;384(36):126915. doi: 10.1016/j.physleta.2020.126915. Epub 2020 Sep 29.","Yang J","Phys Lett A","2020","2020/10/05","PMC7523499","","10.1016/j.physleta.2020.126915"
"31307571","Algal-fungal symbiosis leads to photosynthetic mycelium","Du ZY, Zienkiewicz K, Vande Pol N, Ostrom NE, Benning C, Bonito GM.","Elife. 2019 Jul 16;8:e47815. doi: 10.7554/eLife.47815.","Du ZY","Elife","2019","2019/07/17","PMC6634985","","10.7554/eLife.47815"
"31159921","Sterol transfer by atypical cholesterol-binding NPC2 proteins in coral-algal symbiosis","Hambleton EA, Jones VAS, Maegele I, Kvaskoff D, Sachsenheimer T, Guse A.","Elife. 2019 Jun 4;8:e43923. doi: 10.7554/eLife.43923.","Hambleton EA","Elife","2019","2019/06/05","PMC6548501","","10.7554/eLife.43923"
"29848439","Metabolic co-dependence drives the evolutionarily ancient Hydra-Chlorella symbiosis","Hamada M, Schröder K, Bathia J, Kürn U, Fraune S, Khalturina M, Khalturin K, Shinzato C, Satoh N, Bosch TC.","Elife. 2018 May 31;7:e35122. doi: 10.7554/eLife.35122.","Hamada M","Elife","2018","2018/06/01","PMC6019070","","10.7554/eLife.35122"
"27582179","Aiptasia sp. larvae as a model to reveal mechanisms of symbiont selection in cnidarians","Wolfowicz I, Baumgarten S, Voss PA, Hambleton EA, Voolstra CR, Hatta M, Guse A.","Sci Rep. 2016 Sep 1;6:32366. doi: 10.1038/srep32366.","Wolfowicz I","Sci Rep","2016","2016/09/02","PMC5007887","","10.1038/srep32366"
"27130488","Differential Sharing of Chemical Cues by Social Parasites Versus Social Mutualists in a Three-Species Symbiosis","Emery VJ, Tsutsui ND.","J Chem Ecol. 2016 Apr;42(4):277-85. doi: 10.1007/s10886-016-0692-0. Epub 2016 Apr 29.","Emery VJ","J Chem Ecol","2016","2016/05/01","","","10.1007/s10886-016-0692-0"
"26659224","Potential applications of insect symbionts in biotechnology","Berasategui A, Shukla S, Salem H, Kaltenpoth M.","Appl Microbiol Biotechnol. 2016 Feb;100(4):1567-1577. doi: 10.1007/s00253-015-7186-9. Epub 2015 Dec 14.","Berasategui A","Appl Microbiol Biotechnol","2016","2015/12/15","PMC4737797","","10.1007/s00253-015-7186-9"
"25561531","Experimental replacement of an obligate insect symbiont","Moran NA, Yun Y.","Proc Natl Acad Sci U S A. 2015 Feb 17;112(7):2093-6. doi: 10.1073/pnas.1420037112. Epub 2015 Jan 5.","Moran NA","Proc Natl Acad Sci U S A","2015","2015/01/07","PMC4343100","","10.1073/pnas.1420037112"
"23685970","Nitric oxide and coral bleaching: is peroxynitrite generation required for symbiosis collapse?","Hawkins TD, Davy SK.","J Exp Biol. 2013 Sep 1;216(Pt 17):3185-8. doi: 10.1242/jeb.087510. Epub 2013 May 16.","Hawkins TD","J Exp Biol","2013","2013/05/21","","","10.1242/jeb.087510"
"23193123","Phage loss and the breakdown of a defensive symbiosis in aphids","Weldon SR, Strand MR, Oliver KM.","Proc Biol Sci. 2013 Jan 22;280(1751):20122103. doi: 10.1098/rspb.2012.2103.","Weldon SR","Proc Biol Sci","2013","2012/11/30","PMC3574403","","10.1098/rspb.2012.2103"
"31840233","A mesophotic hotel: the octocoral Bebryce cf. grandicalyx as a host","Maggioni D, Montano S, Voigt O, Seveso D, Galli P.","Ecology. 2020 Apr;101(4):e02950. doi: 10.1002/ecy.2950. Epub 2020 Jan 23.","Maggioni D","Ecology","2020","2019/12/17","","","10.1002/ecy.2950"
"30222191","Arbuscular mycorrhizal phenotyping: the dos and don'ts","Montero H, Choi J, Paszkowski U.","New Phytol. 2019 Feb;221(3):1182-1186. doi: 10.1111/nph.15489. Epub 2018 Oct 13.","Montero H","New Phytol","2019","2018/09/18","PMC7463165","","10.1111/nph.15489"
"34090002","Nitrogen absorption efficiency and mechanism in Arbuscular mycorrhizal fungi - Canna indica symbiosis","Fu D, Rui Y, Zevenbergen C, Singh RP.","Chemosphere. 2021 Nov;282:130708. doi: 10.1016/j.chemosphere.2021.130708. Epub 2021 May 17.","Fu D","Chemosphere","2021","2021/06/05","","","10.1016/j.chemosphere.2021.130708"
"34689599","Microscopic and Transcriptomic Analyses of Dalbergoid Legume Peanut Reveal a Divergent Evolution Leading to Nod-Factor-Dependent Epidermal Crack-Entry and Terminal Bacteroid Differentiation","Raul B, Bhattacharjee O, Ghosh A, Upadhyay P, Tembhare K, Singh A, Shaheen T, Ghosh AK, Torres-Jerez I, Krom N, Clevenger J, Udvardi M, Scheffler BE, Ozias-Akins P, Sharma RD, Bandyopadhyay K, Gaur V, Kumar S, Sinharoy S.","Mol Plant Microbe Interact. 2022 Feb;35(2):131-145. doi: 10.1094/MPMI-05-21-0122-R. Epub 2022 Jan 31.","Raul B","Mol Plant Microbe Interact","2022","2021/10/25","","","10.1094/MPMI-05-21-0122-R"
"33448399","Liana T. Burghardt","","New Phytol. 2020 Oct;228(1):24-25. doi: 10.1111/nph.16869.","","New Phytol","2020","2021/01/15","","","10.1111/nph.16869"
"34975976","Endophytic Fungi: From Symbiosis to Secondary Metabolite Communications or Vice Versa?","Alam B, Lǐ J, Gě Q, Khan MA, Gōng J, Mehmood S, Yuán Y, Gǒng W.","Front Plant Sci. 2021 Dec 17;12:791033. doi: 10.3389/fpls.2021.791033. eCollection 2021.","Alam B","Front Plant Sci","2021","2022/01/03","PMC8718612","","10.3389/fpls.2021.791033"
