PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"33918284","Beneficial Effects of Phenolic Compounds on Gut Microbiota and Metabolic Syndrome","Kasprzak-Drozd K, Oniszczuk T, Stasiak M, Oniszczuk A.","Int J Mol Sci. 2021 Apr 2;22(7):3715. doi: 10.3390/ijms22073715.","Kasprzak-Drozd K","Int J Mol Sci","2021","2021/04/30","PMC8038165","","10.3390/ijms22073715"
"29702489","What's new in short bowel syndrome?","Billiauws L, Corcos O, Joly F.","Curr Opin Clin Nutr Metab Care. 2018 Jul;21(4):313-318. doi: 10.1097/MCO.0000000000000473.","Billiauws L","Curr Opin Clin Nutr Metab Care","2018","2018/04/28","","","10.1097/MCO.0000000000000473"
"27356233","Alcoholic liver disease: focus on prodromal gut health","Park B, Lee HR, Lee YJ.","J Dig Dis. 2016 Aug;17(8):493-500. doi: 10.1111/1751-2980.12375.","Park B","J Dig Dis","2016","2016/06/30","","","10.1111/1751-2980.12375"
"26886380","Exploring the Microbiome in Heart Failure","Kitai T, Kirsop J, Tang WH.","Curr Heart Fail Rep. 2016 Apr;13(2):103-9. doi: 10.1007/s11897-016-0285-9.","Kitai T","Curr Heart Fail Rep","2016","2016/02/18","PMC4791185","NIHMS761188","10.1007/s11897-016-0285-9"
"34841763","[Dysbiosis of Gut Microbiota in Patients with Post-Stroke Cognitive Impairment]","Feng RJ, Yu Q, Li Y, Feng D, Li YM.","Sichuan Da Xue Xue Bao Yi Xue Ban. 2021 Nov;52(6):966-974. doi: 10.12182/20211160507.","Feng RJ","Sichuan Da Xue Xue Bao Yi Xue Ban","2021","2021/11/29","","","10.12182/20211160507"
"30126689","Diagnostics and therapeutic implications of gut microbiota alterations in cardiometabolic diseases","Schiattarella GG, Sannino A, Esposito G, Perrino C.","Trends Cardiovasc Med. 2019 Apr;29(3):141-147. doi: 10.1016/j.tcm.2018.08.003. Epub 2018 Aug 7.","Schiattarella GG","Trends Cardiovasc Med","2019","2018/08/22","","","10.1016/j.tcm.2018.08.003"
"31705258","The gut microbiome and heart failure: A better gut for a better heart","Branchereau M, Burcelin R, Heymes C.","Rev Endocr Metab Disord. 2019 Dec;20(4):407-414. doi: 10.1007/s11154-019-09519-7.","Branchereau M","Rev Endocr Metab Disord","2019","2019/11/10","","","10.1007/s11154-019-09519-7"
"32031871","Gut microbiome of a porcine model of metabolic syndrome and HF-pEF","O'Donovan AN, Herisson FM, Fouhy F, Ryan PM, Whelan D, Johnson CN, Cluzel G, Ross RP, Stanton C, Caplice NM.","Am J Physiol Heart Circ Physiol. 2020 Mar 1;318(3):H590-H603. doi: 10.1152/ajpheart.00512.2019. Epub 2020 Feb 7.","O'Donovan AN","Am J Physiol Heart Circ Physiol","2020","2020/02/08","","","10.1152/ajpheart.00512.2019"
"28469156","Impaired renal function and dysbiosis of gut microbiota contribute to increased trimethylamine-N-oxide in chronic kidney disease patients","Xu KY, Xia GH, Lu JQ, Chen MX, Zhen X, Wang S, You C, Nie J, Zhou HW, Yin J.","Sci Rep. 2017 May 3;7(1):1445. doi: 10.1038/s41598-017-01387-y.","Xu KY","Sci Rep","2017","2017/05/05","PMC5431124","","10.1038/s41598-017-01387-y"
"27081113","Brain-Gut-Bone Marrow Axis: Implications for Hypertension and Related Therapeutics","Santisteban MM, Kim S, Pepine CJ, Raizada MK.","Circ Res. 2016 Apr 15;118(8):1327-36. doi: 10.1161/CIRCRESAHA.116.307709.","Santisteban MM","Circ Res","2016","2016/04/16","PMC4834860","NIHMS771702","10.1161/CIRCRESAHA.116.307709"
"34212778","The Gut Microbiome of Heart Failure With Preserved Ejection Fraction","Beale AL, O'Donnell JA, Nakai ME, Nanayakkara S, Vizi D, Carter K, Dean E, Ribeiro RV, Yiallourou S, Carrington MJ, Marques FZ, Kaye DM.","J Am Heart Assoc. 2021 Jul 6;10(13):e020654. doi: 10.1161/JAHA.120.020654. Epub 2021 Jul 2.","Beale AL","J Am Heart Assoc","2021","2021/07/02","PMC8403331","","10.1161/JAHA.120.020654"
"29286050","Nonalcoholic fatty liver disease and chronic vascular complications of diabetes mellitus","Targher G, Lonardo A, Byrne CD.","Nat Rev Endocrinol. 2018 Feb;14(2):99-114. doi: 10.1038/nrendo.2017.173. Epub 2017 Dec 29.","Targher G","Nat Rev Endocrinol","2018","2017/12/30","","","10.1038/nrendo.2017.173"
"29895255","GUT Microbiome-GUT Dysbiosis-Arterial Hypertension: New Horizons","Katsi V, Didagelos M, Skevofilax S, Armenis I, Kartalis A, Vlachopoulos C, Karvounis H, Tousoulis D.","Curr Hypertens Rev. 2019;15(1):40-46. doi: 10.2174/1573402114666180613080439.","Katsi V","Curr Hypertens Rev","2019","2018/06/14","","","10.2174/1573402114666180613080439"
"31023366","The role of the gut microbiome in sex differences in arterial pressure","Beale AL, Kaye DM, Marques FZ.","Biol Sex Differ. 2019 Apr 25;10(1):22. doi: 10.1186/s13293-019-0236-8.","Beale AL","Biol Sex Differ","2019","2019/04/27","PMC6485140","","10.1186/s13293-019-0236-8"
"30282443","Histopathology of the gut in rheumatic diseases","Macaluso F, Guggino G, Rizzo A, Ferrante A, Ciccia F.","Reumatismo. 2018 Oct 3;70(3):178-186. doi: 10.4081/reumatismo.2018.1084.","Macaluso F","Reumatismo","2018","2018/10/05","","","10.4081/reumatismo.2018.1084"
"32023431","Gut microbiota and neuroinflammation in pathogenesis of hypertension: A potential role for hydrogen sulfide","Donertas Ayaz B, Zubcevic J.","Pharmacol Res. 2020 Mar;153:104677. doi: 10.1016/j.phrs.2020.104677. Epub 2020 Feb 2.","Donertas Ayaz B","Pharmacol Res","2020","2020/02/06","PMC7056572","NIHMS1563008","10.1016/j.phrs.2020.104677"
"34453990","Curcumin ameliorates hypertension via gut-brain communication in spontaneously hypertensive rat","Li HB, Xu ML, Du MM, Yu XJ, Bai J, Xia WJ, Dai ZM, Li CX, Li Y, Su Q, Wang XM, Dong YY, Kang YM.","Toxicol Appl Pharmacol. 2021 Oct 15;429:115701. doi: 10.1016/j.taap.2021.115701. Epub 2021 Aug 25.","Li HB","Toxicol Appl Pharmacol","2021","2021/08/28","","","10.1016/j.taap.2021.115701"
"27834801","Trimethylamine N-Oxide: The Good, the Bad and the Unknown","Velasquez MT, Ramezani A, Manal A, Raj DS.","Toxins (Basel). 2016 Nov 8;8(11):326. doi: 10.3390/toxins8110326.","Velasquez MT","Toxins (Basel)","2016","2016/11/12","PMC5127123","","10.3390/toxins8110326"
"33567710","Nutritional Approach Targeting Gut Microbiota in NAFLD-To Date","Moszak M, Szulińska M, Walczak-Gałęzewska M, Bogdański P.","Int J Environ Res Public Health. 2021 Feb 8;18(4):1616. doi: 10.3390/ijerph18041616.","Moszak M","Int J Environ Res Public Health","2021","2021/02/11","PMC7916007","","10.3390/ijerph18041616"
"34371800","Cardiovascular Diseases of Developmental Origins: Preventive Aspects of Gut Microbiota-Targeted Therapy","Hsu CN, Hou CY, Hsu WH, Tain YL.","Nutrients. 2021 Jul 1;13(7):2290. doi: 10.3390/nu13072290.","Hsu CN","Nutrients","2021","2021/08/10","PMC8308390","","10.3390/nu13072290"
"34611194","NEIL3-deficiency increases gut permeability and contributes to a pro-atherogenic metabolic phenotype","Karlsen TR, Kong XY, Holm S, Quiles-Jiménez A, Dahl TB, Yang K, Sagen EL, Skarpengland T, S Øgaard JD, Holm K, Vestad B, Olsen MB, Aukrust P, Bjørås M, Hov JR, Halvorsen B, Gregersen I.","Sci Rep. 2021 Oct 5;11(1):19749. doi: 10.1038/s41598-021-98820-0.","Karlsen TR","Sci Rep","2021","2021/10/06","PMC8492623","","10.1038/s41598-021-98820-0"
"33795775","Transverse aortic constriction induces gut barrier alterations, microbiota remodeling and systemic inflammation","Boccella N, Paolillo R, Coretti L, D'Apice S, Lama A, Giugliano G, Schiattarella GG, Cuomo M, d'Aquino I, Cavaliere G, Paciello O, Mollica MP, Mattace Raso G, Esposito G, Lembo F, Perrino C.","Sci Rep. 2021 Apr 1;11(1):7404. doi: 10.1038/s41598-021-86651-y.","Boccella N","Sci Rep","2021","2021/04/02","PMC8016915","","10.1038/s41598-021-86651-y"
"33803899","Thrombolome and Its Emerging Role in Chronic Kidney Diseases","Fryc J, Naumnik B.","Toxins (Basel). 2021 Mar 18;13(3):223. doi: 10.3390/toxins13030223.","Fryc J","Toxins (Basel)","2021","2021/04/03","PMC8003125","","10.3390/toxins13030223"
"30069677","Microbiota issue in CKD: how promising are gut-targeted approaches?","Cosola C, Rocchetti MT, Sabatino A, Fiaccadori E, Di Iorio BR, Gesualdo L.","J Nephrol. 2019 Feb;32(1):27-37. doi: 10.1007/s40620-018-0516-0. Epub 2018 Aug 1.","Cosola C","J Nephrol","2019","2018/08/03","","","10.1007/s40620-018-0516-0"
"24479734","The human microbiome and bile acid metabolism: dysbiosis, dysmetabolism, disease and intervention","Jones ML, Martoni CJ, Ganopolsky JG, Labbé A, Prakash S.","Expert Opin Biol Ther. 2014 Apr;14(4):467-82. doi: 10.1517/14712598.2014.880420. Epub 2014 Jan 30.","Jones ML","Expert Opin Biol Ther","2014","2014/02/01","","","10.1517/14712598.2014.880420"
"32841652","Regulating metabolic inflammation by nutritional modulation","Charles-Messance H, Mitchelson KAJ, De Marco Castro E, Sheedy FJ, Roche HM.","J Allergy Clin Immunol. 2020 Oct;146(4):706-720. doi: 10.1016/j.jaci.2020.08.013. Epub 2020 Aug 22.","Charles-Messance H","J Allergy Clin Immunol","2020","2020/08/26","","","10.1016/j.jaci.2020.08.013"
"31100620","Effects of dietary intervention and n-3 PUFA supplementation on markers of gut-related inflammation and their association with cardiovascular events in a high-risk population","Awoyemi A, Trøseid M, Arnesen H, Solheim S, Seljeflot I.","Atherosclerosis. 2019 Jul;286:53-59. doi: 10.1016/j.atherosclerosis.2019.05.004. Epub 2019 May 4.","Awoyemi A","Atherosclerosis","2019","2019/05/18","","","10.1016/j.atherosclerosis.2019.05.004"
"28921469","Microbial Factors in Inflammatory Diseases and Cancers","Ong HS, Yim HCH.","Adv Exp Med Biol. 2017;1024:153-174. doi: 10.1007/978-981-10-5987-2_7.","Ong HS","Adv Exp Med Biol","2017","2017/09/19","","","10.1007/978-981-10-5987-2_7"
"34069405","Dysbiosis-Related Advanced Glycation Endproducts and Trimethylamine N-Oxide in Chronic Kidney Disease","Taguchi K, Fukami K, Elias BC, Brooks CR.","Toxins (Basel). 2021 May 19;13(5):361. doi: 10.3390/toxins13050361.","Taguchi K","Toxins (Basel)","2021","2021/06/02","PMC8158751","","10.3390/toxins13050361"
"32131606","Gut microbiota in surgical and critically ill patients","Ho KM, Kalgudi S, Corbett JM, Litton E.","Anaesth Intensive Care. 2020 May;48(3):179-195. doi: 10.1177/0310057X20903732. Epub 2020 Mar 4.","Ho KM","Anaesth Intensive Care","2020","2020/03/06","","","10.1177/0310057X20903732"
"28429701","[Microbiota and metabolic syndrome]","Altuntaş Y, Batman A.","Turk Kardiyol Dern Ars. 2017 Apr;45(3):286-296. doi: 10.5543/tkda.2016.72461.","Altuntaş Y","Turk Kardiyol Dern Ars","2017","2017/04/22","","","10.5543/tkda.2016.72461"
"32737524","Gut microbiota and atherosclerosis: role of B cell for atherosclerosis focusing on the gut-immune-B2 cell axis","Chen L, Ishigami T, Doi H, Arakawa K, Tamura K.","J Mol Med (Berl). 2020 Sep;98(9):1235-1244. doi: 10.1007/s00109-020-01936-5. Epub 2020 Jul 31.","Chen L","J Mol Med (Berl)","2020","2020/08/02","PMC7447622","","10.1007/s00109-020-01936-5"
"33809061","Molecular Mechanisms of Obesity-Linked Cardiac Dysfunction: An Up-Date on Current Knowledge","Gutiérrez-Cuevas J, Sandoval-Rodriguez A, Meza-Rios A, Monroy-Ramírez HC, Galicia-Moreno M, García-Bañuelos J, Santos A, Armendariz-Borunda J.","Cells. 2021 Mar 12;10(3):629. doi: 10.3390/cells10030629.","Gutiérrez-Cuevas J","Cells","2021","2021/04/03","PMC8000147","","10.3390/cells10030629"
"34840258","Vasodilator Dysfunction in Human Obesity: Established and Emerging Mechanisms","Schinzari F, Tesauro M, Cardillo C.","J Cardiovasc Pharmacol. 2021 Dec 1;78(Suppl 6):S40-S52. doi: 10.1097/FJC.0000000000001108.","Schinzari F","J Cardiovasc Pharmacol","2021","2021/11/29","","","10.1097/FJC.0000000000001108"
"32328074","The Bacterium Akkermansia muciniphila: A Sentinel for Gut Permeability and Its Relevance to HIV-Related Inflammation","Ouyang J, Lin J, Isnard S, Fombuena B, Peng X, Marette A, Routy B, Messaoudene M, Chen Y, Routy JP.","Front Immunol. 2020 Apr 9;11:645. doi: 10.3389/fimmu.2020.00645. eCollection 2020.","Ouyang J","Front Immunol","2020","2020/04/25","PMC7160922","","10.3389/fimmu.2020.00645"
"26322922","ACE2 and Microbiota: Emerging Targets for Cardiopulmonary Disease Therapy","Cole-Jeffrey CT, Liu M, Katovich MJ, Raizada MK, Shenoy V.","J Cardiovasc Pharmacol. 2015 Dec;66(6):540-50. doi: 10.1097/FJC.0000000000000307.","Cole-Jeffrey CT","J Cardiovasc Pharmacol","2015","2015/09/01","PMC4807023","NIHMS717336","10.1097/FJC.0000000000000307"
"32352513","Gut microbiota in coronary artery disease: a friend or foe?","Zhang B, Wang X, Xia R, Li C.","Biosci Rep. 2020 May 29;40(5):BSR20200454. doi: 10.1042/BSR20200454.","Zhang B","Biosci Rep","2020","2020/05/01","PMC7225411","","10.1042/BSR20200454"
"32405173","Linking gut microbiota with the human diseases","Vandana UK, Barlaskar NH, Gulzar ABM, Laskar IH, Kumar D, Paul P, Pandey P, Mazumder PB.","Bioinformation. 2020 Feb 29;16(2):196-208. doi: 10.6026/97320630016196. eCollection 2020.","Vandana UK","Bioinformation","2020","2020/05/15","PMC7196170","","10.6026/97320630016196"
"30835680","Spinal cord injury and the human microbiome: beyond the brain-gut axis","Wallace DJ, Sayre NL, Patterson TT, Nicholson SE, Hilton D, Grandhi R.","Neurosurg Focus. 2019 Mar 1;46(3):E11. doi: 10.3171/2018.12.FOCUS18206.","Wallace DJ","Neurosurg Focus","2019","2019/03/06","","","10.3171/2018.12.FOCUS18206"
"29523750","Altered microbiome in chronic kidney disease: systemic effects of gut-derived uremic toxins","Lau WL, Savoj J, Nakata MB, Vaziri ND.","Clin Sci (Lond). 2018 Mar 9;132(5):509-522. doi: 10.1042/CS20171107. Print 2018 Mar 15.","Lau WL","Clin Sci (Lond)","2018","2018/03/11","","","10.1042/CS20171107"
"30482503","The Role of Microbiota in Cardiovascular Risk: Focus on Trimethylamine Oxide","Al-Rubaye H, Perfetti G, Kaski JC.","Curr Probl Cardiol. 2019 Jun;44(6):182-196. doi: 10.1016/j.cpcardiol.2018.06.005. Epub 2018 Jul 7.","Al-Rubaye H","Curr Probl Cardiol","2019","2018/11/29","","","10.1016/j.cpcardiol.2018.06.005"
"30192713","Dysbiosis signatures of gut microbiota in coronary artery disease","Zhu Q, Gao R, Zhang Y, Pan D, Zhu Y, Zhang X, Yang R, Jiang R, Xu Y, Qin H.","Physiol Genomics. 2018 Oct 1;50(10):893-903. doi: 10.1152/physiolgenomics.00070.2018. Epub 2018 Sep 7.","Zhu Q","Physiol Genomics","2018","2018/09/08","","","10.1152/physiolgenomics.00070.2018"
"34747187","Intermittent Fasting Enhances Right Ventricular Function in Preclinical Pulmonary Arterial Hypertension","Prisco SZ, Eklund M, Moutsoglou DM, Prisco AR, Khoruts A, Weir EK, Thenappan T, Prins KW.","J Am Heart Assoc. 2021 Nov 16;10(22):e022722. doi: 10.1161/JAHA.121.022722. Epub 2021 Nov 8.","Prisco SZ","J Am Heart Assoc","2021","2021/11/08","PMC8751945","","10.1161/JAHA.121.022722"
"33375200","Effects of Gut Metabolites and Microbiota in Healthy and Marginal Livers Submitted to Surgery","Micó-Carnero M, Rojano-Alfonso C, Álvarez-Mercado AI, Gracia-Sancho J, Casillas-Ramírez A, Peralta C.","Int J Mol Sci. 2020 Dec 22;22(1):44. doi: 10.3390/ijms22010044.","Micó-Carnero M","Int J Mol Sci","2020","2020/12/30","PMC7793124","","10.3390/ijms22010044"
"31501492","Defining Dysbiosis for a Cluster of Chronic Diseases","Wilkins LJ, Monga M, Miller AW.","Sci Rep. 2019 Sep 9;9(1):12918. doi: 10.1038/s41598-019-49452-y.","Wilkins LJ","Sci Rep","2019","2019/09/11","PMC6733864","","10.1038/s41598-019-49452-y"
"31694161","Circulating Metabolites Originating from Gut Microbiota Control Endothelial Cell Function","Amedei A, Morbidelli L.","Molecules. 2019 Nov 5;24(21):3992. doi: 10.3390/molecules24213992.","Amedei A","Molecules","2019","2019/11/08","PMC6864778","","10.3390/molecules24213992"
"34129361","Levels of Trimethylamine N-Oxide Remain Elevated Long Term After Left Ventricular Assist Device and Heart Transplantation and Are Independent From Measures of Inflammation and Gut Dysbiosis","Yuzefpolskaya M, Bohn B, Javaid A, Mondellini GM, Braghieri L, Pinsino A, Onat D, Cagliostro B, Kim A, Takeda K, Naka Y, Farr M, Sayer GT, Uriel N, Nandakumar R, Mohan S, Colombo PC, Demmer RT.","Circ Heart Fail. 2021 Jun;14(6):e007909. doi: 10.1161/CIRCHEARTFAILURE.120.007909. Epub 2021 Jun 15.","Yuzefpolskaya M","Circ Heart Fail","2021","2021/06/15","PMC8210465","NIHMS1703640","10.1161/CIRCHEARTFAILURE.120.007909"
"32131831","Engineering probiotics as living diagnostics and therapeutics for improving human health","Zhou Z, Chen X, Sheng H, Shen X, Sun X, Yan Y, Wang J, Yuan Q.","Microb Cell Fact. 2020 Mar 4;19(1):56. doi: 10.1186/s12934-020-01318-z.","Zhou Z","Microb Cell Fact","2020","2020/03/06","PMC7055047","","10.1186/s12934-020-01318-z"
"32294235","Macrophages in the pathophysiology of NAFLD: The role of sex differences","Ministrini S, Montecucco F, Sahebkar A, Carbone F.","Eur J Clin Invest. 2020 Jun;50(6):e13236. doi: 10.1111/eci.13236. Epub 2020 May 15.","Ministrini S","Eur J Clin Invest","2020","2020/04/16","","","10.1111/eci.13236"
"30781823","Impact of Gut Dysbiosis on Neurohormonal Pathways in Chronic Kidney Disease","Jazani NH, Savoj J, Lustgarten M, Lau WL, Vaziri ND.","Diseases. 2019 Feb 13;7(1):21. doi: 10.3390/diseases7010021.","Jazani NH","Diseases","2019","2019/02/21","PMC6473882","","10.3390/diseases7010021"
"33388596","Mycophenolate mediated remodeling of gut microbiota and improvement of gut-brain axis in spontaneously hypertensive rats","Robles-Vera I, de la Visitación N, Toral M, Sánchez M, Gómez-Guzmán M, Jiménez R, Romero M, Duarte J.","Biomed Pharmacother. 2021 Mar;135:111189. doi: 10.1016/j.biopha.2020.111189. Epub 2020 Dec 31.","Robles-Vera I","Biomed Pharmacother","2021","2021/01/03","","","10.1016/j.biopha.2020.111189"
"32316741","The Role and Mechanism of Intestinal Flora in Blood Pressure Regulation and Hypertension Development","Li J, Yang X, Zhou X, Cai J.","Antioxid Redox Signal. 2021 Apr 1;34(10):811-830. doi: 10.1089/ars.2020.8104. Epub 2020 May 14.","Li J","Antioxid Redox Signal","2021","2020/04/23","","","10.1089/ars.2020.8104"
"31799915","Metabolic networks of the human gut microbiota","Selber-Hnatiw S, Sultana T, Tse W, Abdollahi N, Abdullah S, Al Rahbani J, Alazar D, Alrumhein NJ, Aprikian S, Arshad R, Azuelos JD, Bernadotte D, Beswick N, Chazbey H, Church K, Ciubotaru E, D'Amato L, Del Corpo T, Deng J, Di Giulio BL, Diveeva D, Elahie E, Frank JGM, Furze E, Garner R, Gibbs V, Goldberg-Hall R, Goldman CJ, Goltsios FF, Gorjipour K, Grant T, Greco B, Guliyev N, Habrich A, Hyland H, Ibrahim N, Iozzo T, Jawaheer-Fenaoui A, Jaworski JJ, Jhajj MK, Jones J, Joyette R, Kaudeer S, Kelley S, Kiani S, Koayes M, Kpata AJAL, Maingot S, Martin S, Mathers K, McCullogh S, McNamara K, Mendonca J, Mohammad K, Momtaz SA, Navaratnarajah T, Nguyen-Duong K, Omran M, Ortiz A, Patel A, Paul-Cole K, Plaisir PA, Porras Marroquin JA, Prevost A, Quach A, Rafal AJ, Ramsarun R, Rhnima S, Rili L, Safir N, Samson E, Sandiford RR, Secondi S, Shahid S, Shahroozi M, Sidibé F, Smith M, Sreng Flores AM, Suarez Ybarra A, Sénéchal R, Taifour T, Tang L, Trapid A, Tremblay Potvin M, Wainberg J, Wang DN, Weissenberg M, White A, Wilkinson G, Williams B, Wilson JR, Zoppi J, Zouboulakis K, Gamberi C.","Microbiology (Reading). 2020 Feb;166(2):96-119. doi: 10.1099/mic.0.000853.","Selber-Hnatiw S","Microbiology (Reading)","2020","2019/12/05","","","10.1099/mic.0.000853"
"31316514","HIV, Cancer, and the Microbiota: Common Pathways Influencing Different Diseases","Herrera S, Martínez-Sanz J, Serrano-Villar S.","Front Immunol. 2019 Jun 27;10:1466. doi: 10.3389/fimmu.2019.01466. eCollection 2019.","Herrera S","Front Immunol","2019","2019/07/19","PMC6610485","","10.3389/fimmu.2019.01466"
"32418496","Gut Pathology and Its Rescue by ACE2 (Angiotensin-Converting Enzyme 2) in Hypoxia-Induced Pulmonary Hypertension","Sharma RK, Oliveira AC, Yang T, Karas MM, Li J, Lobaton GO, Aquino VP, Robles-Vera I, de Kloet AD, Krause EG, Bryant AJ, Verma A, Li Q, Richards EM, Raizada MK.","Hypertension. 2020 Jul;76(1):206-216. doi: 10.1161/HYPERTENSIONAHA.120.14931. Epub 2020 May 18.","Sharma RK","Hypertension","2020","2020/05/19","PMC7505091","NIHMS1587483","10.1161/HYPERTENSIONAHA.120.14931"
"35402559","Dysbiosis of Gut Microbiota and Metabolite Phenylacetylglutamine in Coronary Artery Disease Patients With Stent Stenosis","Fang C, Zuo K, Fu Y, Li J, Wang H, Xu L, Yang X.","Front Cardiovasc Med. 2022 Mar 25;9:832092. doi: 10.3389/fcvm.2022.832092. eCollection 2022.","Fang C","Front Cardiovasc Med","2022","2022/04/11","PMC8990098","","10.3389/fcvm.2022.832092"
"34084754","Dysbiotic Fecal Microbiome in HIV-1 Infected Individuals in Ghana","Parbie PK, Mizutani T, Ishizaka A, Kawana-Tachikawa A, Runtuwene LR, Seki S, Abana CZ, Kushitor D, Bonney EY, Ofori SB, Uematsu S, Imoto S, Kimura Y, Kiyono H, Ishikawa K, Ampofo WK, Matano T.","Front Cell Infect Microbiol. 2021 May 18;11:646467. doi: 10.3389/fcimb.2021.646467. eCollection 2021.","Parbie PK","Front Cell Infect Microbiol","2021","2021/06/04","PMC8168436","","10.3389/fcimb.2021.646467"
"32704349","Gut microbiome-Mediterranean diet interactions in improving host health","Nagpal R, Shively CA, Register TC, Craft S, Yadav H.","F1000Res. 2019 May 21;8:699. doi: 10.12688/f1000research.18992.1. eCollection 2019.","Nagpal R","F1000Res","2019","2020/07/25","PMC7359750","","10.12688/f1000research.18992.1"
"25529048","The influence of the human microbiome and probiotics on cardiovascular health","Ettinger G, MacDonald K, Reid G, Burton JP.","Gut Microbes. 2014;5(6):719-28. doi: 10.4161/19490976.2014.983775.","Ettinger G","Gut Microbes","2014","2014/12/23","PMC4615746","","10.4161/19490976.2014.983775"
"33752288","Invited review: Effect of antihypertensive fermented milks on gut microbiota","Beltrán-Barrientos LM, García HS, Hernández-Mendoza A, González-Córdova AF, Vallejo-Cordoba B.","J Dairy Sci. 2021 Apr;104(4):3779-3788. doi: 10.3168/jds.2020-19466.","Beltrán-Barrientos LM","J Dairy Sci","2021","2021/03/23","","","10.3168/jds.2020-19466"
"30092577","Mechanisms of Action of Kefir in Chronic Cardiovascular and Metabolic Diseases","Pimenta FS, Luaces-Regueira M, Ton AM, Campagnaro BP, Campos-Toimil M, Pereira TM, Vasquez EC.","Cell Physiol Biochem. 2018;48(5):1901-1914. doi: 10.1159/000492511. Epub 2018 Aug 9.","Pimenta FS","Cell Physiol Biochem","2018","2018/08/10","","","10.1159/000492511"
"32683492","Gut microbial composition in patients with atrial fibrillation: effects of diet and drugs","Tabata T, Yamashita T, Hosomi K, Park J, Hayashi T, Yoshida N, Saito Y, Fukuzawa K, Konishi K, Murakami H, Kawashima H, Mizuguchi K, Miyachi M, Kunisawa J, Hirata KI.","Heart Vessels. 2021 Jan;36(1):105-114. doi: 10.1007/s00380-020-01669-y. Epub 2020 Jul 18.","Tabata T","Heart Vessels","2021","2020/07/20","PMC7788021","","10.1007/s00380-020-01669-y"
"32385705","The Emerging Role of Gut Dysbiosis in Cardio-metabolic Risk Factors for Heart Failure","Sata Y, Marques FZ, Kaye DM.","Curr Hypertens Rep. 2020 May 8;22(5):38. doi: 10.1007/s11906-020-01046-0.","Sata Y","Curr Hypertens Rep","2020","2020/05/10","","","10.1007/s11906-020-01046-0"
"32614942","Microbiota and Hypertension: Role of the Sympathetic Nervous System and the Immune System","Robles-Vera I, Toral M, Duarte J.","Am J Hypertens. 2020 Oct 21;33(10):890-901. doi: 10.1093/ajh/hpaa103.","Robles-Vera I","Am J Hypertens","2020","2020/07/03","","","10.1093/ajh/hpaa103"
"31845185","Reproductive Senescence and Ischemic Stroke Remodel the Gut Microbiome and Modulate the Effects of Estrogen Treatment in Female Rats","Park MJ, Pilla R, Panta A, Pandey S, Sarawichitr B, Suchodolski J, Sohrabji F.","Transl Stroke Res. 2020 Aug;11(4):812-830. doi: 10.1007/s12975-019-00760-5. Epub 2019 Dec 16.","Park MJ","Transl Stroke Res","2020","2019/12/18","","","10.1007/s12975-019-00760-5"
"27625997","Gut Microbiota: A Contributing Factor to Obesity","Harakeh SM, Khan I, Kumosani T, Barbour E, Almasaudi SB, Bahijri SM, Alfadul SM, Ajabnoor GM, Azhar EI.","Front Cell Infect Microbiol. 2016 Aug 30;6:95. doi: 10.3389/fcimb.2016.00095. eCollection 2016.","Harakeh SM","Front Cell Infect Microbiol","2016","2016/09/15","PMC5003832","","10.3389/fcimb.2016.00095"
"30479462","Gut microbiota in common elderly diseases affecting activities of daily living","Shimizu Y.","World J Gastroenterol. 2018 Nov 14;24(42):4750-4758. doi: 10.3748/wjg.v24.i42.4750.","Shimizu Y","World J Gastroenterol","2018","2018/11/28","PMC6235798","","10.3748/wjg.v24.i42.4750"
"31992206","Alterations in gut microbiota of abdominal aortic aneurysm mice","Xie J, Lu W, Zhong L, Hu Y, Li Q, Ding R, Zhong Z, Liu Z, Xiao H, Xie D, Zheng G, Ye B, Zhong Y, Liu Z.","BMC Cardiovasc Disord. 2020 Jan 28;20(1):32. doi: 10.1186/s12872-020-01334-2.","Xie J","BMC Cardiovasc Disord","2020","2020/01/30","PMC6988222","","10.1186/s12872-020-01334-2"
"33669059","Targeting the Renin-Angiotensin-Aldosterone System to Prevent Hypertension and Kidney Disease of Developmental Origins","Hsu CN, Tain YL.","Int J Mol Sci. 2021 Feb 25;22(5):2298. doi: 10.3390/ijms22052298.","Hsu CN","Int J Mol Sci","2021","2021/03/06","PMC7956566","","10.3390/ijms22052298"
"33358495","Dysbiosis of the intestinal microbiome as a component of pathophysiology in the inborn errors of metabolism","Kirby TO, Ochoa-Reparaz J, Roullet JB, Gibson KM.","Mol Genet Metab. 2021 Jan;132(1):1-10. doi: 10.1016/j.ymgme.2020.12.289. Epub 2020 Dec 15.","Kirby TO","Mol Genet Metab","2021","2020/12/28","","","10.1016/j.ymgme.2020.12.289"
"28756077","[The gut microbiota, a new cardiovascular risk factor?]","Chong-Nguyen C, Duboc H, Sokol H.","Presse Med. 2017 Jul-Aug;46(7-8 Pt 1):708-713. doi: 10.1016/j.lpm.2017.06.005. Epub 2017 Jul 26.","Chong-Nguyen C","Presse Med","2017","2017/07/31","","","10.1016/j.lpm.2017.06.005"
