PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"26562748","Role of mechanical ventilation in the airborne transmission of infectious agents in buildings","Luongo JC, Fennelly KP, Keen JA, Zhai ZJ, Jones BW, Miller SL.","Indoor Air. 2016 Oct;26(5):666-78. doi: 10.1111/ina.12267. Epub 2015 Dec 14.","Luongo JC","Indoor Air","2016","2015/11/13","PMC7165552","","10.1111/ina.12267"
"26411643","'Participation': a systematic review of language, definitions, and constructs used in intervention research with children with disabilities","Imms C, Adair B, Keen D, Ullenhag A, Rosenbaum P, Granlund M.","Dev Med Child Neurol. 2016 Jan;58(1):29-38. doi: 10.1111/dmcn.12932. Epub 2015 Sep 28.","Imms C","Dev Med Child Neurol","2016","2015/09/29","","","10.1111/dmcn.12932"
"26347687","Associations between musical abilities and precursors of reading in preschool aged children","Degé F, Kubicek C, Schwarzer G.","Front Psychol. 2015 Aug 17;6:1220. doi: 10.3389/fpsyg.2015.01220. eCollection 2015.","Degé F","Front Psychol","2015","2015/09/09","PMC4538222","","10.3389/fpsyg.2015.01220"
"26314733","Inflammation and Vitamin A","Thurnham DI.","Food Nutr Bull. 2015 Sep;36(3):290-8. doi: 10.1177/0379572115597514. Epub 2015 Aug 27.","Thurnham DI","Food Nutr Bull","2015","2015/08/29","","","10.1177/0379572115597514"
"26260141","Short-chain fatty acids in control of body weight and insulin sensitivity","Canfora EE, Jocken JW, Blaak EE.","Nat Rev Endocrinol. 2015 Oct;11(10):577-91. doi: 10.1038/nrendo.2015.128. Epub 2015 Aug 11.","Canfora EE","Nat Rev Endocrinol","2015","2015/08/12","","","10.1038/nrendo.2015.128"
"26105726","Usability, learnability and performance evaluation of Intelligent Research and Intervention Software: A delivery platform for eHealth interventions","Wozney L, McGrath PJ, Newton A, Huguet A, Franklin M, Perri K, Leuschen K, Toombs E, Lingley-Pottie P.","Health Informatics J. 2016 Sep;22(3):730-43. doi: 10.1177/1460458215586803. Epub 2015 Jun 23.","Wozney L","Health Informatics J","2016","2015/06/25","","","10.1177/1460458215586803"
"26104800","Health effects of fructose and fructose-containing caloric sweeteners: where do we stand 10 years after the initial whistle blowings?","Tappy L, Lê KA.","Curr Diab Rep. 2015 Aug;15(8):54. doi: 10.1007/s11892-015-0627-0.","Tappy L","Curr Diab Rep","2015","2015/06/25","PMC4477723","","10.1007/s11892-015-0627-0"
"26016654","Apples and cardiovascular health--is the gut microbiota a core consideration?","Koutsos A, Tuohy KM, Lovegrove JA.","Nutrients. 2015 May 26;7(6):3959-98. doi: 10.3390/nu7063959.","Koutsos A","Nutrients","2015","2015/05/29","PMC4488768","","10.3390/nu7063959"
"25989456","Dose-response relationship between antimicrobial drugs and livestock-associated MRSA in pig farming","Dorado-García A, Dohmen W, Bos ME, Verstappen KM, Houben M, Wagenaar JA, Heederik DJ.","Emerg Infect Dis. 2015 Jun;21(6):950-9. doi: 10.3201/eid2106.140706.","Dorado-García A","Emerg Infect Dis","2015","2015/05/20","PMC4451891","","10.3201/eid2106.140706"
"25749729","Influence of the respirator on volatile organic compounds: an animal study in rats over 24 hours","Albrecht FW, Hüppe T, Fink T, Maurer F, Wolf A, Wolf B, Volk T, Baumbach JI, Kreuer S.","J Breath Res. 2015 Mar 9;9(1):016007. doi: 10.1088/1752-7155/9/1/016007.","Albrecht FW","J Breath Res","2015","2015/03/10","","","10.1088/1752-7155/9/1/016007"
"25704258","Animal models for anti-emphysema drug discovery","Gardi C, Stringa B, Martorana PA.","Expert Opin Drug Discov. 2015 Apr;10(4):399-410. doi: 10.1517/17460441.2015.1016871. Epub 2015 Feb 23.","Gardi C","Expert Opin Drug Discov","2015","2015/02/24","","","10.1517/17460441.2015.1016871"
"25686640","A systematic review on empowerment for healthy nutrition in health promotion","Brandstetter S, Rüter J, Curbach J, Loss J.","Public Health Nutr. 2015 Dec;18(17):3146-54. doi: 10.1017/S1368980015000270. Epub 2015 Feb 17.","Brandstetter S","Public Health Nutr","2015","2015/02/18","","","10.1017/S1368980015000270"
"25511910","Selenium and coenzyme Q10 interrelationship in cardiovascular diseases--A clinician's point of view","Alehagen U, Aaseth J.","J Trace Elem Med Biol. 2015;31:157-62. doi: 10.1016/j.jtemb.2014.11.006. Epub 2014 Nov 27.","Alehagen U","J Trace Elem Med Biol","2015","2014/12/17","","","10.1016/j.jtemb.2014.11.006"
"25337603","Some notes on critical appraisal of prevalence studies: Comment on: ""The development of a critical appraisal tool for use in systematic reviews addressing questions of prevalence""","Harder T.","Int J Health Policy Manag. 2014 Oct 11;3(5):289-90. doi: 10.15171/ijhpm.2014.99. eCollection 2014 Oct.","Harder T","Int J Health Policy Manag","2014","2014/10/23","PMC4204748","","10.15171/ijhpm.2014.99"
"24852058","Peer support in mental health services","Mahlke CI, Krämer UM, Becker T, Bock T.","Curr Opin Psychiatry. 2014 Jul;27(4):276-81. doi: 10.1097/YCO.0000000000000074.","Mahlke CI","Curr Opin Psychiatry","2014","2014/05/24","","","10.1097/YCO.0000000000000074"
"24445400","Foetal alcohol spectrum disorder: identifying the neurobehavioural phenotype and effective interventions","Koren G, Zelner I, Nash K, Koren G.","Curr Opin Psychiatry. 2014 Mar;27(2):98-104. doi: 10.1097/YCO.0000000000000038.","Koren G","Curr Opin Psychiatry","2014","2014/01/22","","","10.1097/YCO.0000000000000038"
"24331199","Risk-based health care, the cancer survivor, the oncologist, and the primary care physician","McCabe MS, Partridge AH, Grunfeld E, Hudson MM.","Semin Oncol. 2013 Dec;40(6):804-12. doi: 10.1053/j.seminoncol.2013.09.004.","McCabe MS","Semin Oncol","2013","2013/12/17","PMC4465133","NIHMS695722","10.1053/j.seminoncol.2013.09.004"
"24298885","Interventions for improving population health literacy: insights from a rapid review of the evidence","Barry MM, D'Eath M, Sixsmith J.","J Health Commun. 2013;18(12):1507-22. doi: 10.1080/10810730.2013.840699.","Barry MM","J Health Commun","2013","2013/12/05","","","10.1080/10810730.2013.840699"
"24259236","The relationship between gestational weight gain and fetal growth: time to take stock?","O'Higgins AC, Doolan A, Mullaney L, Daly N, McCartney D, Turner MJ.","J Perinat Med. 2014 Jul;42(4):409-15. doi: 10.1515/jpm-2013-0209.","O'Higgins AC","J Perinat Med","2014","2013/11/22","","","10.1515/jpm-2013-0209"
"24142225","Study of lipid profile in a population of university students","de Freitas RW, de Araújo MF, Lima AC, Pereira DC, Alencar AM, Damasceno MM.","Rev Lat Am Enfermagem. 2013 Sep-Oct;21(5):1151-8. doi: 10.1590/S0104-11692013000500019.","de Freitas RW","Rev Lat Am Enfermagem","2013","2013/10/22","","","10.1590/S0104-11692013000500019"
"24128557","Cereal foods are the major source of betaine in the Western diet--analysis of betaine and free choline in cereal foods and updated assessments of betaine intake","Ross AB, Zangger A, Guiraud SP.","Food Chem. 2014 Feb 15;145:859-65. doi: 10.1016/j.foodchem.2013.08.122. Epub 2013 Sep 7.","Ross AB","Food Chem","2014","2013/10/17","","","10.1016/j.foodchem.2013.08.122"
"24123832","Prediction of the wine polyphenol metabolic space: an application of the Phenol-Explorer database","Boto-Ordóñez M, Rothwell JA, Andres-Lacueva C, Manach C, Scalbert A, Urpi-Sarda M.","Mol Nutr Food Res. 2014 Mar;58(3):466-77. doi: 10.1002/mnfr.201300411. Epub 2013 Oct 9.","Boto-Ordóñez M","Mol Nutr Food Res","2014","2013/10/15","","","10.1002/mnfr.201300411"
"24065066","Lower dietary vitamin E intake during the second trimester is associated with insulin resistance and hyperglycemia later in pregnancy","Ley SH, Hanley AJ, Sermer M, Zinman B, O'Connor DL.","Eur J Clin Nutr. 2013 Nov;67(11):1154-6. doi: 10.1038/ejcn.2013.185. Epub 2013 Sep 25.","Ley SH","Eur J Clin Nutr","2013","2013/09/26","","","10.1038/ejcn.2013.185"
"23948657","Managing Epilepsy Well: Emerging e-Tools for epilepsy self-management","Shegog R, Bamps YA, Patel A, Kakacek J, Escoffery C, Johnson EK, Ilozumba UO.","Epilepsy Behav. 2013 Oct;29(1):133-40. doi: 10.1016/j.yebeh.2013.07.002. Epub 2013 Aug 13.","Shegog R","Epilepsy Behav","2013","2013/08/17","","","10.1016/j.yebeh.2013.07.002"
"23937730","Homelessness among female veterans: a systematic review of the literature","Byrne T, Montgomery AE, Dichter ME.","Women Health. 2013;53(6):572-96. doi: 10.1080/03630242.2013.817504.","Byrne T","Women Health","2013","2013/08/14","","","10.1080/03630242.2013.817504"
"23876816","Smoking-cessation interventions in people living with HIV infection: a systematic review","Moscou-Jackson G, Commodore-Mensah Y, Farley J, DiGiacomo M.","J Assoc Nurses AIDS Care. 2014 Jan-Feb;25(1):32-45. doi: 10.1016/j.jana.2013.04.005. Epub 2013 Jul 20.","Moscou-Jackson G","J Assoc Nurses AIDS Care","2014","2013/07/24","PMC4105340","NIHMS511306","10.1016/j.jana.2013.04.005"
"23806622","Induced sputum compared to bronchoalveolar lavage in young, non-expectorating cystic fibrosis children","Blau H, Linnane B, Carzino R, Tannenbaum EL, Skoric B, Robinson PJ, Robertson C, Ranganathan SC.","J Cyst Fibros. 2014 Jan;13(1):106-10. doi: 10.1016/j.jcf.2013.05.013. Epub 2013 Jun 24.","Blau H","J Cyst Fibros","2014","2013/06/29","","","10.1016/j.jcf.2013.05.013"
"23604051","Systematic review of HIV prevention interventions in China: a health communication perspective","Xiao Z, Noar SM, Zeng L.","Int J Public Health. 2014 Feb;59(1):123-42. doi: 10.1007/s00038-013-0467-0. Epub 2013 Apr 20.","Xiao Z","Int J Public Health","2014","2013/04/23","","","10.1007/s00038-013-0467-0"
"23428636","Mouse models for liver cancer","Bakiri L, Wagner EF.","Mol Oncol. 2013 Apr;7(2):206-23. doi: 10.1016/j.molonc.2013.01.005. Epub 2013 Feb 5.","Bakiri L","Mol Oncol","2013","2013/02/23","PMC5528415","","10.1016/j.molonc.2013.01.005"
"23376339","Computer-assisted cognitive behavioral therapy for children with epilepsy and anxiety: a pilot study","Blocher JB, Fujikawa M, Sung C, Jackson DC, Jones JE.","Epilepsy Behav. 2013 Apr;27(1):70-6. doi: 10.1016/j.yebeh.2012.12.014. Epub 2013 Feb 1.","Blocher JB","Epilepsy Behav","2013","2013/02/05","PMC3814223","NIHMS430640","10.1016/j.yebeh.2012.12.014"
"23222844","Strategies used and data obtained during treatment fidelity monitoring","Carpenter JS, Burns DS, Wu J, Yu M, Ryker K, Tallman E, Von Ah D.","Nurs Res. 2013 Jan-Feb;62(1):59-65. doi: 10.1097/NNR.0b013e31827614fd.","Carpenter JS","Nurs Res","2013","2012/12/11","PMC3523275","NIHMS418008","10.1097/NNR.0b013e31827614fd"
"23016719","Is there a role for antioxidants in the treatment of stable angina?","Schuler D, Sansone R, Heiss C, Kelm M.","Curr Pharm Des. 2013;19(9):1601-15.","Schuler D","Curr Pharm Des","2013","2012/09/29","","",""
"22806217","What promotes cervical cancer screening among Chamorro women in California?","Tanjasiri SP, Mouttapa M, Sablan-Santos L, Quitugua LF.","J Cancer Educ. 2012 Dec;27(4):725-30. doi: 10.1007/s13187-012-0394-4.","Tanjasiri SP","J Cancer Educ","2012","2012/07/19","PMC3500582","NIHMS394768","10.1007/s13187-012-0394-4"
"22713090","Provision of community-wide benefits in public health intervention research: the experience of investigators conducting research in the community setting in South Asia","Taylor HA, Merritt MW.","Dev World Bioeth. 2012 Dec;12(3):157-63. doi: 10.1111/j.1471-8847.2012.00333.x. Epub 2012 Jun 20.","Taylor HA","Dev World Bioeth","2012","2012/06/21","","","10.1111/j.1471-8847.2012.00333.x"
"22021061","Adverse effects of iodine thyroid blocking: a systematic review","Spallek L, Krille L, Reiners C, Schneider R, Yamashita S, Zeeb H.","Radiat Prot Dosimetry. 2012 Jul;150(3):267-77. doi: 10.1093/rpd/ncr400. Epub 2011 Oct 20.","Spallek L","Radiat Prot Dosimetry","2012","2011/10/25","","","10.1093/rpd/ncr400"
"21810909","Confusion and inconsistency in diagnosis of Asperger syndrome: a review of studies from 1981 to 2010","Sharma S, Woolfson LM, Hunter SC.","Autism. 2012 Sep;16(5):465-86. doi: 10.1177/1362361311411935. Epub 2011 Aug 2.","Sharma S","Autism","2012","2011/08/04","","","10.1177/1362361311411935"
"35536715","Barriers to Creating Healthier Home Food Environments: Process Evaluation Results From 2 Home Food Environment Intervention Studies","Kegler MC, Raskind IG, Bundy ŁT, Owolabi S, Veluswamy JK, Hernandez C, Hodge T, Haardörfer R.","Fam Community Health. 2022 Apr 28. doi: 10.1097/FCH.0000000000000335. Online ahead of print.","Kegler MC","Fam Community Health","2022","2022/05/10","","","10.1097/FCH.0000000000000335"
"35450895","Intervention studies to encourage vaccination using narrative: a systematic scoping review protocol","Okuhara T, Okada H, Goto E, Kiuchi T.","BMJ Open. 2022 Apr 21;12(4):e053870. doi: 10.1136/bmjopen-2021-053870.","Okuhara T","BMJ Open","2022","2022/04/22","PMC9024232","","10.1136/bmjopen-2021-053870"
"35142015","Effectiveness of late-life depression interventions on functional limitations: A systematic review","Wassink-Vossen S, Oude Voshaar RC, Naarding P, Collard RM.","Int J Ment Health Nurs. 2022 Feb 9. doi: 10.1111/inm.12982. Online ahead of print.","Wassink-Vossen S","Int J Ment Health Nurs","2022","2022/02/10","","","10.1111/inm.12982"
"34969993","A critical appraisal of tools for delivery room assessment of the newborn infant","Niemuth M, Küster H, Simma B, Rozycki H, Rüdiger M; European Society for Paediatric Research (ESPR) Neonatal Resuscitation Section Writing Group, Solevåg AL.","Pediatr Res. 2021 Dec 30. doi: 10.1038/s41390-021-01896-7. Online ahead of print.","Niemuth M","Pediatr Res","2021","2021/12/31","","","10.1038/s41390-021-01896-7"
"34940615","CRISPR Gene Editing in Lipid Disorders and Atherosclerosis: Mechanisms and Opportunities","Walker HE, Rizzo M, Fras Z, Jug B, Banach M, Penson PE.","Metabolites. 2021 Dec 9;11(12):857. doi: 10.3390/metabo11120857.","Walker HE","Metabolites","2021","2021/12/23","PMC8707018","","10.3390/metabo11120857"
"34763161","Bayesian validation framework for dynamic epidemic models","Dasgupta S, Moore MR, Dimitrov DT, Hughes JP.","Epidemics. 2021 Dec;37:100514. doi: 10.1016/j.epidem.2021.100514. Epub 2021 Oct 30.","Dasgupta S","Epidemics","2021","2021/11/11","PMC8720263","NIHMS1763848","10.1016/j.epidem.2021.100514"
"34715717","Nutrition Phytochemicals Affecting Platelet Signaling and Responsiveness: Implications for Thrombosis and Hemostasis","Tamer F, Tullemans BME, Kuijpers MJE, Claushuis TAM, Heemskerk JWM.","Thromb Haemost. 2021 Oct 29. doi: 10.1055/a-1683-5599. Online ahead of print.","Tamer F","Thromb Haemost","2021","2021/10/29","","","10.1055/a-1683-5599"
"34461602","Meal timing and frequency implications in the development and prognosis of chronic kidney disease","Costa NA, Pereira AG, Dorna MS, Rodrigues HCN, Azevedo PS, Paiva SAR, Polegato BF, Balbi AL, Zornoff LAM, Ponce D, Minicucci MF.","Nutrition. 2021 Nov-Dec;91-92:111427. doi: 10.1016/j.nut.2021.111427. Epub 2021 Jul 24.","Costa NA","Nutrition","2021","2021/08/30","","","10.1016/j.nut.2021.111427"
"34352985","Computed Tomography-Derived Myosteatosis and Metabolic Disorders","Miljkovic I, Vella CA, Allison M.","Diabetes Metab J. 2021 Jul;45(4):482-491. doi: 10.4093/dmj.2020.0277. Epub 2021 Jul 30.","Miljkovic I","Diabetes Metab J","2021","2021/08/06","PMC8369205","","10.4093/dmj.2020.0277"
"34305693","The Influence of Socio-Ecological Networks on Willingness to Communicate in English for Japanese People","Ito T.","Front Psychol. 2021 Jul 9;12:580448. doi: 10.3389/fpsyg.2021.580448. eCollection 2021.","Ito T","Front Psychol","2021","2021/07/26","PMC8299279","","10.3389/fpsyg.2021.580448"
"34263349","Effectiveness of HIV Stigma Interventions for Men who have Sex with Men (MSM) With and Without HIV in the United States: A Systematic Review and Meta-Analyses","Gunn JKL, Rooks-Peck C, Wichser ME, Denard C, McCree DH, Jeffries WL 4th, DeLuca JB, Ross LW, Herron A, Barham T, Flores SA, Higa DH.","AIDS Behav. 2022 Jan;26(Suppl 1):51-89. doi: 10.1007/s10461-021-03358-x. Epub 2021 Jul 14.","Gunn JKL","AIDS Behav","2022","2021/07/15","","","10.1007/s10461-021-03358-x"
"34261861","Emerging non-pharmacological interventions in ADPKD: an update on dietary advices for clinical practice","Meijer E, Gansevoort RT.","Curr Opin Nephrol Hypertens. 2021 Sep 1;30(5):482-492. doi: 10.1097/MNH.0000000000000734.","Meijer E","Curr Opin Nephrol Hypertens","2021","2021/07/15","","","10.1097/MNH.0000000000000734"
"34125418","The Relationship Between Diet and Sleep in Older Adults: a Narrative Review","Gupta CC, Irwin C, Vincent GE, Khalesi S.","Curr Nutr Rep. 2021 Sep;10(3):166-178. doi: 10.1007/s13668-021-00362-4. Epub 2021 Jun 14.","Gupta CC","Curr Nutr Rep","2021","2021/06/14","","","10.1007/s13668-021-00362-4"
"33668479","Dietary Anti-Aging Polyphenols and Potential Mechanisms","Luo J, Si H, Jia Z, Liu D.","Antioxidants (Basel). 2021 Feb 13;10(2):283. doi: 10.3390/antiox10020283.","Luo J","Antioxidants (Basel)","2021","2021/03/06","PMC7918214","","10.3390/antiox10020283"
"33113766","Protective Effects of Epigallocatechin Gallate (EGCG) on Endometrial, Breast, and Ovarian Cancers","Huang YJ, Wang KL, Chen HY, Chiang YF, Hsia SM.","Biomolecules. 2020 Oct 25;10(11):1481. doi: 10.3390/biom10111481.","Huang YJ","Biomolecules","2020","2020/10/29","PMC7694163","","10.3390/biom10111481"
"33037934","Non-Suicidal Self-Injury and Eating Disordered Behaviors: An Update on What We Do and Do Not Know","Kiekens G, Claes L.","Curr Psychiatry Rep. 2020 Oct 10;22(12):68. doi: 10.1007/s11920-020-01191-y.","Kiekens G","Curr Psychiatry Rep","2020","2020/10/10","PMC7547297","","10.1007/s11920-020-01191-y"
"32946421","Review of therapeutic options for infections with carbapenem-resistant Klebsiella pneumoniae","Bandick RG, Mousavi S, Bereswill S, Heimesaat MM.","Eur J Microbiol Immunol (Bp). 2020 Sep 17;10(3):115-124. doi: 10.1556/1886.2020.00022.","Bandick RG","Eur J Microbiol Immunol (Bp)","2020","2020/09/18","PMC7592515","","10.1556/1886.2020.00022"
"32857299","Depression in Youth-Onset Type 2 Diabetes","Gulley LD, Shomaker LB.","Curr Diab Rep. 2020 Aug 28;20(10):51. doi: 10.1007/s11892-020-01334-8.","Gulley LD","Curr Diab Rep","2020","2020/08/29","","","10.1007/s11892-020-01334-8"
"32780952","The Many Facets of Vitamin D in the Pediatric Population","Scheffer-Rath ME, Boot AM.","Pediatr Endocrinol Rev. 2020 Aug;17(4):293-301. doi: 10.17458/per.vol17.2020.srb.vitamindpediatricpopulation.","Scheffer-Rath ME","Pediatr Endocrinol Rev","2020","2020/08/12","","","10.17458/per.vol17.2020.srb.vitamindpediatricpopulation"
"32754666","Yoga and occupational health: integrative review of intervention studies","Mazzoni da Costa F, Greco RM, Costa Alexandre NM.","Rev Bras Med Trab. 2020 Apr 24;16(4):509-519. doi: 10.5327/Z1679443520180191. eCollection 2018.","Mazzoni da Costa F","Rev Bras Med Trab","2020","2020/08/06","PMC7394526","","10.5327/Z1679443520180191"
"32520637","The mechanisms and safety of probiotics against toxigenic clostridium difficile","Liu D, Zeng L, Yan Z, Jia J, Gao J, Wei Y.","Expert Rev Anti Infect Ther. 2020 Oct;18(10):967-975. doi: 10.1080/14787210.2020.1778464. Epub 2020 Jun 16.","Liu D","Expert Rev Anti Infect Ther","2020","2020/06/11","","","10.1080/14787210.2020.1778464"
"32385880","Clinical and public health implications of periodontal and systemic diseases: An overview","Genco RJ, Sanz M.","Periodontol 2000. 2020 Jun;83(1):7-13. doi: 10.1111/prd.12344.","Genco RJ","Periodontol 2000","2020","2020/05/10","","","10.1111/prd.12344"
"32297245","The role of physical exercise and rehabilitation in delirium","Gual N, García-Salmones M, Brítez L, Crespo N, Udina C, Pérez LM, Inzitari M.","Eur Geriatr Med. 2020 Feb;11(1):83-93. doi: 10.1007/s41999-020-00290-6. Epub 2020 Feb 17.","Gual N","Eur Geriatr Med","2020","2020/04/17","PMC7224129","","10.1007/s41999-020-00290-6"
"32114184","Success in changing stuttering attitudes: A retrospective analysis of 29 intervention studies","St Louis KO, Węsierska K, Przepiórka A, Błachnio A, Beucher C, Abdalla F, Flynn T, Reichel I, Beste-Guldborg A, Junuzović-Žunić L, Gottwald S, Hartley J, Eisert S, Johnson KN, Bolton B, Sangani MT, Rezai H, Abdi S, Pushpavathi M, Hudock D, Spears S, Aliveto E.","J Commun Disord. 2019 Dec 28;84:105972. doi: 10.1016/j.jcomdis.2019.105972. Online ahead of print.","St Louis KO","J Commun Disord","2019","2020/03/02","","","10.1016/j.jcomdis.2019.105972"
"32032033","It's All About the Timing: When Do I Take This Injury to the Operating Room?","Tejwani NC, Nork S, Kubiak EN, Podolnick J, Wolinsky PR.","Instr Course Lect. 2019;68:3-12.","Tejwani NC","Instr Course Lect","2019","2020/02/08","","",""
"32013566","Child Development Outcomes of DIR/Floortime TM-based Programs: A Systematic Review","Boshoff K, Bowen H, Paton H, Cameron-Smith S, Graetz S, Young A, Lane K.","Can J Occup Ther. 2020 Apr;87(2):153-164. doi: 10.1177/0008417419899224. Epub 2020 Feb 4.","Boshoff K","Can J Occup Ther","2020","2020/02/05","","","10.1177/0008417419899224"
"31815530","Mapping the Study Characteristics and Topics of HIV Pre-Exposure Prophylaxis Research Literature: A Scoping Review","Kamitani E, Mizuno Y, Wichser M, Adegbite AH, DeLuca JB, Higa DH.","AIDS Educ Prev. 2019 Dec;31(6):505-522. doi: 10.1521/aeap.2019.31.6.505.","Kamitani E","AIDS Educ Prev","2019","2019/12/10","PMC8022292","NIHMS1673371","10.1521/aeap.2019.31.6.505"
"31733850","Milk osteopontin retains integrin-binding activity after in vitro gastrointestinal transit","Christensen B, Karlsen NJ, Jørgensen SDS, Jacobsen LN, Ostenfeld MS, Petersen SV, Müllertz A, Sørensen ES.","J Dairy Sci. 2020 Jan;103(1):42-51. doi: 10.3168/jds.2019-17212. Epub 2019 Nov 14.","Christensen B","J Dairy Sci","2020","2019/11/18","","","10.3168/jds.2019-17212"
"31694052","The roles of long noncoding RNAs in myocardial pathophysiology","Chen C, Tang Y, Sun H, Lin X, Jiang B.","Biosci Rep. 2019 Nov 29;39(11):BSR20190966. doi: 10.1042/BSR20190966.","Chen C","Biosci Rep","2019","2019/11/07","PMC6851514","","10.1042/BSR20190966"
"31638838","Nutritional factors influencing plasma adiponectin levels: results from a randomised controlled study with whole-grain cereals","Polito R, Costabile G, Nigro E, Giacco R, Vetrani C, Anniballi G, Luongo D, Riccardi G, Daniele A, Annuzzi G.","Int J Food Sci Nutr. 2020 Jun;71(4):509-515. doi: 10.1080/09637486.2019.1680959. Epub 2019 Oct 22.","Polito R","Int J Food Sci Nutr","2020","2019/10/23","","","10.1080/09637486.2019.1680959"
"31638018","Do domestic animals contribute to bacterial contamination of infant transmission pathways? Formative evidence from Ethiopia","Budge S, Hutchings P, Parker A, Tyrrel S, Tulu T, Gizaw M, Garbutt C.","J Water Health. 2019 Oct;17(5):655-669. doi: 10.2166/wh.2019.224.","Budge S","J Water Health","2019","2019/10/23","","","10.2166/wh.2019.224"
"31182815","Longitudinal comparative transcriptomics reveals unique mechanisms underlying extended healthspan in bats","Huang Z, Whelan CV, Foley NM, Jebb D, Touzalin F, Petit EJ, Puechmaille SJ, Teeling EC.","Nat Ecol Evol. 2019 Jul;3(7):1110-1120. doi: 10.1038/s41559-019-0913-3. Epub 2019 Jun 10.","Huang Z","Nat Ecol Evol","2019","2019/06/12","","","10.1038/s41559-019-0913-3"
"31127186","Gut microbiome of pre-adolescent children of two ethnicities residing in three distant cities","Khine WWT, Zhang Y, Goie GJY, Wong MS, Liong M, Lee YY, Cao H, Lee YK.","Sci Rep. 2019 May 24;9(1):7831. doi: 10.1038/s41598-019-44369-y.","Khine WWT","Sci Rep","2019","2019/05/26","PMC6534553","","10.1038/s41598-019-44369-y"
"30789836","Accuracy and Utility of the AUDIT-C with Adolescent Girls and Young Women (AGYW) Who Engage in HIV Risk Behaviors in South Africa","Kline T, Owens C, Bonner CP, Carney T, Browne FA, Wechsberg WM.","J Appl Meas. 2019;20(1):112-122.","Kline T","J Appl Meas","2019","2019/02/22","","",""
"30724332","Measurement error correction and sensitivity analysis in longitudinal dietary intervention studies using an external validation study","Siddique J, Daniels MJ, Carroll RJ, Raghunathan TE, Stuart EA, Freedman LS.","Biometrics. 2019 Sep;75(3):927-937. doi: 10.1111/biom.13044. Epub 2019 Apr 6.","Siddique J","Biometrics","2019","2019/02/07","PMC7593985","NIHMS1634115","10.1111/biom.13044"
"30684109","Adaptive Intervention Designs to Promote Behavioral Change in Adults: What Is the Evidence?","Miller CK.","Curr Diab Rep. 2019 Jan 25;19(2):7. doi: 10.1007/s11892-019-1127-4.","Miller CK","Curr Diab Rep","2019","2019/01/27","","","10.1007/s11892-019-1127-4"
"30617858","A nurse-led model of care within an emergency department reduces representation rates for frail aged care residents","Shrapnel S, Dent E, Nicholson C.","Aging Clin Exp Res. 2019 Nov;31(11):1695-1698. doi: 10.1007/s40520-018-1101-z. Epub 2019 Jan 7.","Shrapnel S","Aging Clin Exp Res","2019","2019/01/09","","","10.1007/s40520-018-1101-z"
"30188337","Interoception in Psychiatric Disorders: A Review of Randomized, Controlled Trials with Interoception-Based Interventions","Khoury NM, Lutz J, Schuman-Olivier Z.","Harv Rev Psychiatry. 2018 Sep/Oct;26(5):250-263. doi: 10.1097/HRP.0000000000000170.","Khoury NM","Harv Rev Psychiatry","2018","2018/09/07","PMC6129986","NIHMS884473","10.1097/HRP.0000000000000170"
"32995210","Surveys of Burnout Among Physicians in Taiwan","Tsai YL, Tung YC, Cheng Y.","J Acute Med. 2018 Sep 1;8(3):86-98. doi: 10.6705/j.jacme.201809_8(3).0002.","Tsai YL","J Acute Med","2018","2020/09/30","PMC7517933","","10.6705/j.jacme.201809_8(3).0002"
"30094812","Does your mindfulness benefit others? A systematic review and meta-analysis of the link between mindfulness and prosocial behaviour","Donald JN, Sahdra BK, Van Zanden B, Duineveld JJ, Atkins PWB, Marshall SL, Ciarrochi J.","Br J Psychol. 2019 Feb;110(1):101-125. doi: 10.1111/bjop.12338. Epub 2018 Aug 9.","Donald JN","Br J Psychol","2019","2018/08/11","","","10.1111/bjop.12338"
"30066463","An intervention programme for caregivers of dementia patients with frontal behavioural changes: an explorative study with controlled effect on sense of competence","Gossink F, Pijnenburg Y, Scheltens P, Pera A, Kleverwal R, Korten N, Stek M, Dröes RM, Dols A.","Psychogeriatrics. 2018 Nov;18(6):451-459. doi: 10.1111/psyg.12351. Epub 2018 Jul 31.","Gossink F","Psychogeriatrics","2018","2018/08/02","","","10.1111/psyg.12351"
"30060538","The Impact of Epicatechin on Human Cognition: The Role of Cerebral Blood Flow","Haskell-Ramsay CF, Schmitt J, Actis-Goretta L.","Nutrients. 2018 Jul 27;10(8):986. doi: 10.3390/nu10080986.","Haskell-Ramsay CF","Nutrients","2018","2018/08/01","PMC6115745","","10.3390/nu10080986"
"29792586","The incubation period of hepatitis E genotype 1: insights from pooled analyses of travellers","Azman AS, Ciglenecki I, Oeser C, Said B, Tedder RS, Ijaz S.","Epidemiol Infect. 2018 Sep;146(12):1533-1536. doi: 10.1017/S0950268818001097. Epub 2018 May 24.","Azman AS","Epidemiol Infect","2018","2018/05/25","PMC6090710","","10.1017/S0950268818001097"
