PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"22781076","Polycystic ovary syndrome in adolescents","Rackow BW.","Curr Opin Obstet Gynecol. 2012 Oct;24(5):281-7. doi: 10.1097/GCO.0b013e32835669ff.","Rackow BW","Curr Opin Obstet Gynecol","2012","2012/07/12","","","10.1097/GCO.0b013e32835669ff"
"25213731","Atypical PKC: a target for treating insulin-resistant disorders of obesity, the metabolic syndrome and type 2 diabetes mellitus","Farese RV, Lee MC, Sajan MP.","Expert Opin Ther Targets. 2014 Oct;18(10):1163-75. doi: 10.1517/14728222.2014.944897.","Farese RV","Expert Opin Ther Targets","2014","2014/09/13","","","10.1517/14728222.2014.944897"
"23322316","Laboratory assessment of the impacts of transgenic Bt rice on the ecological fitness of the soil non-target arthropod, Folsomia candida (Collembola: Isotomidae)","Yuan Y, Xiao N, Krogh PH, Chen F, Ge F.","Transgenic Res. 2013 Aug;22(4):791-803. doi: 10.1007/s11248-013-9687-6. Epub 2013 Jan 16.","Yuan Y","Transgenic Res","2013","2013/01/17","","","10.1007/s11248-013-9687-6"
"34099844","Improvement of hyperlipidemia by aerobic exercise in mice through a regulatory effect of miR-21a-5p on its target genes","Zhao J, Song Y, Zeng Y, Chen L, Yan F, Chen A, Wu B, Wang Y.","Sci Rep. 2021 Jun 7;11(1):11966. doi: 10.1038/s41598-021-91583-8.","Zhao J","Sci Rep","2021","2021/06/08","PMC8184843","","10.1038/s41598-021-91583-8"
"31587609","Target-related autobiographical memories affect dietary intake intentions()","Merson B, Pezdek K.","Memory. 2019 Nov;27(10):1438-1450. doi: 10.1080/09658211.2019.1674335. Epub 2019 Oct 6.","Merson B","Memory","2019","2019/10/08","","","10.1080/09658211.2019.1674335"
"30634022","Target animal safety testing of an oral salicylanilide suspension, oxyclozanide, for the treatment of fascioliasis in bovine in China","Dong Z, Sun J, Bai Y, Wang W, Zhu Y, Li B, Cheng F, Wei X, Song E, Cheng H, Jiang F, Zhou X, Zhang J.","Regul Toxicol Pharmacol. 2019 Apr;103:21-33. doi: 10.1016/j.yrtph.2019.01.012. Epub 2019 Jan 8.","Dong Z","Regul Toxicol Pharmacol","2019","2019/01/12","","","10.1016/j.yrtph.2019.01.012"
"23280401","Temporal attention for visual food stimuli in restrained eaters","Neimeijer RA, de Jong PJ, Roefs A.","Appetite. 2013 May;64:5-11. doi: 10.1016/j.appet.2012.12.013. Epub 2012 Dec 29.","Neimeijer RA","Appetite","2013","2013/01/03","","","10.1016/j.appet.2012.12.013"
"34173864","Heavy metal and metalloid accumulation in wild brown trout (Salmo trutta L., 1758 complex, Osteichthyes: Salmonidae) from a mountain stream in Sardinia by ICP-OES","Alberto A, Francesco C, Atzei A, Andrea S, Francesco P, Carla L, Mariateresa R.","Environ Monit Assess. 2021 Jun 26;193(7):448. doi: 10.1007/s10661-021-09204-w.","Alberto A","Environ Monit Assess","2021","2021/06/26","PMC8236055","","10.1007/s10661-021-09204-w"
"35362326","Lifestyle risk factors for obsessive-compulsive symptoms and related phenomena: What should lifestyle interventions target?","Brierley ME, Albertella L, Christensen E, Rotaru K, Jacka FN, Segrave RA, Richardson KE, Lee RS, Kayayan E, Hughes S, Yücel M, Fontenelle LF.","Aust N Z J Psychiatry. 2022 Apr 1:48674221085923. doi: 10.1177/00048674221085923. Online ahead of print.","Brierley ME","Aust N Z J Psychiatry","2022","2022/04/01","","","10.1177/00048674221085923"
"32565875","Integrated analysis of differentially expressed long noncoding RNAs and mRNAs associated with high-fat diet-induced hepatic insulin resistance in mice","Zhou Z, Zhao X, Chen L, Li Y, Chen Z, Wang Y, Zhou Z, Chu X.","Nutr Metab (Lond). 2020 Jun 18;17:45. doi: 10.1186/s12986-020-00467-7. eCollection 2020.","Zhou Z","Nutr Metab (Lond)","2020","2020/06/23","PMC7302146","","10.1186/s12986-020-00467-7"
"34100341","Modulation of intestinal stem cell homeostasis by nutrients: a novel therapeutic option for intestinal diseases","Wang D, Li P, Odle J, Lin X, Zhao J, Xiao K, Liu Y.","Nutr Res Rev. 2021 Jun 8:1-9. doi: 10.1017/S0954422421000172. Online ahead of print.","Wang D","Nutr Res Rev","2021","2021/06/08","","","10.1017/S0954422421000172"
"33287232","Still Living Better through Chemistry: An Update on Caloric Restriction and Caloric Restriction Mimetics as Tools to Promote Health and Lifespan","Almendáriz-Palacios C, Mousseau DD, Eskiw CH, Gillespie ZE.","Int J Mol Sci. 2020 Dec 3;21(23):9220. doi: 10.3390/ijms21239220.","Almendáriz-Palacios C","Int J Mol Sci","2020","2020/12/08","PMC7729921","","10.3390/ijms21239220"
"32085503","Nutrition Policy and Individual Struggle to Eat Healthily: The Question of Public Support","Jürkenbeck K, Zühlsdorf A, Spiller A.","Nutrients. 2020 Feb 18;12(2):516. doi: 10.3390/nu12020516.","Jürkenbeck K","Nutrients","2020","2020/02/23","PMC7071418","","10.3390/nu12020516"
"31161760","Gut Microbiota and Ischemic Stroke: The Role of Trimethylamine N-Oxide","Nam HS.","J Stroke. 2019 May;21(2):151-159. doi: 10.5853/jos.2019.00472. Epub 2019 May 31.","Nam HS","J Stroke","2019","2019/06/05","PMC6549071","","10.5853/jos.2019.00472"
"30605678","Parabacteroides distasonis Alleviates Obesity and Metabolic Dysfunctions via Production of Succinate and Secondary Bile Acids","Wang K, Liao M, Zhou N, Bao L, Ma K, Zheng Z, Wang Y, Liu C, Wang W, Wang J, Liu SJ, Liu H.","Cell Rep. 2019 Jan 2;26(1):222-235.e5. doi: 10.1016/j.celrep.2018.12.028.","Wang K","Cell Rep","2019","2019/01/04","","","10.1016/j.celrep.2018.12.028"
"28703810","MicroRNA-148a deficiency promotes hepatic lipid metabolism and hepatocarcinogenesis in mice","Cheng L, Zhu Y, Han H, Zhang Q, Cui K, Shen H, Zhang J, Yan J, Prochownik E, Li Y.","Cell Death Dis. 2017 Jul 13;8(7):e2916. doi: 10.1038/cddis.2017.309.","Cheng L","Cell Death Dis","2017","2017/07/14","PMC5550856","","10.1038/cddis.2017.309"
"26951104","Metabolic Control of Type 2 Diabetes by Targeting the GLUT4 Glucose Transporter: Intervention Approaches","Alam F, Islam MA, Khalil MI, Gan SH.","Curr Pharm Des. 2016;22(20):3034-49. doi: 10.2174/1381612822666160307145801.","Alam F","Curr Pharm Des","2016","2016/03/09","","","10.2174/1381612822666160307145801"
"26405402","KAP Studies Among Indian Antenatal Women: Can We Reduce the Incidence of Anemia?","Kulkarni KK.","J Obstet Gynaecol India. 2015 Oct;65(5):320-2. doi: 10.1007/s13224-014-0618-0. Epub 2014 Dec 25.","Kulkarni KK","J Obstet Gynaecol India","2015","2015/09/26","PMC4579151","","10.1007/s13224-014-0618-0"
"26106407","The role of INDY in metabolism, health and longevity","Rogers RP, Rogina B.","Front Genet. 2015 Jun 9;6:204. doi: 10.3389/fgene.2015.00204. eCollection 2015.","Rogers RP","Front Genet","2015","2015/06/25","PMC4460575","","10.3389/fgene.2015.00204"
"25476696","Intestinal epithelial MyD88 is a sensor switching host metabolism towards obesity according to nutritional status","Everard A, Geurts L, Caesar R, Van Hul M, Matamoros S, Duparc T, Denis RG, Cochez P, Pierard F, Castel J, Bindels LB, Plovier H, Robine S, Muccioli GG, Renauld JC, Dumoutier L, Delzenne NM, Luquet S, Bäckhed F, Cani PD.","Nat Commun. 2014 Dec 5;5:5648. doi: 10.1038/ncomms6648.","Everard A","Nat Commun","2014","2014/12/06","PMC4268705","EMS60780","10.1038/ncomms6648"
"22575621","Recommendations for the use of sapropterin in phenylketonuria","Cunningham A, Bausell H, Brown M, Chapman M, DeFouw K, Ernst S, McClure J, McCune H, O'Steen D, Pender A, Skrabal J, Wessel A, Jurecki E, Shediac R, Prasad S, Gillis J, Cederbaum S.","Mol Genet Metab. 2012 Jul;106(3):269-76. doi: 10.1016/j.ymgme.2012.04.004. Epub 2012 Apr 13.","Cunningham A","Mol Genet Metab","2012","2012/05/12","","","10.1016/j.ymgme.2012.04.004"
"34737614","Exploring the Application of a Multi-Targeted Nursing Group for Enhanced Recovery After Surgery Using the LEER (""Less Pain"", ""Early Movement"", ""Early Return to a Normal Diet"" and ""Reassurance"") Model","Xie QY, Yang J, Lei ZH, Gao FW, Chen B, Jiang KY, Xiong H, Yang J.","Int J Gen Med. 2021 Oct 27;14:7187-7196. doi: 10.2147/IJGM.S329837. eCollection 2021.","Xie QY","Int J Gen Med","2021","2021/11/05","PMC8558503","","10.2147/IJGM.S329837"
"32608058","Inhibition of Bruton's TK regulates macrophage NF-κB and NLRP3 inflammasome activation in metabolic inflammation","Purvis GSD, Collino M, Aranda-Tavio H, Chiazza F, O'Riordan CE, Zeboudj L, Mohammad S, Collotta D, Verta R, Guisot NES, Bunyard P, Yaqoob MM, Greaves DR, Thiemermann C.","Br J Pharmacol. 2020 Oct;177(19):4416-4432. doi: 10.1111/bph.15182. Epub 2020 Aug 26.","Purvis GSD","Br J Pharmacol","2020","2020/07/02","PMC7484557","","10.1111/bph.15182"
"25600128","Toxicity reference values for chlorophacinone and their application for assessing anticoagulant rodenticide risk to raptors","Rattner BA, Horak KE, Lazarus RS, Schultz SL, Knowles S, Abbo BG, Volker SF.","Ecotoxicology. 2015 May;24(4):720-34. doi: 10.1007/s10646-015-1418-8. Epub 2015 Jan 20.","Rattner BA","Ecotoxicology","2015","2015/01/21","","","10.1007/s10646-015-1418-8"
"35398929","P53 deficiency affects cholesterol esterification to exacerbate hepatocarcinogenesis","Zhu Y, Gu L, Lin X, Zhou X, Lu B, Liu C, Li Y, Prochownik EV, Karin M, Wang F, Li Y.","Hepatology. 2022 Apr 10. doi: 10.1002/hep.32518. Online ahead of print.","Zhu Y","Hepatology","2022","2022/04/10","","","10.1002/hep.32518"
"34991182","Dietary management of chronic enteropathy in dogs","Tolbert MK, Murphy M, Gaylord L, Witzel-Rollins A.","J Small Anim Pract. 2022 Jan 6. doi: 10.1111/jsap.13471. Online ahead of print.","Tolbert MK","J Small Anim Pract","2022","2022/01/06","","","10.1111/jsap.13471"
"33884316","Ageing, cellular senescence and the impact of diet: an overview","Maduro AT, Luís C, Soares R.","Porto Biomed J. 2021 Feb 11;6(1):e120. doi: 10.1097/j.pbj.0000000000000120. eCollection 2021 Jan-Feb.","Maduro AT","Porto Biomed J","2021","2021/04/22","PMC8055488","","10.1097/j.pbj.0000000000000120"
"33758420","TFEB-GDF15 axis protects against obesity and insulin resistance as a lysosomal stress response","Kim J, Kim SH, Kang H, Lee S, Park SY, Cho Y, Lim YM, Ahn JW, Kim YH, Chung S, Choi CS, Jang YJ, Park HS, Heo Y, Kim KH, Lee MS.","Nat Metab. 2021 Mar;3(3):410-427. doi: 10.1038/s42255-021-00368-w. Epub 2021 Mar 22.","Kim J","Nat Metab","2021","2021/03/24","","","10.1038/s42255-021-00368-w"
"32977692","'All Ears': A Questionnaire of 1516 Owner Perceptions of the Mental Abilities of Pet Rabbits, Subsequent Resource Provision, and the Effect on Welfare","McMahon SA, Wigham E.","Animals (Basel). 2020 Sep 23;10(10):1730. doi: 10.3390/ani10101730.","McMahon SA","Animals (Basel)","2020","2020/09/26","PMC7598668","","10.3390/ani10101730"
"32828272","Hippo pathway cooperates with ChREBP to regulate hepatic glucose utilization","Shu ZP, Yi GW, Deng S, Huang K, Wang Y.","Biochem Biophys Res Commun. 2020 Sep 10;530(1):115-121. doi: 10.1016/j.bbrc.2020.06.105. Epub 2020 Jul 30.","Shu ZP","Biochem Biophys Res Commun","2020","2020/08/24","","","10.1016/j.bbrc.2020.06.105"
"32202309","Upregulation of lactate dehydrogenase A in a chronic model of temporal lobe epilepsy","Sada N, Suto S, Suzuki M, Usui S, Inoue T.","Epilepsia. 2020 May;61(5):e37-e42. doi: 10.1111/epi.16488. Epub 2020 Mar 23.","Sada N","Epilepsia","2020","2020/03/24","","","10.1111/epi.16488"
"31612951","A novel and translational role for autophagy in antisense oligonucleotide trafficking and activity","Ochaba J, Powers AF, Tremble KA, Greenlee S, Post NM, Matson JE, MacLeod AR, Guo S, Aghajan M.","Nucleic Acids Res. 2019 Dec 2;47(21):11284-11303. doi: 10.1093/nar/gkz901.","Ochaba J","Nucleic Acids Res","2019","2019/10/16","PMC6868497","","10.1093/nar/gkz901"
"29588285","CLPP deficiency protects against metabolic syndrome but hinders adaptive thermogenesis","Becker C, Kukat A, Szczepanowska K, Hermans S, Senft K, Brandscheid CP, Maiti P, Trifunovic A.","EMBO Rep. 2018 May;19(5):e45126. doi: 10.15252/embr.201745126. Epub 2018 Mar 27.","Becker C","EMBO Rep","2018","2018/03/29","PMC5934779","","10.15252/embr.201745126"
"25869500","Vascular AMPK as an attractive target in the treatment of vascular complications of obesity","García-Prieto CF, Gil-Ortega M, Aránguez I, Ortiz-Besoain M, Somoza B, Fernández-Alfonso MS.","Vascul Pharmacol. 2015 Apr-Jun;67-69:10-20. doi: 10.1016/j.vph.2015.02.017. Epub 2015 Apr 10.","García-Prieto CF","Vascul Pharmacol","2015","2015/04/15","","","10.1016/j.vph.2015.02.017"
"25738459","The mitochondrial-derived peptide MOTS-c promotes metabolic homeostasis and reduces obesity and insulin resistance","Lee C, Zeng J, Drew BG, Sallam T, Martin-Montalvo A, Wan J, Kim SJ, Mehta H, Hevener AL, de Cabo R, Cohen P.","Cell Metab. 2015 Mar 3;21(3):443-54. doi: 10.1016/j.cmet.2015.02.009.","Lee C","Cell Metab","2015","2015/03/05","PMC4350682","NIHMS664439","10.1016/j.cmet.2015.02.009"
"25295789","CerS2 haploinsufficiency inhibits β-oxidation and confers susceptibility to diet-induced steatohepatitis and insulin resistance","Raichur S, Wang ST, Chan PW, Li Y, Ching J, Chaurasia B, Dogra S, Öhman MK, Takeda K, Sugii S, Pewzner-Jung Y, Futerman AH, Summers SA.","Cell Metab. 2014 Oct 7;20(4):687-95. doi: 10.1016/j.cmet.2014.09.015.","Raichur S","Cell Metab","2014","2014/10/09","","","10.1016/j.cmet.2014.09.015"
"24064762","Microbiome remodelling leads to inhibition of intestinal farnesoid X receptor signalling and decreased obesity","Li F, Jiang C, Krausz KW, Li Y, Albert I, Hao H, Fabre KM, Mitchell JB, Patterson AD, Gonzalez FJ.","Nat Commun. 2013;4:2384. doi: 10.1038/ncomms3384.","Li F","Nat Commun","2013","2013/09/26","PMC6595219","NIHMS1036946","10.1038/ncomms3384"
"24027183","Training table to the battlefield: protein recommendations for warfighters","Rodriguez NR.","J Nutr. 2013 Nov;143(11):1834S-1837S. doi: 10.3945/jn.113.176958. Epub 2013 Sep 11.","Rodriguez NR","J Nutr","2013","2013/09/13","","","10.3945/jn.113.176958"
"23505316","Needles in the genetic haystack of lipid disorders: single nucleotide polymorphisms in the microRNA regulome","Sethupathy P.","J Lipid Res. 2013 May;54(5):1168-73. doi: 10.1194/jlr.R035766. Epub 2013 Mar 15.","Sethupathy P","J Lipid Res","2013","2013/03/19","PMC3622314","","10.1194/jlr.R035766"
"35046889","Adipocyte-Specific Inhibition of Mir221/222 Ameliorates Diet-Induced Obesity Through Targeting Ddit4","Yamaguchi S, Zhang D, Katayama A, Kurooka N, Sugawara R, Albuayjan HHH, Nakatsuka A, Eguchi J, Wada J.","Front Endocrinol (Lausanne). 2022 Jan 3;12:750261. doi: 10.3389/fendo.2021.750261. eCollection 2021.","Yamaguchi S","Front Endocrinol (Lausanne)","2022","2022/01/20","PMC8762293","","10.3389/fendo.2021.750261"
"26349981","MicroRNA-143 enhances chemosensitivity of Quercetin through autophagy inhibition via target GABARAPL1 in gastric cancer cells","Du F, Feng Y, Fang J, Yang M.","Biomed Pharmacother. 2015 Aug;74:169-77. doi: 10.1016/j.biopha.2015.08.005. Epub 2015 Aug 15.","Du F","Biomed Pharmacother","2015","2015/09/10","","","10.1016/j.biopha.2015.08.005"
"23275047","Cognitive performance and response inhibition in developmentally vitamin D (DVD)-deficient rats","Turner KM, Young JW, McGrath JJ, Eyles DW, Burne TH.","Behav Brain Res. 2013 Apr 1;242:47-53. doi: 10.1016/j.bbr.2012.12.029. Epub 2012 Dec 27.","Turner KM","Behav Brain Res","2013","2013/01/01","","","10.1016/j.bbr.2012.12.029"
"28698127","Dietary protein levels regulated antibacterial activity, inflammatory response and structural integrity in the head kidney, spleen and skin of grass carp (Ctenopharyngodon idella) after challenged with Aeromonas hydrophila","Jiang WD, Xu J, Zhou XQ, Wu P, Liu Y, Jiang J, Kuang SY, Tang L, Tang WN, Zhang YA, Feng L.","Fish Shellfish Immunol. 2017 Sep;68:154-172. doi: 10.1016/j.fsi.2017.07.019. Epub 2017 Jul 8.","Jiang WD","Fish Shellfish Immunol","2017","2017/07/13","","","10.1016/j.fsi.2017.07.019"
"34095107","Prolyl Endopeptidase Gene Disruption Improves Gut Dysbiosis and Non-alcoholic Fatty Liver Disease in Mice Induced by a High-Fat Diet","Jiang D, Zhang J, Lin S, Wang Y, Chen Y, Fan J.","Front Cell Dev Biol. 2021 May 20;9:628143. doi: 10.3389/fcell.2021.628143. eCollection 2021.","Jiang D","Front Cell Dev Biol","2021","2021/06/07","PMC8172602","","10.3389/fcell.2021.628143"
"28959215","Both 3,5-Diiodo-L-Thyronine and 3,5,3'-Triiodo-L-Thyronine Prevent Short-term Hepatic Lipid Accumulation via Distinct Mechanisms in Rats Being Fed a High-Fat Diet","Senese R, Cioffi F, de Lange P, Leanza C, Iannucci LF, Silvestri E, Moreno M, Lombardi A, Goglia F, Lanni A.","Front Physiol. 2017 Sep 14;8:706. doi: 10.3389/fphys.2017.00706. eCollection 2017.","Senese R","Front Physiol","2017","2017/09/30","PMC5603695","","10.3389/fphys.2017.00706"
"26041780","1,25-Dihydroxyvitamin D3 Controls a Cohort of Vitamin D Receptor Target Genes in the Proximal Intestine That Is Enriched for Calcium-regulating Components","Lee SM, Riley EM, Meyer MB, Benkusky NA, Plum LA, DeLuca HF, Pike JW.","J Biol Chem. 2015 Jul 17;290(29):18199-18215. doi: 10.1074/jbc.M115.665794. Epub 2015 Jun 3.","Lee SM","J Biol Chem","2015","2015/06/05","PMC4505063","","10.1074/jbc.M115.665794"
"25967664","The Hexane Fraction of cyperus rotundus Prevents Non-Alcoholic Fatty Liver Disease Through the Inhibition of Liver X Receptor α-Mediated Activation of Sterol Regulatory Element Binding Protein-1c","Oh GS, Yoon J, Lee GG, Kwak JH, Kim SW.","Am J Chin Med. 2015;43(3):477-94. doi: 10.1142/S0192415X15500305.","Oh GS","Am J Chin Med","2015","2015/05/14","","","10.1142/S0192415X15500305"
"35039672","Histone deacetylase 6 inhibition restores leptin sensitivity and reduces obesity","Çakır I, Hadley CK, Pan PL, Bagchi RA, Ghamari-Langroudi M, Porter DT, Wang Q, Litt MJ, Jana S, Hagen S, Lee P, White A, Lin JD, McKinsey TA, Cone RD.","Nat Metab. 2022 Jan;4(1):44-59. doi: 10.1038/s42255-021-00515-3. Epub 2022 Jan 17.","Çakır I","Nat Metab","2022","2022/01/18","PMC8892841","NIHMS1762933","10.1038/s42255-021-00515-3"
"34877399","Nutrition and cognition across the lifetime: an overview on epigenetic mechanisms","Polverino A, Sorrentino P, Pesoli M, Mandolesi L.","AIMS Neurosci. 2021 Jul 15;8(4):448-476. doi: 10.3934/Neuroscience.2021024. eCollection 2021.","Polverino A","AIMS Neurosci","2021","2021/12/08","PMC8611190","","10.3934/Neuroscience.2021024"
"33731774","Role of the mTOR-autophagy-ER stress pathway in high fructose-induced metabolic-associated fatty liver disease","Wang YL, Zhou X, Li DL, Ye JM.","Acta Pharmacol Sin. 2022 Jan;43(1):10-14. doi: 10.1038/s41401-021-00629-0. Epub 2021 Mar 17.","Wang YL","Acta Pharmacol Sin","2022","2021/03/18","PMC8724298","","10.1038/s41401-021-00629-0"
"31981662","Hypoglycaemic effect and mechanism of an RG-II type polysaccharide purified from Aconitum coreanum in diet-induced obese mice","Su J, Liu X, Li H, Cheng X, Shi S, Li N, Wu J, Xu Y, Liu R, Tian X, Wang H, Wang S.","Int J Biol Macromol. 2020 Apr 15;149:359-370. doi: 10.1016/j.ijbiomac.2020.01.209. Epub 2020 Jan 22.","Su J","Int J Biol Macromol","2020","2020/01/26","","","10.1016/j.ijbiomac.2020.01.209"
"31924761","O-GlcNAc transferase inhibits visceral fat lipolysis and promotes diet-induced obesity","Yang Y, Fu M, Li MD, Zhang K, Zhang B, Wang S, Liu Y, Ni W, Ong Q, Mi J, Yang X.","Nat Commun. 2020 Jan 10;11(1):181. doi: 10.1038/s41467-019-13914-8.","Yang Y","Nat Commun","2020","2020/01/12","PMC6954210","","10.1038/s41467-019-13914-8"
"31709573","Histological variation of early stage atherosclerotic lesions in baboons after prolonged challenge with high-cholesterol, high-fat diet","Karere GM, Dick EJ Jr, Galindo S Jr, Martinez JC, Martinez JE, Owston M, VandeBerg JL, Cox LA.","J Med Primatol. 2020 Feb;49(1):3-9. doi: 10.1111/jmp.12449. Epub 2019 Nov 10.","Karere GM","J Med Primatol","2020","2019/11/12","PMC7769211","NIHMS1054836","10.1111/jmp.12449"
"31604693","RNF20 Functions as a Transcriptional Coactivator for PPARγ by Promoting NCoR1 Degradation in Adipocytes","Jeon YG, Lee JH, Ji Y, Sohn JH, Lee D, Kim DW, Yoon SG, Shin KC, Park J, Seong JK, Cho JY, Choe SS, Kim JB.","Diabetes. 2020 Jan;69(1):20-34. doi: 10.2337/db19-0508. Epub 2019 Oct 11.","Jeon YG","Diabetes","2020","2019/10/13","","","10.2337/db19-0508"
"30989113","Targeting RalGAPα1 in skeletal muscle to simultaneously improve postprandial glucose and lipid control","Chen Q, Rong P, Zhu S, Yang X, Ouyang Q, Wang HY, Chen S.","Sci Adv. 2019 Apr 3;5(4):eaav4116. doi: 10.1126/sciadv.aav4116. eCollection 2019 Apr.","Chen Q","Sci Adv","2019","2019/04/17","PMC6459767","","10.1126/sciadv.aav4116"
"30679508","ENOblock inhibits the pathology of diet-induced obesity","Cho H, Lee JH, Um J, Kim S, Kim Y, Kim WH, Kim YS, Pagire HS, Ahn JH, Ahn Y, Chang YT, Jung DW, Williams DR.","Sci Rep. 2019 Jan 24;9(1):493. doi: 10.1038/s41598-018-36715-3.","Cho H","Sci Rep","2019","2019/01/26","PMC6346001","","10.1038/s41598-018-36715-3"
"30673619","Impaired LXRα Phosphorylation Attenuates Progression of Fatty Liver Disease","Becares N, Gage MC, Voisin M, Shrestha E, Martin-Gutierrez L, Liang N, Louie R, Pourcet B, Pello OM, Luong TV, Goñi S, Pichardo-Almarza C, Røberg-Larsen H, Diaz-Zuccarini V, Steffensen KR, O'Brien A, Garabedian MJ, Rombouts K, Treuter E, Pineda-Torra I.","Cell Rep. 2019 Jan 22;26(4):984-995.e6. doi: 10.1016/j.celrep.2018.12.094.","Becares N","Cell Rep","2019","2019/01/24","PMC6344342","","10.1016/j.celrep.2018.12.094"
"30477747","Hydrodynamic delivery of IL-38 gene alleviates obesity-induced inflammation and insulin resistance","Xu K, Sun J, Chen S, Li Y, Peng X, Li M, Li Y.","Biochem Biophys Res Commun. 2019 Jan 1;508(1):198-202. doi: 10.1016/j.bbrc.2018.11.114. Epub 2018 Nov 23.","Xu K","Biochem Biophys Res Commun","2019","2018/11/28","","","10.1016/j.bbrc.2018.11.114"
"28529920","Global progress in prevention of cardiovascular disease","Mendis S.","Cardiovasc Diagn Ther. 2017 Apr;7(Suppl 1):S32-S38. doi: 10.21037/cdt.2017.03.06.","Mendis S","Cardiovasc Diagn Ther","2017","2017/05/23","PMC5418214","","10.21037/cdt.2017.03.06"
"28145434","β-arrestin-2 is an essential regulator of pancreatic β-cell function under physiological and pathophysiological conditions","Zhu L, Almaça J, Dadi PK, Hong H, Sakamoto W, Rossi M, Lee RJ, Vierra NC, Lu H, Cui Y, McMillin SM, Perry NA, Gurevich VV, Lee A, Kuo B, Leapman RD, Matschinsky FM, Doliba NM, Urs NM, Caron MG, Jacobson DA, Caicedo A, Wess J.","Nat Commun. 2017 Feb 1;8:14295. doi: 10.1038/ncomms14295.","Zhu L","Nat Commun","2017","2017/02/02","PMC5296650","","10.1038/ncomms14295"
"27495222","Impaired Cardiolipin Biosynthesis Prevents Hepatic Steatosis and Diet-Induced Obesity","Cole LK, Mejia EM, Vandel M, Sparagna GC, Claypool SM, Dyck-Chan L, Klein J, Hatch GM.","Diabetes. 2016 Nov;65(11):3289-3300. doi: 10.2337/db16-0114. Epub 2016 Aug 5.","Cole LK","Diabetes","2016","2016/08/07","PMC5079636","","10.2337/db16-0114"
"27305975","Chronic rapamycin treatment on the nutrient utilization and metabolism of juvenile turbot (Psetta maxima)","Wang Q, He G, Mai K, Xu W, Zhou H, Wang X, Mei L.","Sci Rep. 2016 Jun 16;6:28068. doi: 10.1038/srep28068.","Wang Q","Sci Rep","2016","2016/06/17","PMC4910097","","10.1038/srep28068"
"26449595","Endocrine Disruptor DDE Associated with a High-Fat Diet Enhances the Impairment of Liver Fatty Acid Composition in Rats","Rodríguez-Alcalá LM, Sá C, Pimentel LL, Pestana D, Teixeira D, Faria A, Calhau C, Gomes A.","J Agric Food Chem. 2015 Oct 28;63(42):9341-8. doi: 10.1021/acs.jafc.5b03274. Epub 2015 Oct 16.","Rodríguez-Alcalá LM","J Agric Food Chem","2015","2015/10/10","","","10.1021/acs.jafc.5b03274"
"23579186","Protein sets define disease states and predict in vivo effects of drug treatment","Meierhofer D, Weidner C, Hartmann L, Mayr JA, Han CT, Schroeder FC, Sauer S.","Mol Cell Proteomics. 2013 Jul;12(7):1965-79. doi: 10.1074/mcp.M112.025031. Epub 2013 Apr 11.","Meierhofer D","Mol Cell Proteomics","2013","2013/04/13","PMC3708179","","10.1074/mcp.M112.025031"
"23321073","Fyn deficiency promotes a preferential increase in subcutaneous adipose tissue mass and decreased visceral adipose tissue inflammation","Lee TW, Kwon H, Zong H, Yamada E, Vatish M, Pessin JE, Bastie CC.","Diabetes. 2013 May;62(5):1537-46. doi: 10.2337/db12-0920. Epub 2013 Jan 15.","Lee TW","Diabetes","2013","2013/01/17","PMC3636609","","10.2337/db12-0920"
"27539702","Effects of dietary protein levels on the disease resistance, immune function and physical barrier function in the gill of grass carp (Ctenopharyngodon idella) after challenged with Flavobacterium columnare","Xu J, Feng L, Jiang WD, Wu P, Liu Y, Jiang J, Kuang SY, Tang L, Tang WN, Zhang YA, Zhou XQ.","Fish Shellfish Immunol. 2016 Oct;57:1-16. doi: 10.1016/j.fsi.2016.08.024. Epub 2016 Aug 15.","Xu J","Fish Shellfish Immunol","2016","2016/08/20","","","10.1016/j.fsi.2016.08.024"
"33810389","Development of Electrochemical DNA Biosensor for Equine Hindgut Acidosis Detection","Davies J, Thomas C, Rizwan M, Gwenin C.","Sensors (Basel). 2021 Mar 26;21(7):2319. doi: 10.3390/s21072319.","Davies J","Sensors (Basel)","2021","2021/04/03","PMC8037926","","10.3390/s21072319"
"30308884","Effects of pharmaceuticals used to treat salmon lice on non-target species: Evidence from a systematic review","Urbina MA, Cumillaf JP, Paschke K, Gebauer P.","Sci Total Environ. 2019 Feb 1;649:1124-1136. doi: 10.1016/j.scitotenv.2018.08.334. Epub 2018 Aug 28.","Urbina MA","Sci Total Environ","2019","2018/10/13","","","10.1016/j.scitotenv.2018.08.334"
"33078654","Mir214-3p and Hnf4a/Hnf4α reciprocally regulate Ulk1 expression and autophagy in nonalcoholic hepatic steatosis","Lee DH, Park SH, Ahn J, Hong SP, Lee E, Jang YJ, Ha TY, Huh YH, Ha SY, Jeon TI, Jung CH.","Autophagy. 2021 Sep;17(9):2415-2431. doi: 10.1080/15548627.2020.1827779. Epub 2020 Oct 20.","Lee DH","Autophagy","2021","2020/10/20","PMC8496708","","10.1080/15548627.2020.1827779"
