PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34458376","Probiotics Alleviated Nonalcoholic Fatty Liver Disease in High-Fat Diet-Fed Rats via Gut Microbiota/FXR/FGF15 Signaling Pathway","Luo M, Yan J, Wu L, Wu J, Chen Z, Jiang J, Chen Z, He B.","J Immunol Res. 2021 Aug 17;2021:2264737. doi: 10.1155/2021/2264737. eCollection 2021.","Luo M","J Immunol Res","2021","2021/08/30","PMC8387197","","10.1155/2021/2264737"
"34557097","Gut Microbiota Modulation as a Potential Target for the Treatment of Lung Infections","Cruz CS, Ricci MF, Vieira AT.","Front Pharmacol. 2021 Sep 7;12:724033. doi: 10.3389/fphar.2021.724033. eCollection 2021.","Cruz CS","Front Pharmacol","2021","2021/09/24","PMC8453009","","10.3389/fphar.2021.724033"
"25184834","Effect of commensals and probiotics on visceral sensitivity and pain in irritable bowel syndrome","Theodorou V, Ait Belgnaoui A, Agostini S, Eutamene H.","Gut Microbes. 2014 May-Jun;5(3):430-6. doi: 10.4161/gmic.29796.","Theodorou V","Gut Microbes","2014","2014/09/04","PMC4153783","","10.4161/gmic.29796"
"27017007","Engineering Human Microbiota: Influencing Cellular and Community Dynamics for Therapeutic Applications","Woloszynek S, Pastor S, Mell JC, Nandi N, Sokhansanj B, Rosen GL.","Int Rev Cell Mol Biol. 2016;324:67-124. doi: 10.1016/bs.ircmb.2016.01.003. Epub 2016 Mar 9.","Woloszynek S","Int Rev Cell Mol Biol","2016","2016/03/28","","","10.1016/bs.ircmb.2016.01.003"
"34959977","Pancreatic Cancer and Gut Microbiome-Related Aspects: A Comprehensive Review and Dietary Recommendations","Sobocki BK, Kaźmierczak-Siedlecka K, Folwarski M, Hawryłkowicz V, Makarewicz W, Stachowska E.","Nutrients. 2021 Dec 10;13(12):4425. doi: 10.3390/nu13124425.","Sobocki BK","Nutrients","2021","2021/12/28","PMC8709322","","10.3390/nu13124425"
"34927261","Etiology and management of Alzheimer's disease: Potential role of gut microbiota modulation with probiotics supplementation","Lekchand Dasriya V, Samtiya M, Dhewa T, Puniya M, Kumar S, Ranveer S, Chaudhary V, Vij S, Behare P, Singh N, Aluko RE, Puniya AK.","J Food Biochem. 2022 Jan;46(1):e14043. doi: 10.1111/jfbc.14043. Epub 2021 Dec 19.","Lekchand Dasriya V","J Food Biochem","2022","2021/12/20","","","10.1111/jfbc.14043"
"34331676","Impact of probiotics supplement on the gut microbiota in neonates with antibiotic exposure: an open-label single-center randomized parallel controlled study","Zhong H, Wang XG, Wang J, Chen YJ, Qin HL, Yang R.","World J Pediatr. 2021 Aug;17(4):385-393. doi: 10.1007/s12519-021-00443-y. Epub 2021 Jul 31.","Zhong H","World J Pediatr","2021","2021/07/31","","","10.1007/s12519-021-00443-y"
"27621567","Modulation of microbiota as treatment for intestinal inflammatory disorders: An uptodate","Gallo A, Passaro G, Gasbarrini A, Landolfi R, Montalto M.","World J Gastroenterol. 2016 Aug 28;22(32):7186-202. doi: 10.3748/wjg.v22.i32.7186.","Gallo A","World J Gastroenterol","2016","2016/09/14","PMC4997632","","10.3748/wjg.v22.i32.7186"
"35350100","Randomized Clinical Trial: Probiotics Alleviated Oral-Gut Microbiota Dysbiosis and Thyroid Hormone Withdrawal-Related Complications in Thyroid Cancer Patients Before Radioiodine Therapy Following Thyroidectomy","Lin B, Zhao F, Liu Y, Wu X, Feng J, Jin X, Yan W, Guo X, Shi S, Li Z, Liu L, Chen H, Wang H, Wang S, Lu Y, Wei Y.","Front Endocrinol (Lausanne). 2022 Mar 8;13:834674. doi: 10.3389/fendo.2022.834674. eCollection 2022.","Lin B","Front Endocrinol (Lausanne)","2022","2022/03/30","PMC8958007","","10.3389/fendo.2022.834674"
"33542172","Effects of Antibiotic Treatment and Probiotics on the Gut Microbiome of 40 Infants Delivered Before Term by Cesarean Section Analysed by Using 16S rRNA Quantitative Polymerase Chain Reaction Sequencing","Gong C, Yang L, Liu K, Shen S, Zhang Q, Li H, Cheng Y.","Med Sci Monit. 2021 Feb 5;27:e928467. doi: 10.12659/MSM.928467.","Gong C","Med Sci Monit","2021","2021/02/05","PMC7871509","","10.12659/MSM.928467"
"31735976","Importance of the Microbiota Inhibitory Mechanism on the Warburg Effect in Colorectal Cancer Cells","Eslami M, Sadrifar S, Karbalaei M, Keikha M, Kobyliak NM, Yousefi B.","J Gastrointest Cancer. 2020 Sep;51(3):738-747. doi: 10.1007/s12029-019-00329-3.","Eslami M","J Gastrointest Cancer","2020","2019/11/19","","","10.1007/s12029-019-00329-3"
"26968595","Characterisation and therapeutic manipulation of the gut microbiome in inflammatory bowel disease","Schulberg J, De Cruz P.","Intern Med J. 2016 Mar;46(3):266-73. doi: 10.1111/imj.13003.","Schulberg J","Intern Med J","2016","2016/03/13","","","10.1111/imj.13003"
"23101688","Probiotics in the management of functional bowel disorders: promise fulfilled?","Quigley EM.","Gastroenterol Clin North Am. 2012 Dec;41(4):805-19. doi: 10.1016/j.gtc.2012.08.005.","Quigley EM","Gastroenterol Clin North Am","2012","2012/10/30","","","10.1016/j.gtc.2012.08.005"
"34630107","Probiotics-Based Treatment as an Integral Approach for Alcohol Use Disorder in Alcoholic Liver Disease","Fuenzalida C, Dufeu MS, Poniachik J, Roblero JP, Valenzuela-Pérez L, Beltrán CJ.","Front Pharmacol. 2021 Sep 24;12:729950. doi: 10.3389/fphar.2021.729950. eCollection 2021.","Fuenzalida C","Front Pharmacol","2021","2021/10/11","PMC8497569","","10.3389/fphar.2021.729950"
"35530406","Perspectives and advances in probiotics and the gut microbiome in companion animals","Lee D, Goh TW, Kang MG, Choi HJ, Yeo SY, Yang J, Huh CS, Kim YY, Kim Y.","J Anim Sci Technol. 2022 Mar;64(2):197-217. doi: 10.5187/jast.2022.e8. Epub 2022 Mar 31.","Lee D","J Anim Sci Technol","2022","2022/05/09","PMC9039956","","10.5187/jast.2022.e8"
"25872805","The role of probiotics on each component of the metabolic syndrome and other cardiovascular risks","Miglioranza Scavuzzi B, Miglioranza LH, Henrique FC, Pitelli Paroschi T, Lozovoy MA, Simão AN, Dichi I.","Expert Opin Ther Targets. 2015;19(8):1127-38. doi: 10.1517/14728222.2015.1028361. Epub 2015 Apr 15.","Miglioranza Scavuzzi B","Expert Opin Ther Targets","2015","2015/04/16","","","10.1517/14728222.2015.1028361"
"25703713","Prospects of host-associated microorganisms in fish and penaeids as probiotics with immunomodulatory functions","Lazado CC, Caipang CM, Estante EG.","Fish Shellfish Immunol. 2015 Jul;45(1):2-12. doi: 10.1016/j.fsi.2015.02.023. Epub 2015 Feb 20.","Lazado CC","Fish Shellfish Immunol","2015","2015/02/24","","","10.1016/j.fsi.2015.02.023"
"33063712","The emerging role of probiotics in neurodegenerative diseases: new hope for Parkinson's disease?","Castelli V, d'Angelo M, Quintiliani M, Benedetti E, Cifone MG, Cimini A.","Neural Regen Res. 2021 Apr;16(4):628-634. doi: 10.4103/1673-5374.295270.","Castelli V","Neural Regen Res","2021","2020/10/16","PMC8067943","","10.4103/1673-5374.295270"
"35032344","Integrative analyses of probiotics, pathogenic infections and host immune response highlight the importance of gut microbiota in understanding disease recovery in rainbow trout (Oncorhynchus mykiss)","Rasmussen JA, Villumsen KR, von Gersdorff Jørgensen L, Forberg T, Zuo S, Kania PW, Buchmann K, Kristiansen K, Bojesen AM, Limborg MT.","J Appl Microbiol. 2022 Apr;132(4):3201-3216. doi: 10.1111/jam.15433. Epub 2022 Feb 6.","Rasmussen JA","J Appl Microbiol","2022","2022/01/15","","","10.1111/jam.15433"
"33441743","Optimization of probiotic therapeutics using machine learning in an artificial human gastrointestinal tract","Westfall S, Carracci F, Estill M, Zhao D, Wu QL, Shen L, Simon J, Pasinetti GM.","Sci Rep. 2021 Jan 13;11(1):1067. doi: 10.1038/s41598-020-79947-y.","Westfall S","Sci Rep","2021","2021/01/14","PMC7806704","","10.1038/s41598-020-79947-y"
"29959637","Isolation and Partial Characterization of Lactic Acid Bacteria from the Gut Microbiota of Marine Fishes for Potential Application as Probiotics in Aquaculture","Alonso S, Carmen Castro M, Berdasco M, de la Banda IG, Moreno-Ventas X, de Rojas AH.","Probiotics Antimicrob Proteins. 2019 Jun;11(2):569-579. doi: 10.1007/s12602-018-9439-2.","Alonso S","Probiotics Antimicrob Proteins","2019","2018/07/01","","","10.1007/s12602-018-9439-2"
"32135381","The Impact of Lactobacillus Probiotics on the Gut Microbiota in Children With Short Bowel Syndrome","Piper HG, Coughlin LA, Hussain S, Nguyen V, Channabasappa N, Koh AY.","J Surg Res. 2020 Jul;251:112-118. doi: 10.1016/j.jss.2020.01.024. Epub 2020 Mar 2.","Piper HG","J Surg Res","2020","2020/03/06","","","10.1016/j.jss.2020.01.024"
"23991417","Gut microbial flora, prebiotics, and probiotics in IBD: their current usage and utility","Scaldaferri F, Gerardi V, Lopetuso LR, Del Zompo F, Mangiola F, Boškoski I, Bruno G, Petito V, Laterza L, Cammarota G, Gaetani E, Sgambato A, Gasbarrini A.","Biomed Res Int. 2013;2013:435268. doi: 10.1155/2013/435268. Epub 2013 Aug 7.","Scaldaferri F","Biomed Res Int","2013","2013/08/31","PMC3749555","","10.1155/2013/435268"
"27246320","An overview of the effect of probiotics and exercise on mood and associated health conditions","Grant MC, Baker JS.","Crit Rev Food Sci Nutr. 2017 Dec 12;57(18):3887-3893. doi: 10.1080/10408398.2016.1189872.","Grant MC","Crit Rev Food Sci Nutr","2017","2016/06/02","","","10.1080/10408398.2016.1189872"
"27866330","Human gut microbiota: the links with dementia development","Alkasir R, Li J, Li X, Jin M, Zhu B.","Protein Cell. 2017 Feb;8(2):90-102. doi: 10.1007/s13238-016-0338-6. Epub 2016 Nov 19.","Alkasir R","Protein Cell","2017","2016/11/21","PMC5291774","","10.1007/s13238-016-0338-6"
"24107500","Microbiota modulation: can probiotics prevent/treat disease in pediatrics?","Szajewska H.","Nestle Nutr Inst Workshop Ser. 2013;77:99-110. doi: 10.1159/000351392. Epub 2013 Aug 29.","Szajewska H","Nestle Nutr Inst Workshop Ser","2013","2013/10/11","","","10.1159/000351392"
"28744273","Oral Probiotics Alter Healthy Feline Respiratory Microbiota","Vientós-Plotts AI, Ericsson AC, Rindt H, Reinero CR.","Front Microbiol. 2017 Jul 11;8:1287. doi: 10.3389/fmicb.2017.01287. eCollection 2017.","Vientós-Plotts AI","Front Microbiol","2017","2017/07/27","PMC5504723","","10.3389/fmicb.2017.01287"
"34380796","Vaginal & gut microbiota diversity in pregnant women with bacterial vaginosis & effect of oral probiotics: An exploratory study","Vasundhara D, Raju VN, Hemalatha R, Nagpal R, Kumar M.","Indian J Med Res. 2021 Apr;153(4):492-502. doi: 10.4103/ijmr.IJMR_350_19.","Vasundhara D","Indian J Med Res","2021","2021/08/12","PMC8354056","","10.4103/ijmr.IJMR_350_19"
"35531615","Probiotics mitigate Helicobacter pylori-induced gastric inflammation and premalignant lesions in INS-GAS mice with the modulation of gastrointestinal microbiota","He C, Peng C, Xu X, Li N, Ouyang Y, Zhu Y, Lu N.","Helicobacter. 2022 May 9:e12898. doi: 10.1111/hel.12898. Online ahead of print.","He C","Helicobacter","2022","2022/05/09","","","10.1111/hel.12898"
"24911583","The yin and yang of bacterial resilience in the human gut microbiota","Gibson MK, Pesesky MW, Dantas G.","J Mol Biol. 2014 Nov 25;426(23):3866-76. doi: 10.1016/j.jmb.2014.05.029. Epub 2014 Jun 6.","Gibson MK","J Mol Biol","2014","2014/06/10","PMC4252752","NIHMS603403","10.1016/j.jmb.2014.05.029"
"35326422","Microbiota and Pain: Save Your Gut Feeling","Morreale C, Bresesti I, Bosi A, Baj A, Giaroni C, Agosti M, Salvatore S.","Cells. 2022 Mar 11;11(6):971. doi: 10.3390/cells11060971.","Morreale C","Cells","2022","2022/03/25","PMC8946251","","10.3390/cells11060971"
"32065881","Manipulation of microbiota with probiotics as an alternative for treatment of hepatic encephalopathy","Rivera-Flores R, Morán-Villota S, Cervantes-Barragán L, López-Macias C, Uribe M.","Nutrition. 2020 May;73:110693. doi: 10.1016/j.nut.2019.110693. Epub 2019 Dec 6.","Rivera-Flores R","Nutrition","2020","2020/02/18","","","10.1016/j.nut.2019.110693"
"33170168","Bacteriophages in food supplements obtained from natural sources","Kiani AK, Anpilogov K, Dautaj A, Marceddu G, Sonna WN, Percio M, Dundar M, Beccari T, Bertelli M.","Acta Biomed. 2020 Nov 9;91(13-S):e2020025. doi: 10.23750/abm.v91i13-S.10834.","Kiani AK","Acta Biomed","2020","2020/11/10","PMC8023131","","10.23750/abm.v91i13-S.10834"
"25403154","Alterations of digestive enzyme activities, intestinal morphology and microbiota in juvenile paddlefish, Polyodon spathula, fed dietary probiotics","Fang C, Ma M, Ji H, Ren T, Mims SD.","Fish Physiol Biochem. 2015 Feb;41(1):91-105. doi: 10.1007/s10695-014-0008-7. Epub 2014 Nov 18.","Fang C","Fish Physiol Biochem","2015","2014/11/19","","","10.1007/s10695-014-0008-7"
"32784260","Effect of regulating gut microbiota using probiotics on functional changes in the brain: protocol for a systematic review","Liu L, Ni X, Tian T, Li X, Li F, Sun M, Chen J, Zhou S, Zhao L.","BMJ Open. 2020 Aug 11;10(8):e037582. doi: 10.1136/bmjopen-2020-037582.","Liu L","BMJ Open","2020","2020/08/14","PMC7418664","","10.1136/bmjopen-2020-037582"
"33091498","Diverse role of gut microbiota on reduction of ascites and intestinal injury in malignant ascites effusion rats treated with Euphorbia kansui stir-fried with vinegar","Guo S, Jiang D, Zhang Q, Zhang Y, Yao W, Cao Y, Bao B, Tang Y, Kang A, Zhang L.","J Ethnopharmacol. 2021 Mar 1;267:113489. doi: 10.1016/j.jep.2020.113489. Epub 2020 Oct 19.","Guo S","J Ethnopharmacol","2021","2020/10/22","","","10.1016/j.jep.2020.113489"
"32933067","Probiotics: A Dietary Factor to Modulate the Gut Microbiome, Host Immune System, and Gut-Brain Interaction","Hori T, Matsuda K, Oishi K.","Microorganisms. 2020 Sep 11;8(9):1401. doi: 10.3390/microorganisms8091401.","Hori T","Microorganisms","2020","2020/09/16","PMC7563712","","10.3390/microorganisms8091401"
"30570050","Use of probiotics in atopic dermatitis","Lise M, Mayer I, Silveira M.","Rev Assoc Med Bras (1992). 2018 Nov;64(11):997-1001. doi: 10.1590/1806-9282.64.11.997.","Lise M","Rev Assoc Med Bras (1992)","2018","2018/12/21","","","10.1590/1806-9282.64.11.997"
"31921049","Consortium of Probiotics Attenuates Colonization of Clostridioides difficile","Li X, Chu Q, Huang Y, Xiao Y, Song L, Zhu S, Kang Y, Lu S, Xu J, Ren Z.","Front Microbiol. 2019 Dec 12;10:2871. doi: 10.3389/fmicb.2019.02871. eCollection 2019.","Li X","Front Microbiol","2019","2020/01/11","PMC6920126","","10.3389/fmicb.2019.02871"
"32373104","Saccharomyces cerevisiae-Based Probiotics as Novel Antimicrobial Agents to Prevent and Treat Vaginal Infections","Gaziano R, Sabbatini S, Roselletti E, Perito S, Monari C.","Front Microbiol. 2020 Apr 21;11:718. doi: 10.3389/fmicb.2020.00718. eCollection 2020.","Gaziano R","Front Microbiol","2020","2020/05/07","PMC7186379","","10.3389/fmicb.2020.00718"
"35295311","Editorial: Effects of Probiotics and Prebiotics on Gut Pathogens and Toxins","Kong Q, Liu T, Xiao H.","Front Microbiol. 2022 Feb 28;13:856779. doi: 10.3389/fmicb.2022.856779. eCollection 2022.","Kong Q","Front Microbiol","2022","2022/03/17","PMC8919027","","10.3389/fmicb.2022.856779"
"30459000","Dissect the mode of action of probiotics in affecting host-microbial interactions and immunity in food producing animals","Ma T, Suzuki Y, Guan LL.","Vet Immunol Immunopathol. 2018 Nov;205:35-48. doi: 10.1016/j.vetimm.2018.10.004. Epub 2018 Oct 22.","Ma T","Vet Immunol Immunopathol","2018","2018/11/22","","","10.1016/j.vetimm.2018.10.004"
"34090043","The bioavailability of soybean polysaccharides and their metabolites on gut microbiota in the simulator of the human intestinal microbial ecosystem (SHIME)","Chen P, Chen X, Hao L, Du P, Li C, Han H, Xu H, Liu L.","Food Chem. 2021 Nov 15;362:130233. doi: 10.1016/j.foodchem.2021.130233. Epub 2021 May 29.","Chen P","Food Chem","2021","2021/06/05","","","10.1016/j.foodchem.2021.130233"
"25194867","[Correlation of the microbiota and intestinal mucosa in the pathophysiology and treatment of irritable bowel, irritable eye, and irritable mind syndrome]","Fehér J, Kovács I, Pacella E, Radák Z.","Orv Hetil. 2014 Sep 14;155(37):1454-60. doi: 10.1556/OH.2014.29987.","Fehér J","Orv Hetil","2014","2014/09/08","","","10.1556/OH.2014.29987"
"34563432","ARGuing the case for (or against) probiotics","Turjeman S, Koren O.","Trends Microbiol. 2021 Nov;29(11):959-960. doi: 10.1016/j.tim.2021.09.004. Epub 2021 Sep 22.","Turjeman S","Trends Microbiol","2021","2021/09/26","","","10.1016/j.tim.2021.09.004"
"31380297","Probiotic Supplementation During Human Pregnancy Affects the Gut Microbiota and Immune Status","Chen Y, Li Z, Tye KD, Luo H, Tang X, Liao Y, Wang D, Zhou J, Yang P, Li Y, Su Y, Xiao X.","Front Cell Infect Microbiol. 2019 Jul 16;9:254. doi: 10.3389/fcimb.2019.00254. eCollection 2019.","Chen Y","Front Cell Infect Microbiol","2019","2019/08/06","PMC6646513","","10.3389/fcimb.2019.00254"
"33852069","Modulation of gut microbiota protects against viral respiratory tract infections: a systematic review of animal and clinical studies","Shi HY, Zhu X, Li WL, Mak JWY, Wong SH, Zhu ST, Guo SL, Chan FKL, Zhang ST, Ng SC.","Eur J Nutr. 2021 Dec;60(8):4151-4174. doi: 10.1007/s00394-021-02519-x. Epub 2021 Apr 14.","Shi HY","Eur J Nutr","2021","2021/04/14","PMC8044287","","10.1007/s00394-021-02519-x"
"33752212","Probiotics in Gastrointestinal Diseases: All that Glitters Is Not Gold","Compare D, Sgamato C, Nardone OM, Rocco A, Coccoli P, Laurenza C, Nardone G.","Dig Dis. 2022;40(1):123-132. doi: 10.1159/000516023. Epub 2021 Mar 22.","Compare D","Dig Dis","2022","2021/03/22","","","10.1159/000516023"
"34274544","Microbiota-miRNA interactions: Opportunities in ankylosing spondylitis","Sirufo MM, Ginaldi L, De Martinis M.","Autoimmun Rev. 2021 Oct;20(10):102905. doi: 10.1016/j.autrev.2021.102905. Epub 2021 Jul 15.","Sirufo MM","Autoimmun Rev","2021","2021/07/18","","","10.1016/j.autrev.2021.102905"
"30036240","Probiotics in Pediatric Gastroenterology: Emerging Indications: Inflammatory Bowel Diseases","Scarpato E, Russo M, Staiano A.","J Clin Gastroenterol. 2018 Nov/Dec;52 Suppl 1, Proceedings from the 9th Probiotics, Prebiotics and New Foods, Nutraceuticals and Botanicals for Nutrition & Human and Microbiota Health Meeting, held in Rome, Italy from September 10 to 12, 2017:S7-S9. doi: 10.1097/MCG.0000000000001095.","Scarpato E","J Clin Gastroenterol","2018","2018/07/24","","","10.1097/MCG.0000000000001095"
"34663913","Probiotic consumption influences universal adaptive mutations in indigenous human and mouse gut microbiota","Ma C, Zhang C, Chen D, Jiang S, Shen S, Huo D, Huang S, Zhai Q, Zhang J.","Commun Biol. 2021 Oct 18;4(1):1198. doi: 10.1038/s42003-021-02724-8.","Ma C","Commun Biol","2021","2021/10/19","PMC8523657","","10.1038/s42003-021-02724-8"
"25525379","Systematic review of randomized controlled trials of probiotics, prebiotics, and synbiotics in inflammatory bowel disease","Ghouri YA, Richards DM, Rahimi EF, Krill JT, Jelinek KA, DuPont AW.","Clin Exp Gastroenterol. 2014 Dec 9;7:473-87. doi: 10.2147/CEG.S27530. eCollection 2014.","Ghouri YA","Clin Exp Gastroenterol","2014","2014/12/20","PMC4266241","","10.2147/CEG.S27530"
"32664289","Effects of PrObiotics on the Symptoms and Surgical ouTComes after Anterior REsection of Colon Cancer (POSTCARE): A Randomized, Double-Blind, Placebo-Controlled Trial","Park IJ, Lee JH, Kye BH, Oh HK, Cho YB, Kim YT, Kim JY, Sung NY, Kang SB, Seo JM, Sim JH, Lee JL, Lee IK.","J Clin Med. 2020 Jul 10;9(7):2181. doi: 10.3390/jcm9072181.","Park IJ","J Clin Med","2020","2020/07/16","PMC7408996","","10.3390/jcm9072181"
"29132736","Clinical effects of probiotics in cystic fibrosis patients: A systematic review","Van Biervliet S, Declercq D, Somerset S.","Clin Nutr ESPEN. 2017 Apr;18:37-43. doi: 10.1016/j.clnesp.2017.01.007. Epub 2017 Feb 22.","Van Biervliet S","Clin Nutr ESPEN","2017","2017/11/15","","","10.1016/j.clnesp.2017.01.007"
"27380600","Pediatric NAFLD: the Future role of Patient-Tailored Probiotics Therapy","Putignani L, Alisi A, Nobili V.","J Pediatr Gastroenterol Nutr. 2016 Jul;63 Suppl 1:S6-8. doi: 10.1097/MPG.0000000000001220.","Putignani L","J Pediatr Gastroenterol Nutr","2016","2016/07/06","","","10.1097/MPG.0000000000001220"
"34444834","Gut Microbiota Modulation in the Context of Immune-Related Aspects of Lactobacillus spp. and Bifidobacterium spp. in Gastrointestinal Cancers","Kaźmierczak-Siedlecka K, Roviello G, Catalano M, Polom K.","Nutrients. 2021 Jul 31;13(8):2674. doi: 10.3390/nu13082674.","Kaźmierczak-Siedlecka K","Nutrients","2021","2021/08/27","PMC8401094","","10.3390/nu13082674"
"33642976","Interplay of Good Bacteria and Central Nervous System: Cognitive Aspects and Mechanistic Considerations","Salami M.","Front Neurosci. 2021 Feb 11;15:613120. doi: 10.3389/fnins.2021.613120. eCollection 2021.","Salami M","Front Neurosci","2021","2021/03/01","PMC7904897","","10.3389/fnins.2021.613120"
"32492992","The pivotal role of oral microbiota in health and disease","Santacroce L, Sardaro N, Topi S, Pettini F, Bottalico L, Cantore S, Cascella G, Del Prete R, Dipalma G, Inchingolo F.","J Biol Regul Homeost Agents. 2020 Mar-Apr;34(2):733-737. doi: 10.23812/20-127-L-45.","Santacroce L","J Biol Regul Homeost Agents","2020","2020/06/05","","","10.23812/20-127-L-45"
"30223665","Possibilities of therapeutic manipulation of the gut microbiota","Drastich P, Bajer L, Kverka M.","Vnitr Lek. 2018 Summer;64(6):665-671.","Drastich P","Vnitr Lek","2018","2018/09/19","","",""
"30773108","Establishment of an ideal gut microbiota to boost healthy growth of neonates","Nguyen TTB, Chung HJ, Kim HJ, Hong ST.","Crit Rev Microbiol. 2019 Feb;45(1):118-129. doi: 10.1080/1040841X.2018.1561643. Epub 2019 Feb 18.","Nguyen TTB","Crit Rev Microbiol","2019","2019/02/19","","","10.1080/1040841X.2018.1561643"
"35520280","Influence of Probiotics on the Animal Gut Microbiota and Their Impact on the Bioavailability of Toxic Agents: An Opinion Paper","Hernández-Mendoza A, González-Córdova AF, Martínez-Porchas M.","Front Nutr. 2022 Apr 18;9:870162. doi: 10.3389/fnut.2022.870162. eCollection 2022.","Hernández-Mendoza A","Front Nutr","2022","2022/05/06","PMC9063094","","10.3389/fnut.2022.870162"
"31373710","Review article: can bugs be drugs? The potential of probiotics and prebiotics as treatment for non-alcoholic fatty liver disease","Koopman N, Molinaro A, Nieuwdorp M, Holleboom AG.","Aliment Pharmacol Ther. 2019 Sep;50(6):628-639. doi: 10.1111/apt.15416. Epub 2019 Aug 2.","Koopman N","Aliment Pharmacol Ther","2019","2019/08/03","","","10.1111/apt.15416"
"33968005","Editorial: Risk of Dietary Hazardous Substances and Impact on Human Microbiota: Possible Role in Several Dysbiosis Phenotypes","Aguilera M, Lamas B, Van Pamel E, Bhide M, Houdeau E, Rivas A.","Front Microbiol. 2021 Apr 23;12:669480. doi: 10.3389/fmicb.2021.669480. eCollection 2021.","Aguilera M","Front Microbiol","2021","2021/05/10","PMC8102825","","10.3389/fmicb.2021.669480"
"31433910","Lactobacillus and Bifidobacterium Improves Physiological Function and Cognitive Ability in Aged Mice by the Regulation of Gut Microbiota","Ni Y, Yang X, Zheng L, Wang Z, Wu L, Jiang J, Yang T, Ma L, Fu Z.","Mol Nutr Food Res. 2019 Nov;63(22):e1900603. doi: 10.1002/mnfr.201900603. Epub 2019 Sep 25.","Ni Y","Mol Nutr Food Res","2019","2019/08/22","","","10.1002/mnfr.201900603"
"31214144","Metabolic Dependencies Underlie Interaction Patterns of Gut Microbiota During Enteropathogenesis","Dai D, Wang T, Wu S, Gao NL, Chen WH.","Front Microbiol. 2019 Jun 4;10:1205. doi: 10.3389/fmicb.2019.01205. eCollection 2019.","Dai D","Front Microbiol","2019","2019/06/20","PMC6558107","","10.3389/fmicb.2019.01205"
"32680750","Use of a vaginal probiotic suppository and antibiotics to influence the composition of the endometrial microbiota","Kadogami D, Nakaoka Y, Morimoto Y.","Reprod Biol. 2020 Sep;20(3):307-314. doi: 10.1016/j.repbio.2020.07.001. Epub 2020 Jul 14.","Kadogami D","Reprod Biol","2020","2020/07/19","","","10.1016/j.repbio.2020.07.001"
"29033923","Emerging Trends in ""Smart Probiotics"": Functional Consideration for the Development of Novel Health and Industrial Applications","El Hage R, Hernandez-Sanabria E, Van de Wiele T.","Front Microbiol. 2017 Sep 29;8:1889. doi: 10.3389/fmicb.2017.01889. eCollection 2017.","El Hage R","Front Microbiol","2017","2017/10/17","PMC5626839","","10.3389/fmicb.2017.01889"
"34664387","Significance of probiotics in remodeling the gut consortium to enhance the immunity of Caenorhabditis elegans","Udayakumar P, Das R, Kannadasan A.","Genesis. 2021 Dec;59(12):e23454. doi: 10.1002/dvg.23454. Epub 2021 Oct 18.","Udayakumar P","Genesis","2021","2021/10/19","","","10.1002/dvg.23454"
"29205651","Gut microbiota in early life and its influence on health and disease: A position paper by the Malaysian Working Group on Gastrointestinal Health","Lee YY, Hassan SA, Ismail IH, Chong SY, Raja Ali RA, Amin Nordin S, Lee WS, Majid NA.","J Paediatr Child Health. 2017 Dec;53(12):1152-1158. doi: 10.1111/jpc.13640.","Lee YY","J Paediatr Child Health","2017","2017/12/06","","","10.1111/jpc.13640"
"28436760","Diabetes Management by Probiotics: Current Knowledge and Future Pespective","Homayouni-Rad A, Soroush AR, Khalili L, Norouzi-Panahi L, Kasaie Z, Ejtahed HS.","Int J Vitam Nutr Res. 2016 Jun;86(3-4):215-227. doi: 10.1024/0300-9831/a000273. Epub 2017 Apr 24.","Homayouni-Rad A","Int J Vitam Nutr Res","2016","2017/04/25","","","10.1024/0300-9831/a000273"
"33193234","Effect of Heat-Inactivated Compound Probiotics on Growth Performance, Plasma Biochemical Indices, and Cecal Microbiome in Yellow-Feathered Broilers","Zhu C, Gong L, Huang K, Li F, Tong D, Zhang H.","Front Microbiol. 2020 Oct 22;11:585623. doi: 10.3389/fmicb.2020.585623. eCollection 2020.","Zhu C","Front Microbiol","2020","2020/11/16","PMC7642107","","10.3389/fmicb.2020.585623"
"24679263","Rational identification of diet-derived postbiotics for improving intestinal microbiota function","Klemashevich C, Wu C, Howsmon D, Alaniz RC, Lee K, Jayaraman A.","Curr Opin Biotechnol. 2014 Apr;26:85-90. doi: 10.1016/j.copbio.2013.10.006. Epub 2013 Nov 14.","Klemashevich C","Curr Opin Biotechnol","2014","2014/04/01","","","10.1016/j.copbio.2013.10.006"
"33805208","Probiotics Do Not Alter the Long-Term Stability of the Supragingival Microbiota in Healthy Subjects: A Randomized Controlled Trial","Lundtorp-Olsen C, Enevold C, Twetman S, Belstrøm D.","Pathogens. 2021 Mar 24;10(4):391. doi: 10.3390/pathogens10040391.","Lundtorp-Olsen C","Pathogens","2021","2021/04/03","PMC8064340","","10.3390/pathogens10040391"
"32056150","From Farm to Fingers: an Exploration of Probiotics for Oysters, from Production to Human Consumption","Yeh H, Skubel SA, Patel H, Cai Shi D, Bushek D, Chikindas ML.","Probiotics Antimicrob Proteins. 2020 Jun;12(2):351-364. doi: 10.1007/s12602-019-09629-3.","Yeh H","Probiotics Antimicrob Proteins","2020","2020/02/15","","","10.1007/s12602-019-09629-3"
