PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"32064574","Gut microbiota and chronic kidney disease: evidences and mechanisms that mediate a new communication in the gastrointestinal-renal axis","Rukavina Mikusic NL, Kouyoumdzian NM, Choi MR.","Pflugers Arch. 2020 Mar;472(3):303-320. doi: 10.1007/s00424-020-02352-x. Epub 2020 Feb 17.","Rukavina Mikusic NL","Pflugers Arch","2020","2020/02/18","","","10.1007/s00424-020-02352-x"
"23325079","The intestinal microbiota, a leaky gut, and abnormal immunity in kidney disease","Anders HJ, Andersen K, Stecher B.","Kidney Int. 2013 Jun;83(6):1010-6. doi: 10.1038/ki.2012.440. Epub 2013 Jan 16.","Anders HJ","Kidney Int","2013","2013/01/18","","","10.1038/ki.2012.440"
"33484425","Protein-bound uremic toxin lowering strategies in chronic kidney disease: a systematic review and meta-analysis","Takkavatakarn K, Wuttiputinun T, Phannajit J, Praditpornsilpa K, Eiam-Ong S, Susantitaphong P.","J Nephrol. 2021 Dec;34(6):1805-1817. doi: 10.1007/s40620-020-00955-2. Epub 2021 Jan 23.","Takkavatakarn K","J Nephrol","2021","2021/01/23","","","10.1007/s40620-020-00955-2"
"27199913","Functional Properties of Microorganisms in Fermented Foods","Tamang JP, Shin DH, Jung SJ, Chae SW.","Front Microbiol. 2016 Apr 26;7:578. doi: 10.3389/fmicb.2016.00578. eCollection 2016.","Tamang JP","Front Microbiol","2016","2016/05/21","PMC4844621","","10.3389/fmicb.2016.00578"
"25473158","Archaea and the human gut: new beginning of an old story","Gaci N, Borrel G, Tottey W, O'Toole PW, Brugère JF.","World J Gastroenterol. 2014 Nov 21;20(43):16062-78. doi: 10.3748/wjg.v20.i43.16062.","Gaci N","World J Gastroenterol","2014","2014/12/05","PMC4239492","","10.3748/wjg.v20.i43.16062"
"30479462","Gut microbiota in common elderly diseases affecting activities of daily living","Shimizu Y.","World J Gastroenterol. 2018 Nov 14;24(42):4750-4758. doi: 10.3748/wjg.v24.i42.4750.","Shimizu Y","World J Gastroenterol","2018","2018/11/28","PMC6235798","","10.3748/wjg.v24.i42.4750"
"34485420","Bacterial-Induced Blood Pressure Reduction: Mechanisms for the Treatment of Hypertension via the Gut","Cookson TA.","Front Cardiovasc Med. 2021 Aug 13;8:721393. doi: 10.3389/fcvm.2021.721393. eCollection 2021.","Cookson TA","Front Cardiovasc Med","2021","2021/09/06","PMC8414577","","10.3389/fcvm.2021.721393"
"31883597","Healthy expectations of high hydrostatic pressure treatment in food processing industry","Huang HW, Hsu CP, Wang CY.","J Food Drug Anal. 2020 Jan;28(1):1-13. doi: 10.1016/j.jfda.2019.10.002. Epub 2019 Nov 30.","Huang HW","J Food Drug Anal","2020","2019/12/30","","","10.1016/j.jfda.2019.10.002"
"34769303","Early-Life Origins of Metabolic Syndrome: Mechanisms and Preventive Aspects","Hsu CN, Hou CY, Hsu WH, Tain YL.","Int J Mol Sci. 2021 Nov 2;22(21):11872. doi: 10.3390/ijms222111872.","Hsu CN","Int J Mol Sci","2021","2021/11/13","PMC8584419","","10.3390/ijms222111872"
"25892752","Functional components and medicinal properties of food: a review","Abuajah CI, Ogbonna AC, Osuji CM.","J Food Sci Technol. 2015 May;52(5):2522-9. doi: 10.1007/s13197-014-1396-5. Epub 2014 May 16.","Abuajah CI","J Food Sci Technol","2015","2015/04/21","PMC4397330","","10.1007/s13197-014-1396-5"
"24605015","Chronic liver inflammation: clinical implications beyond alcoholic liver disease","Park BJ, Lee YJ, Lee HR.","World J Gastroenterol. 2014 Mar 7;20(9):2168-75. doi: 10.3748/wjg.v20.i9.2168.","Park BJ","World J Gastroenterol","2014","2014/03/08","PMC3942821","","10.3748/wjg.v20.i9.2168"
"35135577","Inhaled diesel exhaust particles result in microbiome-related systemic inflammation and altered cardiovascular disease biomarkers in C57Bl/6 male mice","Phillippi DT, Daniel S, Pusadkar V, Youngblood VL, Nguyen KN, Azad RK, McFarlin BK, Lund AK.","Part Fibre Toxicol. 2022 Feb 9;19(1):10. doi: 10.1186/s12989-022-00452-3.","Phillippi DT","Part Fibre Toxicol","2022","2022/02/09","PMC8827295","","10.1186/s12989-022-00452-3"
"26340330","Effects of probiotics consumption on lowering lipids and CVD risk factors: a systematic review and meta-analysis of randomized controlled trials","Sun J, Buys N.","Ann Med. 2015;47(6):430-40. doi: 10.3109/07853890.2015.1071872. Epub 2015 Sep 4.","Sun J","Ann Med","2015","2015/09/05","","","10.3109/07853890.2015.1071872"
"26965149","The role of the gastrointestinal tract and microbiota on uremic toxins and chronic kidney disease development","Briskey D, Tucker P, Johnson DW, Coombes JS.","Clin Exp Nephrol. 2017 Feb;21(1):7-15. doi: 10.1007/s10157-016-1255-y. Epub 2016 Mar 10.","Briskey D","Clin Exp Nephrol","2017","2016/03/12","","","10.1007/s10157-016-1255-y"
"28807612","The role of trimethylamine N-oxide as a mediator of cardiovascular complications in chronic kidney disease","Tomlinson JAP, Wheeler DC.","Kidney Int. 2017 Oct;92(4):809-815. doi: 10.1016/j.kint.2017.03.053. Epub 2017 Aug 12.","Tomlinson JAP","Kidney Int","2017","2017/08/16","","","10.1016/j.kint.2017.03.053"
"34957088","Molecular Immune Mechanism of Intestinal Microbiota and Their Metabolites in the Occurrence and Development of Liver Cancer","Bi C, Xiao G, Liu C, Yan J, Chen J, Si W, Zhang J, Liu Z.","Front Cell Dev Biol. 2021 Dec 8;9:702414. doi: 10.3389/fcell.2021.702414. eCollection 2021.","Bi C","Front Cell Dev Biol","2021","2021/12/27","PMC8693382","","10.3389/fcell.2021.702414"
"32387947","Concise review: Coarse cereals exert multiple beneficial effects on human health","Fu J, Zhang Y, Hu Y, Zhao G, Tang Y, Zou L.","Food Chem. 2020 Apr 23;325:126761. doi: 10.1016/j.foodchem.2020.126761. Online ahead of print.","Fu J","Food Chem","2020","2020/05/11","","","10.1016/j.foodchem.2020.126761"
"22110540","Perinatal programming of asthma: the role of gut microbiota","Azad MB, Kozyrskyj AL.","Clin Dev Immunol. 2012;2012:932072. doi: 10.1155/2012/932072. Epub 2011 Nov 3.","Azad MB","Clin Dev Immunol","2012","2011/11/24","PMC3216351","","10.1155/2012/932072"
"29967639","Cross-Talk between Gut Microbiota and Heart via the Routes of Metabolite and Immunity","Bu J, Wang Z.","Gastroenterol Res Pract. 2018 Jun 3;2018:6458094. doi: 10.1155/2018/6458094. eCollection 2018.","Bu J","Gastroenterol Res Pract","2018","2018/07/04","PMC6008745","","10.1155/2018/6458094"
"32834500","Effects of prebiotic dietary fibers and probiotics on human health: With special focus on recent advancement in their encapsulated formulations","Shah BR, Li B, Al Sabbah H, Xu W, Mráz J.","Trends Food Sci Technol. 2020 Aug;102:178-192. doi: 10.1016/j.tifs.2020.06.010. Epub 2020 Jun 23.","Shah BR","Trends Food Sci Technol","2020","2020/08/25","PMC7309926","","10.1016/j.tifs.2020.06.010"
"33679604","Healthy Gut, Healthy Bones: Targeting the Gut Microbiome to Promote Bone Health","Cooney OD, Nagareddy PR, Murphy AJ, Lee MKS.","Front Endocrinol (Lausanne). 2021 Feb 19;11:620466. doi: 10.3389/fendo.2020.620466. eCollection 2020.","Cooney OD","Front Endocrinol (Lausanne)","2021","2021/03/08","PMC7933548","","10.3389/fendo.2020.620466"
"23941498","Targeting protein-bound uremic toxins in chronic kidney disease","Niwa T.","Expert Opin Ther Targets. 2013 Nov;17(11):1287-301. doi: 10.1517/14728222.2013.829456. Epub 2013 Aug 13.","Niwa T","Expert Opin Ther Targets","2013","2013/08/15","","","10.1517/14728222.2013.829456"
"26473340","Meta-Analysis: Effects of Probiotic Supplementation on Lipid Profiles in Normal to Mildly Hypercholesterolemic Individuals","Shimizu M, Hashiguchi M, Shiga T, Tamura HO, Mochizuki M.","PLoS One. 2015 Oct 16;10(10):e0139795. doi: 10.1371/journal.pone.0139795. eCollection 2015.","Shimizu M","PLoS One","2015","2015/10/17","PMC4608827","","10.1371/journal.pone.0139795"
"26621556","Combinations of phytomedicines with different lipid lowering activity for dyslipidemia management: The available clinical data","Cicero AF, Colletti A.","Phytomedicine. 2016 Oct 15;23(11):1113-8. doi: 10.1016/j.phymed.2015.10.011. Epub 2015 Nov 10.","Cicero AF","Phytomedicine","2016","2015/12/02","","","10.1016/j.phymed.2015.10.011"
"30467077","Effect of probiotics on lipid profiles in hypercholesterolaemic adults: A meta-analysis of randomized controlled trials","Mo R, Zhang X, Yang Y.","Med Clin (Barc). 2019 Jun 21;152(12):473-481. doi: 10.1016/j.medcli.2018.09.007. Epub 2018 Nov 19.","Mo R","Med Clin (Barc)","2019","2018/11/24","","","10.1016/j.medcli.2018.09.007"
"34945482","Molecular Identification and Selection of Probiotic Strains Able to Reduce the Serum TMAO Level in Mice Challenged with Choline","Ramireddy L, Tsen HY, Chiang YC, Hung CY, Wu SR, Young SL, Lin JS, Huang CH, Chiu SH, Chen CC, Chen CC.","Foods. 2021 Nov 27;10(12):2931. doi: 10.3390/foods10122931.","Ramireddy L","Foods","2021","2021/12/24","PMC8700464","","10.3390/foods10122931"
"23182355","Effect of supplementation of probiotics and phytosterols alone or in combination on serum and hepatic lipid profiles and thyroid hormones of hypercholesterolemic rats","Awaisheh SS, Khalifeh MS, Al-Ruwaili MA, Khalil OM, Al-Ameri OH, Al-Groom R.","J Dairy Sci. 2013 Jan;96(1):9-15. doi: 10.3168/jds.2012-5442. Epub 2012 Nov 22.","Awaisheh SS","J Dairy Sci","2013","2012/11/28","","","10.3168/jds.2012-5442"
"31495848","Probiotic strains improve high-fat diet-induced hypercholesterolemia through modulating gut microbiota in ways different from atorvastatin","Sudun, Liu S, Xiao C, Peng C, Liang L, He X, Zhao S, Zhang G.","Food Funct. 2019 Sep 18;10(9):6098-6109. doi: 10.1039/c9fo00444k.","Sudun","Food Funct","2019","2019/09/10","","","10.1039/c9fo00444k"
"30818761","Dietary Components That May Influence the Disturbed Gut Microbiota in Chronic Kidney Disease","Mafra D, Borges N, Alvarenga L, Esgalhado M, Cardozo L, Lindholm B, Stenvinkel P.","Nutrients. 2019 Feb 27;11(3):496. doi: 10.3390/nu11030496.","Mafra D","Nutrients","2019","2019/03/02","PMC6471287","","10.3390/nu11030496"
"33005189","The Potential Role of Gut Microbiota in the Prevention and Treatment of Lipid Metabolism Disorders","He YJ, You CG.","Int J Endocrinol. 2020 Sep 14;2020:8601796. doi: 10.1155/2020/8601796. eCollection 2020.","He YJ","Int J Endocrinol","2020","2020/10/02","PMC7509545","","10.1155/2020/8601796"
"30238315","Effects of products designed to modulate the gut microbiota on hyperlipidaemia","Deng X, Ma J, Song M, Jin Y, Ji C, Ge W, Guo C.","Eur J Nutr. 2019 Oct;58(7):2713-2729. doi: 10.1007/s00394-018-1821-z. Epub 2018 Sep 20.","Deng X","Eur J Nutr","2019","2018/09/22","","","10.1007/s00394-018-1821-z"
"34681423","Krill Oil Combined with Bifidobacterium animalis subsp. lactis F1-7 Alleviates the Atherosclerosis of ApoE(-/-) Mice","Liang X, Zhang Z, Lv Y, Lu H, Liu T, Yi H, Zhao M, Zhang L, Gong P.","Foods. 2021 Oct 6;10(10):2374. doi: 10.3390/foods10102374.","Liang X","Foods","2021","2021/10/23","PMC8535738","","10.3390/foods10102374"
"32747669","A possible beneficial effect of Bacteroides on faecal lipopolysaccharide activity and cardiovascular diseases","Yoshida N, Yamashita T, Kishino S, Watanabe H, Sasaki K, Sasaki D, Tabata T, Sugiyama Y, Kitamura N, Saito Y, Emoto T, Hayashi T, Takahashi T, Shinohara M, Osawa R, Kondo A, Yamada T, Ogawa J, Hirata KI.","Sci Rep. 2020 Aug 3;10(1):13009. doi: 10.1038/s41598-020-69983-z.","Yoshida N","Sci Rep","2020","2020/08/05","PMC7398928","","10.1038/s41598-020-69983-z"
"35000256","Preventive and therapeutic aspects of fermented foods","Baruah R, Ray M, Halami PM.","J Appl Microbiol. 2022 May;132(5):3476-3489. doi: 10.1111/jam.15444. Epub 2022 Feb 16.","Baruah R","J Appl Microbiol","2022","2022/01/09","","","10.1111/jam.15444"
"32412785","Lactobacillus reuteri attenuates cardiac injury without lowering cholesterol in low-density lipoprotein receptor-deficient mice fed standard chow","Koppinger MP, Lopez-Pier MA, Skaria R, Harris PR, Konhilas JP.","Am J Physiol Heart Circ Physiol. 2020 Jul 1;319(1):H32-H41. doi: 10.1152/ajpheart.00569.2019. Epub 2020 May 15.","Koppinger MP","Am J Physiol Heart Circ Physiol","2020","2020/05/16","PMC7474440","","10.1152/ajpheart.00569.2019"
"34776827","Weissella cibaria MG5285 and Lactobacillus reuteri MG5149 attenuated fat accumulation in adipose and hepatic steatosis in high-fat diet-induced C57BL/6J obese mice","Choi SI, You S, Kim S, Won G, Kang CH, Kim GH.","Food Nutr Res. 2021 Oct 27;65. doi: 10.29219/fnr.v65.8087. eCollection 2021.","Choi SI","Food Nutr Res","2021","2021/11/15","PMC8559444","","10.29219/fnr.v65.8087"
"32861515","The position of functional foods and supplements with a serum LDL-C lowering effect in the spectrum ranging from universal to care-related CVD risk management","Baumgartner S, Bruckert E, Gallo A, Plat J.","Atherosclerosis. 2020 Oct;311:116-123. doi: 10.1016/j.atherosclerosis.2020.07.019. Epub 2020 Jul 30.","Baumgartner S","Atherosclerosis","2020","2020/08/31","","","10.1016/j.atherosclerosis.2020.07.019"
"35433774","Probiotic Intake and Inflammation in Patients With Chronic Kidney Disease: An Analysis of the CKD-REIN Cohort","Wagner S, Merkling T, Metzger M, Koppe L, Laville M, Boutron-Ruault MC, Frimat L, Combe C, Massy ZA, Stengel B, Fouque D.","Front Nutr. 2022 Mar 30;9:772596. doi: 10.3389/fnut.2022.772596. eCollection 2022.","Wagner S","Front Nutr","2022","2022/04/18","PMC9005823","","10.3389/fnut.2022.772596"
"32281023","Archaea, specific genetic traits, and development of improved bacterial live biotherapeutic products: another face of next-generation probiotics","Fadhlaoui K, Arnal ME, Martineau M, Camponova P, Ollivier B, O'Toole PW, Brugère JF.","Appl Microbiol Biotechnol. 2020 Jun;104(11):4705-4716. doi: 10.1007/s00253-020-10599-8. Epub 2020 Apr 12.","Fadhlaoui K","Appl Microbiol Biotechnol","2020","2020/04/14","","","10.1007/s00253-020-10599-8"
"33392241","The Effects of Foods on Blood Lipids in Non-alcoholic Fatty Liver Disease (NAFLD)-A Systematic Review and Meta-Analysis","Rosqvist F, Rydell A, Iggman D.","Front Nutr. 2020 Dec 16;7:613221. doi: 10.3389/fnut.2020.613221. eCollection 2020.","Rosqvist F","Front Nutr","2020","2021/01/04","PMC7772219","","10.3389/fnut.2020.613221"
"33897916","Making a complex dental care tailored to the person: population health in focus of predictive, preventive and personalised (3P) medical approach","Tachalov VV, Orekhova LY, Kudryavtseva TV, Loboda ES, Pachkoriia MG, Berezkina IV, Golubnitschaja O.","EPMA J. 2021 Apr 19;12(2):129-140. doi: 10.1007/s13167-021-00240-7. eCollection 2021 Jun.","Tachalov VV","EPMA J","2021","2021/04/26","PMC8053896","","10.1007/s13167-021-00240-7"
"35246797","Obstructive Sleep Apnea and Hypertension: Updates to a Critical Relationship","Brown J, Yazdi F, Jodari-Karimi M, Owen JG, Reisin E.","Curr Hypertens Rep. 2022 Mar 5:1-12. doi: 10.1007/s11906-022-01181-w. Online ahead of print.","Brown J","Curr Hypertens Rep","2022","2022/03/05","PMC8897114","","10.1007/s11906-022-01181-w"
"29045253","Gut microbial diversity in HIV infection post combined antiretroviral therapy: a key target for prevention of cardiovascular disease","El-Far M, Tremblay CL.","Curr Opin HIV AIDS. 2018 Jan;13(1):38-44. doi: 10.1097/COH.0000000000000426.","El-Far M","Curr Opin HIV AIDS","2018","2017/10/19","PMC5718258","","10.1097/COH.0000000000000426"
"30583546","Effects of Consuming Calcium-Rich Foods on the Incidence of Type 2 Diabetes Mellitus","Jeon J, Jang J, Park K.","Nutrients. 2018 Dec 22;11(1):31. doi: 10.3390/nu11010031.","Jeon J","Nutrients","2018","2018/12/26","PMC6357094","","10.3390/nu11010031"
"35392286","Effect of Probiotics Supplementation on Heart Rate: A Systematic Review and Meta-Analysis of Randomized Clinical Trials","Han S, Li Y, Song R, Gao H, Zhang W.","Front Nutr. 2022 Mar 22;9:829703. doi: 10.3389/fnut.2022.829703. eCollection 2022.","Han S","Front Nutr","2022","2022/04/08","PMC8982511","","10.3389/fnut.2022.829703"
"27553960","Anti-atherosclerotic effect of traditional fermented cheese whey in atherosclerotic rabbits and identification of probiotics","Nabi XH, Ma CY, Manaer T, Heizati M, Wulazibieke B, Aierken L.","BMC Complement Altern Med. 2016 Aug 24;16(1):309. doi: 10.1186/s12906-016-1285-8.","Nabi XH","BMC Complement Altern Med","2016","2016/08/25","PMC4995647","","10.1186/s12906-016-1285-8"
"31595164","Protective Effect of Lactobacillus rhamnosus GG and its Supernatant against Myocardial Dysfunction in Obese Mice Exposed to Intermittent Hypoxia is Associated with the Activation of Nrf2 Pathway","Xu H, Wang J, Cai J, Feng W, Wang Y, Liu Q, Cai L.","Int J Biol Sci. 2019 Sep 7;15(11):2471-2483. doi: 10.7150/ijbs.36465. eCollection 2019.","Xu H","Int J Biol Sci","2019","2019/10/10","PMC6775312","","10.7150/ijbs.36465"
"29272020","Effects of new probiotic mouthwash in patients with diabetes mellitus and cardiovascular diseases","Bollero P, Di Renzo L, Franco R, Rampello T, Pujia A, Merra G, De Lorenzo A, Docimo R.","Eur Rev Med Pharmacol Sci. 2017 Dec;21(24):5827-5836. doi: 10.26355/eurrev_201712_14031.","Bollero P","Eur Rev Med Pharmacol Sci","2017","2017/12/23","","","10.26355/eurrev_201712_14031"
"28317483","A Critical Review of Bioactive Food Components, and of their Functional Mechanisms, Biological Effects and Health Outcomes","Perez-Gregorio R, Simal-Gandara J.","Curr Pharm Des. 2017;23(19):2731-2741. doi: 10.2174/1381612823666170317122913.","Perez-Gregorio R","Curr Pharm Des","2017","2017/03/21","","","10.2174/1381612823666170317122913"
"29651635","Effects of Probiotic Supplementation on Trimethylamine-N-Oxide Plasma Levels in Hemodialysis Patients: a Pilot Study","Borges NA, Stenvinkel P, Bergman P, Qureshi AR, Lindholm B, Moraes C, Stockler-Pinto MB, Mafra D.","Probiotics Antimicrob Proteins. 2019 Jun;11(2):648-654. doi: 10.1007/s12602-018-9411-1.","Borges NA","Probiotics Antimicrob Proteins","2019","2018/04/14","","","10.1007/s12602-018-9411-1"
"24936248","Functional foods-based diet as a novel dietary approach for management of type 2 diabetes and its complications: A review","Mirmiran P, Bahadoran Z, Azizi F.","World J Diabetes. 2014 Jun 15;5(3):267-81. doi: 10.4239/wjd.v5.i3.267.","Mirmiran P","World J Diabetes","2014","2014/06/18","PMC4058731","","10.4239/wjd.v5.i3.267"
"26839071","Lactobacillus plantarum CUL66 can impact cholesterol homeostasis in Caco-2 enterocytes","Michael DR, Moss JW, Calvente DL, Garaiova I, Plummer SF, Ramji DP.","Benef Microbes. 2016 Jun;7(3):443-51. doi: 10.3920/BM2015.0146. Epub 2016 Feb 3.","Michael DR","Benef Microbes","2016","2016/02/04","","","10.3920/BM2015.0146"
"24996842","SYNbiotics Easing Renal failure by improving Gut microbiologY (SYNERGY): a protocol of placebo-controlled randomised cross-over trial","Rossi M, Johnson DW, Morrison M, Pascoe E, Coombes JS, Forbes JM, McWhinney BC, Ungerer JP, Dimeski G, Campbell KL.","BMC Nephrol. 2014 Jul 4;15:106. doi: 10.1186/1471-2369-15-106.","Rossi M","BMC Nephrol","2014","2014/07/06","PMC4094543","","10.1186/1471-2369-15-106"
"26797632","Probiotic Soy Product Supplemented with Isoflavones Improves the Lipid Profile of Moderately Hypercholesterolemic Men: A Randomized Controlled Trial","Cavallini DC, Manzoni MS, Bedani R, Roselino MN, Celiberto LS, Vendramini RC, de Valdez G, Abdalla DS, Pinto RA, Rosetto D, Valentini SR, Rossi EA.","Nutrients. 2016 Jan 19;8(1):52. doi: 10.3390/nu8010052.","Cavallini DC","Nutrients","2016","2016/01/23","PMC4728664","","10.3390/nu8010052"
"35370631","The Intestinal Microbiota and Metabolites in the Gut-Kidney-Heart Axis of Chronic Kidney Disease","Huang Y, Xin W, Xiong J, Yao M, Zhang B, Zhao J.","Front Pharmacol. 2022 Mar 18;13:837500. doi: 10.3389/fphar.2022.837500. eCollection 2022.","Huang Y","Front Pharmacol","2022","2022/04/04","PMC8971625","","10.3389/fphar.2022.837500"
"30100156","Moderate Renal Impairment and Toxic Metabolites Produced by the Intestinal Microbiome: Dietary Implications","Pignanelli M, Bogiatzi C, Gloor G, Allen-Vercoe E, Reid G, Urquhart BL, Ruetz KN, Velenosi TJ, Spence JD.","J Ren Nutr. 2019 Jan;29(1):55-64. doi: 10.1053/j.jrn.2018.05.007. Epub 2018 Aug 9.","Pignanelli M","J Ren Nutr","2019","2018/08/14","","","10.1053/j.jrn.2018.05.007"
"25381921","Natural cholesterol-lowering products: focus on probiotics","Mistry P.","Br J Community Nurs. 2014 Oct;Suppl Nutrition:S14-8. doi: 10.12968/bjcn.2014.19.Sup11.S14.","Mistry P","Br J Community Nurs","2014","2014/11/11","","","10.12968/bjcn.2014.19.Sup11.S14"
"25954637","A Randomized Double-blind Controlled Trial of Lactobacillus acidophilus Plus Bifidobacterium bifidum versus Placebo in Patients with Hypercholesterolemia","Rerksuppaphol S, Rerksuppaphol L.","J Clin Diagn Res. 2015 Mar;9(3):KC01-4. doi: 10.7860/JCDR/2015/11867.5728. Epub 2015 Mar 1.","Rerksuppaphol S","J Clin Diagn Res","2015","2015/05/09","PMC4413085","","10.7860/JCDR/2015/11867.5728"
"30839966","Cholesterol-lowering potentials of Lactobacillus strain overexpression of bile salt hydrolase on high cholesterol diet-induced hypercholesterolemic mice","Wang G , Huang W , Xia Y , Xiong Z , Ai L .","Food Funct. 2019 Mar 20;10(3):1684-1695. doi: 10.1039/c8fo02181c.","Wang G","Food Funct","2019","2019/03/07","","","10.1039/c8fo02181c"
"24251014","Effect of a Probiotic Preparation (VSL#3) on CardiovascularRisk Parameters in Critically-Ill Patients","Sanaie S, Ebrahimi-Mameghani M, Mahmoodpoor A, Shadvar K, Golzari SE.","J Cardiovasc Thorac Res. 2013;5(2):67-70. doi: 10.5681/jcvtr.2013.014. Epub 2013 Jun 27.","Sanaie S","J Cardiovasc Thorac Res","2013","2013/11/20","PMC3825383","","10.5681/jcvtr.2013.014"
"35174689","Dietary supplements in therapy to support weight reduction in obese patients","Wawrzyniak N, Skrypnik K, Suliburska J.","Acta Sci Pol Technol Aliment. 2022 Jan-Mar;21(1):67-80. doi: 10.17306/J.AFS.1010.","Wawrzyniak N","Acta Sci Pol Technol Aliment","2022","2022/02/17","","","10.17306/J.AFS.1010"
"35467389","Whole-Genome Shotgun Metagenomic Sequencing Reveals Distinct Gut Microbiome Signatures of Obese Cats","Ma X, Brinker E, Graff EC, Cao W, Gross AL, Johnson AK, Zhang C, Martin DR, Wang X.","Microbiol Spectr. 2022 Apr 25:e0083722. doi: 10.1128/spectrum.00837-22. Online ahead of print.","Ma X","Microbiol Spectr","2022","2022/04/25","","","10.1128/spectrum.00837-22"
"28096137","Introduction to the Yogurt in Nutrition Initiative at the First Symposium of Yogurt in Mexico: The Balanced Diet Initiative","Tovar AR, Herrera G.","Adv Nutr. 2017 Jan 17;8(1):144S-145S. doi: 10.3945/an.115.011163. Print 2017 Jan.","Tovar AR","Adv Nutr","2017","2017/01/19","PMC5227970","","10.3945/an.115.011163"
"28588193","The anti-cholesterolaemic effect of a consortium of probiotics: An acute study in C57BL/6J mice","Michael DR, Davies TS, Moss JWE, Calvente DL, Ramji DP, Marchesi JR, Pechlivanis A, Plummer SF, Hughes TR.","Sci Rep. 2017 Jun 6;7(1):2883. doi: 10.1038/s41598-017-02889-5.","Michael DR","Sci Rep","2017","2017/06/08","PMC5460276","","10.1038/s41598-017-02889-5"
"30415528","Combined Lowering Effects of Rosuvastatin and L. acidophilus on Cholesterol Levels in Rat","Wang L, Zhou B, Zhou X, Wang Y, Wang H, Jia S, Zhang Z, Chu C, Mu J.","J Microbiol Biotechnol. 2019 Mar 28;29(3):473-481. doi: 10.4014/jmb.1806.06004.","Wang L","J Microbiol Biotechnol","2019","2018/11/13","","","10.4014/jmb.1806.06004"
"30039147","Lactobacillus plantarum ZDY04 exhibits a strain-specific property of lowering TMAO via the modulation of gut microbiota in mice","Qiu L , Tao X , Xiong H , Yu J , Wei H .","Food Funct. 2018 Aug 15;9(8):4299-4309. doi: 10.1039/c8fo00349a.","Qiu L","Food Funct","2018","2018/07/25","","","10.1039/c8fo00349a"
"27128857","Optimal nutrition in lactating women and its effect on later health of offspring: A systematic review of current evidence and recommendations (EarlyNutrition project)","de Waard M, Brands B, Kouwenhoven SMP, Lerma JC, Crespo-Escobar P, Koletzko B, Zalewski BM, van Goudoever JB.","Crit Rev Food Sci Nutr. 2017 Dec 12;57(18):4003-4016. doi: 10.1080/10408398.2016.1158149.","de Waard M","Crit Rev Food Sci Nutr","2017","2016/04/30","","","10.1080/10408398.2016.1158149"
"35334930","Lactobacillus reuteri CCFM8631 Alleviates Hypercholesterolaemia Caused by the Paigen Atherogenic Diet by Regulating the Gut Microbiota","Wang Q, He Y, Li X, Zhang T, Liang M, Wang G, Zhao J, Zhang H, Chen W.","Nutrients. 2022 Mar 17;14(6):1272. doi: 10.3390/nu14061272.","Wang Q","Nutrients","2022","2022/03/26","PMC8953203","","10.3390/nu14061272"
"35081826","Pathways Linking Oral Bacteria, Nitric Oxide Metabolism, and Health","Morou-Bermúdez E, Torres-Colón JE, Bermúdez NS, Patel RP, Joshipura KJ.","J Dent Res. 2022 Jan 26:220345211064571. doi: 10.1177/00220345211064571. Online ahead of print.","Morou-Bermúdez E","J Dent Res","2022","2022/01/27","","","10.1177/00220345211064571"
"31090460","Saccharomyces boulardii CNCM I-745 changes lipidemic profile and gut microbiota in a hamster hypercholesterolemic model","Briand F, Sulpice T, Giammarinaro P, Roux X.","Benef Microbes. 2019 May 28;10(5):555-567. doi: 10.3920/BM2018.0134. Epub 2019 May 15.","Briand F","Benef Microbes","2019","2019/05/16","","","10.3920/BM2018.0134"
"29783731","Lactobacillus plantarum Strain Ln4 Attenuates Diet-Induced Obesity, Insulin Resistance, and Changes in Hepatic mRNA Levels Associated with Glucose and Lipid Metabolism","Lee E, Jung SR, Lee SY, Lee NK, Paik HD, Lim SI.","Nutrients. 2018 May 19;10(5):643. doi: 10.3390/nu10050643.","Lee E","Nutrients","2018","2018/05/23","PMC5986522","","10.3390/nu10050643"
"35088380","Assessment of Two Potential Probiotic Strains As Anti-Obesity Supplements Under High-Fat Feeding Conditions","ALSuhaymi N, Darwish AM, Khattab AE.","Probiotics Antimicrob Proteins. 2022 Jan 27. doi: 10.1007/s12602-022-09912-w. Online ahead of print.","ALSuhaymi N","Probiotics Antimicrob Proteins","2022","2022/01/28","","","10.1007/s12602-022-09912-w"
"29387517","Effect of Lactobacillus casei strain Shirota-fermented milk on metabolic abnormalities in obese prediabetic Japanese men: a randomised, double-blind, placebo-controlled trial","Naito E, Yoshida Y, Kunihiro S, Makino K, Kasahara K, Kounoshi Y, Aida M, Hoshi R, Watanabe O, Igarashi T, Miyazaki K, Ito H.","Biosci Microbiota Food Health. 2018;37(1):9-18. doi: 10.12938/bmfh.17-012. Epub 2017 Sep 2.","Naito E","Biosci Microbiota Food Health","2018","2018/02/02","PMC5787411","","10.12938/bmfh.17-012"
